Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;2;13.3999996185;10.0;4;21.0;
3;1;8.0;12.1000003815;6;23.0;2;13.3999996185;10.0;5;21.0399999619;
4;1;9.0;11.5;6;23.0;2;14.6239995956;10.0;5;21.0811839104;
5;1;9.60000038147;11.5;6;23.0;2;15.6487102509;10.0;5;21.1235535145;
6;1;10.6000003815;11.5;6;23.0;2;16.6741313934;10.0;5;21.5783426762;
7;1;11.6000003815;11.5;6;23.0;2;17.7070064545;10.1999998093;5;21.9615590572;
8;1;11.8999996185;11.5;6;23.4599990845;2;18.1769351959;10.3632001877;5;23.138142705;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;18.8828849792;10.9097137451;5;24.1384259462;
10;2;12.1463851929;12.1106414795;5;25.0;2;20.8828849792;11.3658018112;5;24.9741382599;
11;2;12.5000009537;12.0;5;26.2350007296;2;22.8828849792;11.7372808456;5;25.6644535065;
12;2;14.4568853378;12.6000003815;5;27.2284631729;2;24.0498886108;12.0336990356;5;26.2318400145;
13;2;16.4568843842;13.0788002014;5;28.0086880922;2;24.7391052246;12.2662630081;5;26.6989166737;
14;2;18.4568862915;13.4505519867;5;28.6108886003;2;25.0193500519;12.446267128;5;26.9182628393;
15;2;19.4899330139;13.7328653336;5;29.0707050562;2;25.1509571075;12.5;5;27.0349266529;
16;2;20.5014572144;13.943564415;5;29.2228286266;2;27.1564750671;12.5;5;27.156311512;
17;2;21.5132331848;14.0;5;29.2629028559;2;28.2293071747;12.5;5;27.2823195457;
18;2;22.5252571106;14.0;5;29.3037842512;2;29.3049125671;12.5;5;27.4128153324;
19;3;22.3999996185;14.3911352158;4;29.3454560041;2;30.3832092285;12.5;6;27.5476238728;
20;3;22.3999996185;14.0;4;29.3878990412;2;30.5285739899;12.5;6;27.6865298748;
21;3;22.3999996185;14.4163694382;4;29.4310919046;2;30.6119174957;12.5;5;27.8292777538;
22;3;22.3999996185;14.4293279648;5;29.4750107527;2;30.6975669861;12.5;5;27.9755718708;
23;3;22.3999996185;14.4425029755;5;29.5196297169;2;30.7853431702;12.5;5;28.1250772476;
24;3;22.8558883667;14.0;5;29.5649203062;3;30.8750457764;12.5;4;28.2774224281;
25;3;22.3999996185;14.4694757462;5;29.6108520031;3;30.9664535522;12.5;4;28.4322011471;
26;3;22.8832550049;14.0;5;29.6573919058;3;31.0593204498;12.5;4;28.5889770985;
27;3;22.8972167969;14.0;5;29.7045050859;3;31.1533851624;12.5;4;28.7472877502;
28;3;22.9113502502;14.0;5;30.7521544695;3;31.2483730316;12.5;4;28.9066491127;
29;3;23.3999996185;15.376077652;5;30.8503009081;3;31.3439903259;12.5;4;29.0665621758;
30;3;22.3999996185;16.4251499176;5;30.9508786201;3;31.4399375916;12.5;5;29.2265176773;
31;3;21.3999996185;17.4754390717;5;31.0538698435;3;31.5359115601;12.5;6;29.3860044479;
32;3;20.3999996185;18.52693367;5;31.159250021;3;31.631603241;12.5;6;29.5445146561;
33;3;19.3999996185;19.579624176;6;31.2669873238;3;31.7267093658;14.5;6;29.70154953;
34;3;18.3999996185;20.6334934235;7;31.3770422935;3;31.820930481;16.5;5;29.8566279411;
35;3;17.3999996185;21.6885223389;7;31.4893676043;3;31.9139766693;18.5;6;30.0092897415;
36;3;16.3999996185;22.744682312;7;31.6039077044;3;32.0055732727;20.5;7;30.1591029167;
37;3;16.0;23.8019523621;7;31.7205978632;3;32.0954627991;22.5;7;30.3056678772;
38;3;16.0;24.8602981567;7;31.8393651247;3;32.1834030151;22.5;7;30.4486203194;
39;3;16.0;25.9196834564;8;31.9601273537;3;32.2691726685;22.5;7;30.5876355171;
40;3;16.0;26.9800643921;8;32.0827929974;3;32.3525810242;22.5;8;30.7224297523;
41;3;16.0;28.0413970947;9;32.2072613239;3;32.4334564209;22.5;9;30.8527622223;
42;3;16.0;29.1036319733;10;32.3334224224;3;32.5116577148;22.5;7;30.9784350395;
43;3;17.0;27.1667098999;11;32.4611569643;3;32.587059021;22.5;7;31.0992927551;
44;3;16.0;28.2305793762;11;32.5903367996;3;32.659576416;22.5;8;31.2152223587;
45;3;18.3770999908;28.2305793762;14;32.7208247185;3;32.729133606;22.5;8;31.3261504173;
46;3;18.7802410126;29.2305793762;14;32.8524754047;3;32.7956924438;22.5;8;31.4320406914;
47;3;20.4557418823;30.2305793762;14;32.9851350784;3;32.8592224121;22.5;8;31.532892704;
48;3;20.0;31.2305793762;14;33.118642807;3;32.9197349548;22.5;9;31.6287374496;
49;3;21.8243484497;30.9800319672;15;33.2528307438;3;32.9772415161;22.5;9;31.7196350098;
50;3;22.8387928009;30.228427887;15;33.3875248432;3;33.0317802429;22.5;10;31.8056707382;
51;3;24.6162586212;29.0;18;33.5225455761;3;33.083404541;22.5;9;32.9550094604;
52;3;24.0;31.0;18;33.657709837;3;33.7730026245;23.0;9;33.8772392273;
53;3;25.2161407471;30.4686203003;18;33.7928304672;3;34.3263435364;23.3899993896;9;34.6067996025;
54;3;26.1378479004;29.0;19;33.9277181625;3;34.7640800476;23.6872596741;11;35.1796131134;
55;3;25.3085174561;30.0;20;34.0621826649;3;35.1077690125;23.9097423553;11;35.4808249474;
56;4;25.2967662811;30.0;19;34.1960337162;3;35.2884941101;24.0;11;35.5944719315;
57;4;24.3999996185;30.0;19;34.3290822506;3;35.3566818237;24.0;12;35.7012143135;
58;4;25.3479766846;30.5845794678;19;34.4611413479;3;35.4207267761;24.0;12;35.8012366295;
59;4;25.3606796265;30.6294364929;20;34.592028141;3;35.4807395935;24.0;11;35.8947548866;
60;4;25.3999996185;30.0;20;34.7215638161;3;35.5368537903;24.0;11;35.9820113182;
61;4;26.416469574;29.0;20;34.849575758;3;35.5892066956;24.0;12;36.0;
62;4;25.4575233459;30.0;23;34.9758982658;3;31.5892066956;26.0;13;36.0;
