Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;13.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;14.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;15.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;16.0;10.0;5;20.3999996185;
7;1;11.6000003815;11.5;6;23.0;2;17.6000003815;10.1999998093;4;21.7264003754;
8;1;11.8999996185;11.5;6;23.4599990845;2;18.0358409882;10.3632001877;4;22.8394274712;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;18.7036552429;10.9097137451;4;23.7717995644;
10;1;12.1463851929;11.9106416702;6;24.0;2;20.7036552429;11.3658018112;4;24.5351434946;
11;1;12.2000007629;12.0;6;25.2000007629;2;22.7036552429;11.7372808456;3;25.1485489607;
12;1;14.1463851929;12.6000003815;6;26.1576004028;2;23.0916557312;12.0336990356;4;25.6344225407;
13;1;15.1463851929;13.0788002014;6;26.9011039734;2;24.0916557312;12.2662630081;4;26.0153459311;
14;1;16.1463851929;13.4505519867;6;27.4657306671;2;25.0916557312;12.446267128;4;26.1438889503;
15;1;17.1463851929;13.7328653336;6;27.88712883;2;26.0916557312;12.5;4;26.1651208401;
16;1;18.1463851929;13.943564415;7;28.0;2;27.0916557312;12.5;4;26.1864993572;
17;1;19.1463851929;14.0;7;28.0;2;28.0916557312;12.5;4;26.2080165148;
18;1;20.1463851929;14.0;7;28.0;2;29.0;12.5;4;26.2296639681;
19;1;20.3999996185;14.0;7;28.0;2;29.0;12.5;5;26.2514331341;
20;1;20.3999996185;14.0;8;28.0;2;29.0;12.5;5;26.2733153105;
21;1;20.3999996185;14.0;8;28.0;2;29.0;12.5;5;26.2953014374;
22;1;20.3999996185;14.0;8;28.0;2;29.0;12.5;5;26.3173824549;
23;1;20.3999996185;14.0;9;28.0;3;29.0;12.5;4;26.3395489454;
24;1;20.3999996185;14.0;9;28.0;3;29.0;12.5;4;26.3617914915;
25;1;20.3999996185;14.0;9;28.0;3;29.0;12.5;5;26.3841004372;
26;1;20.3999996185;14.0;9;28.0;4;29.0;12.5;4;26.4064661264;
27;1;20.3999996185;14.0;9;28.0;4;29.0;12.5;4;26.428878665;
28;1;18.3999996185;15.0;9;28.0;4;29.0;12.5;4;26.4513280392;
29;1;17.3999996185;16.0;9;28.0;4;29.0;12.5;4;26.4738043547;
30;1;16.3999996185;17.0;9;28.0;4;27.0;13.5;4;26.4962974787;
31;1;15.3999996185;18.0;10;28.0;4;28.0;12.5;4;26.5187973976;
32;1;14.3999996185;19.0;10;28.0;4;26.0;13.5;4;27.5412938595;
33;1;13.3999996185;20.0;10;28.0;4;28.0;16.5;5;27.5937768221;
34;1;12.3999996185;21.0;10;28.0;4;30.0;19.5;5;27.6468271017;
35;1;12.0;22.0;10;28.0;4;31.6363544464;22.5;5;27.7004278898;
36;1;12.0;23.0;10;28.0;4;31.6550598145;25.5;6;27.7545609474;
37;1;12.0;24.0;10;28.0;4;31.6741104126;27.5;6;27.8092069626;
38;1;12.0;25.0;11;28.0;4;31.6935005188;27.5;6;27.8643455505;
39;1;12.0;26.0;11;28.0;4;31.7132263184;27.5;7;27.9199551344;
40;1;12.0;27.0;12;28.0;5;31.7332763672;27.5;6;27.9760129452;
41;1;13.0;25.0;12;28.0;6;31.7536449432;27.5;6;28.0324950218;
42;1;12.0;26.0;13;28.0;6;31.0;28.1452713013;6;28.0893763304;
43;1;12.0;27.0;13;28.0;6;31.0;28.1627540588;7;28.1466306448;
44;1;13.0;25.0;14;28.0;6;31.0;28.1804790497;7;28.2042307854;
45;1;12.0;26.0;15;28.0;6;31.0;28.1984367371;7;28.2621484995;
46;1;12.0;27.0;15;28.0;6;31.0;28.2166194916;8;28.3203544617;
47;1;13.0;25.0;17;28.0;6;31.0;28.2350120544;9;28.3788183928;
48;1;12.0;26.0;17;28.0;6;31.0;28.2536087036;9;28.4375091791;
49;1;12.0;27.0;17;28.0;6;31.0;28.2723941803;9;29.4963947535;
50;1;13.0;25.0;18;28.0;6;32.0;29.2913589478;10;29.6554422379;
51;1;12.0;26.0;21;28.0;6;33.0;30.3104877472;10;29.8235179186;
52;1;12.0;27.0;21;28.0;6;33.0;32.307308197;11;30.0011523962;
53;1;13.0;25.0;22;28.0;6;33.0;33.3369445801;11;31.232393384;
54;1;14.0;24.0;23;28.0;6;33.5999984741;34.8750991821;11;32.2443044186;
55;2;15.0;23.0;15;45.25;6;34.0680007935;36.1221504211;12;33.0841364861;
56;2;17.0;23.0;16;46.1124992371;7;34.4247131348;36.5420684814;10;33.7930114269;
57;2;19.0;23.0;16;46.8619041443;7;34.6916885376;36.8965072632;11;34.2568569183;
58;2;20.0;23.0;17;47.5009632111;8;34.7999992371;37.1284294128;11;34.5602915287;
59;2;21.0;23.0;17;48.0370521545;8;34.7999992371;36.0233840942;11;34.8843176365;
60;3;23.0;25.0;17;49.4804611206;8;34.7999992371;36.053604126;11;35.2291755676;
61;4;24.3999996185;27.0;16;49.8428707123;8;34.7999992371;36.0840835571;12;35.5948078632;
62;4;24.3999996185;29.0;16;50.1361560822;8;34.7999992371;36.1147842407;12;36.9808094501;
63;4;24.3999996185;31.0;17;50.25;8;35.7999992371;37.1456680298;11;37.406383276;
64;4;24.3999996185;33.0;15;50.25;8;36.7999992371;39.1456680298;11;37.850502491;
65;4;24.3999996185;34.0;17;50.25;9;37.424118042;41.1456680298;9;39.3114911318;
66;5;24.3999996185;35.0;16;50.25;9;37.7999992371;43.1456680298;8;39.8472231627;
67;5;24.3999996185;36.0;15;50.25;9;39.4486885071;47.1456680298;9;40.398106575;
68;5;24.3999996185;37.0;14;50.25;9;39.4611358643;49.1456680298;10;40.9612660408;
69;5;24.3999996185;38.0;14;50.25;9;38.7999992371;51.1456680298;10;41.5334978104;
70;5;24.3999996185;39.0;14;50.25;9;36.7999992371;54.1456680298;11;42.1113554239;
71;5;24.3999996185;40.0;14;51.25;10;37.7999992371;54.1456680298;11;42.6912540197;
72;5;25.3999996185;42.0;15;51.2899999619;10;35.7999992371;56.1456680298;11;43.2695859671;
