Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;9.0;10.0;5;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;10.0;5;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;10.0;10.0;5;20.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;11.0;10.0;5;20.0;1;8.55000019073;8.5;5;17.0;
7;1;11.0;10.0;5;20.3999996185;1;8.82499980927;8.5;5;17.0;
8;1;11.1199998856;10.1999998093;5;20.7264003754;1;8.82499980927;8.5;5;17.0;
9;2;11.5179204941;10.3632001877;4;21.9903717041;1;8.82499980927;8.5;4;17.3400001526;
10;2;11.597111702;10.4951858521;4;23.0819120407;1;8.9015007019;8.67000007629;4;17.6278438568;
11;2;11.9245738983;11.0209560394;4;23.99553442;1;8.96626472473;8.81392192841;4;17.869726181;
12;2;13.9245738983;11.4571752548;4;24.7449600697;1;9.02068901062;8.93486309052;4;18.786491394;
13;2;15.9245738983;11.8107032776;5;25.3503712416;2;9.22696018219;9.99324607849;4;20.5780620575;
14;2;16.9627056122;12.0916318893;5;25.8344515562;2;11.0206890106;10.3890314102;4;21.3555105925;
15;2;17.9761257172;12.3113050461;5;26.2195074558;2;13.0206890106;10.7885055542;4;22.0305986404;
16;2;18.9898986816;12.4808797836;5;26.3048160076;2;15.0206890106;11.1378355026;4;22.6161907911;
17;2;20.0040187836;12.5;5;26.3530313969;2;16.0206890106;11.4435281754;4;23.1265428066;
18;2;21.0184822083;12.5;5;26.4023760557;2;17.0206890106;11.7127838135;4;23.5759092569;
19;2;21.9207134247;12.5;5;26.4528282881;2;18.0206890106;11.9527988434;4;23.8149644136;
20;2;21.9358482361;12.5;5;26.5043625832;2;18.9500007629;12.0889787674;4;23.9952818155;
21;2;21.9513092041;12.5;7;26.5569496155;2;18.9500007629;12.1971693039;4;24.1899158955;
22;2;21.9670848846;12.5;7;26.6105561256;2;18.9500007629;12.313949585;5;24.399273634;
23;2;21.9831676483;12.5;7;26.6651450396;2;18.9500007629;12.6794910431;5;24.6236231327;
24;2;21.9995441437;12.5;7;26.72067523;2;18.9500007629;12.8365364075;5;24.8630647659;
25;3;21.5;12.9301691055;6;26.7771017551;2;18.9500007629;13.0041456223;6;25.1175034046;
26;3;21.5;12.944275856;7;26.8343759775;2;18.9500007629;13.1822528839;6;25.3866217136;
27;3;21.5;13.2337503433;7;26.8924454451;2;18.9500007629;13.3706350327;6;25.6698577404;
28;3;22.0677337646;12.5;7;26.9512542486;2;18.9500007629;13.5689001083;6;25.9663875103;
29;3;22.0853767395;12.5;7;27.0107431412;2;18.9500007629;13.776471138;6;26.2751159668;
30;3;21.5;13.3042974472;7;27.0708494186;2;18.9500007629;13.9925813675;6;26.5946760178;
31;3;22.1212539673;12.5;7;27.1315076351;2;16.9500007629;15.9925813675;7;26.9234399796;
32;3;21.5;13.3526029587;8;27.1926498413;2;15.9500007629;17.9925804138;7;27.2595415115;
33;3;22.1577949524;12.5;8;27.2542052269;2;14.9500007629;19.7854957581;7;27.6009097099;
34;3;21.5;13.4016819;9;28.3161010742;2;14.0;21.1610012054;7;27.9453148842;
35;3;23.1948299408;12.8999996185;9;28.4082629681;2;14.0;22.5398464203;7;28.2904214859;
36;3;22.2134780884;13.5;10;28.5012056828;2;14.0;23.9194641113;7;28.633852005;
37;3;23.2321853638;12.9242362976;10;28.5948455334;2;14.0;25.2972373962;8;28.9732499123;
38;3;20.5;14.936706543;10;28.6890966892;2;14.0;26.6705741882;8;29.3063445091;
39;3;19.5;15.9756383896;10;28.7838715315;2;14.0;28.0369796753;8;29.6310133934;
40;3;18.5;17.0135478973;10;28.8790813684;2;14.0;29.394115448;8;29.9453339577;
41;3;18.6637248993;16.5;11;28.9746370316;2;14.0;30.7398681641;8;30.2476272583;
42;3;18.8666381836;19.5;11;29.070448637;2;14.0;32.0723876953;9;30.5364894867;
43;3;20.7211341858;21.5;11;29.1664261818;2;15.0;30.3901386261;10;30.8108100891;
44;4;21.7499294281;23.5;10;29.2624800205;2;16.0;29.6918907166;11;31.069776535;
45;4;22.7787437439;25.5;11;29.3585211039;2;17.0;28.9767532349;11;31.3128671646;
46;4;23.8075561523;27.5;11;29.4544615746;2;18.0;28.2441539764;12;31.5398340225;
47;4;24.8363380432;27.5;12;29.5502150059;2;18.9500007629;27.4938163757;12;31.7506799698;
48;4;24.865064621;27.5;12;29.6456961632;2;18.9500007629;26.7257480621;14;31.9456272125;
49;4;24.8937091827;27.5;11;29.740822196;2;18.9500007629;25.9401893616;14;32.1250829697;
50;4;23.9521656036;27.5;12;29.835512042;2;18.9500007629;25.1375923157;15;32.289607048;
51;4;24.9506530762;27.5;12;30.9296873808;3;18.9500007629;24.3185691833;14;47.4398756027;
52;4;25.9789066315;28.5;13;31.0632725954;3;19.9500007629;27.3185691833;14;48.3266506195;
53;4;27.006980896;29.5;13;31.197378397;3;20.9500007629;30.3185691833;15;49.1201257706;
54;4;27.3592147827;30.5;15;31.3319369555;3;21.9500007629;33.3185691833;16;49.7572898865;
55;4;27.3995819092;31.5;15;31.4668802023;3;22.9500007629;35.3185691833;16;50.2662696838;
