Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;4;17.0;
3;1;9.0;10.0;5;20.0;1;7.55000019073;11.3000001907;4;17.0;
4;1;9.0;10.0;5;20.0;1;7.55000019073;10.3000001907;4;17.0;
5;1;10.0;10.0;5;20.0;2;7.55000019073;9.69999980927;3;18.0;
6;1;11.0;10.0;5;20.0;2;8.7750005722;8.5;3;18.0900000334;
7;1;11.0;10.0;5;20.3999996185;2;9.0702495575;8.5;3;18.1871190071;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;9.09210205078;8.5;3;18.2917383909;
9;2;12.2179203033;10.3632001877;4;21.9903717041;2;9.11564064026;8.5;3;18.7571438551;
10;2;12.597111702;10.4951858521;4;23.0719120502;2;9.2203578949;8.67000007629;3;19.1807904243;
11;2;12.9515733719;11.0209560394;4;23.9749414921;2;9.31567764282;8.81392192841;3;19.5693804026;
12;2;14.9515733719;11.4571752548;4;24.7131726742;2;9.40311145782;8.93486309052;3;20.7122055292;
13;2;16.9515743256;11.8107032776;5;25.3067810535;2;9.66024589539;9.39324569702;3;21.7555496693;
14;2;18.0731468201;12.0916318893;5;25.7784451246;2;11.5106239319;9.78903102875;3;22.7047069073;
15;2;19.1151580811;12.3113050461;5;26.1504684687;2;13.5106239319;10.1240053177;3;23.5700800419;
16;2;20.1578941345;12.4808797836;5;26.2221269608;2;15.0206890106;11.4026165009;3;24.3649902344;
17;2;21.2013397217;12.5;5;26.2560760975;2;16.0206890106;11.8721818924;4;25.1037259102;
18;2;22.2454719543;12.5;5;26.2905418873;3;17.0206890106;12.2046327591;4;25.8000462055;
19;2;23.1777038574;12.5;6;26.3255085945;3;18.0206890106;10.9637317657;5;26.3035011292;
20;2;23.2231616974;12.5;6;26.3609591722;3;18.9500007629;12.0;5;26.7638249397;
21;2;23.2692470551;12.5;6;26.3968753815;3;18.9500007629;12.9055299759;5;27.251458168;
22;2;23.3159370422;12.5;5;26.4332377911;3;18.9500007629;13.1005830765;5;27.7633986473;
23;2;23.3632087708;12.5;5;26.4700255394;3;18.9500007629;13.8816995621;5;28.2957406044;
24;2;23.4110336304;12.5;6;26.5072168112;3;18.9500007629;14.1478700638;6;28.8437380791;
25;3;23.4593811035;12.5;3;26.5447884798;4;18.9500007629;14.421869278;5;29.4019312859;
