Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;2;9.19999980927;10.0;3;21.0;1;6.0;13.3000001907;4;17.0;
2;2;9.19999980927;10.0;3;21.0599999428;1;7.0;12.3000001907;5;17.0;
3;2;9.21199989319;10.0;3;21.1229639053;1;7.55000019073;11.3000001907;5;17.0;
4;2;9.22459316254;10.0;3;21.1889609098;1;7.55000019073;10.3000001907;5;17.0;
5;2;10.3566884995;10.0;3;21.2580518723;1;7.55000019073;9.30000019073;5;17.0;
6;2;11.377415657;10.0;3;21.3302885294;1;8.55000019073;8.5;4;17.0;
7;2;11.3990869522;10.0;3;21.8190145493;1;8.82499980927;8.5;4;17.0;
8;2;11.5457038879;10.1999998093;3;22.2388005257;1;8.82499980927;8.5;4;17.0;
9;2;11.6716403961;10.3632001877;3;22.6008902788;1;8.82499980927;8.5;4;17.3400001526;
10;2;11.7802667618;10.4951858521;3;23.7875448465;1;8.9015007019;8.67000007629;4;17.6278438568;
11;2;12.1362638474;11.0209560394;3;24.8040741682;1;8.96626472473;8.81392192841;4;17.869726181;
12;2;14.1362628937;11.4571752548;3;25.6643919945;1;9.02068901062;8.93486309052;4;18.786491394;
13;2;16.1362628937;11.8107032776;4;26.3888099194;1;9.22696018219;9.39324569702;5;19.5780620575;
14;2;17.2742366791;12.0916318893;4;27.0000665188;1;11.0206890106;9.78903102875;5;20.2480106354;
15;2;18.3258094788;12.3113050461;4;27.5204386711;1;12.0206890106;10.1240053177;5;20.8052330017;
16;2;19.3801765442;12.4808797836;3;27.7490785122;1;13.0206890106;10.4026165009;5;21.2618598938;
17;2;20.437297821;12.5;3;27.9484119415;1;14.0206890106;10.6309299469;5;21.6314201355;
18;2;21.4970970154;12.5;5;28.156321764;2;16.0206890106;11.2157096863;4;22.9274635315;
19;2;22.4468955994;12.5;5;28.3723301888;2;18.0206890106;11.3637313843;4;23.0425000191;
20;2;22.5116996765;12.5;6;28.5958371162;2;18.9500007629;11.4169998169;4;23.0863631964;
21;2;22.5787506104;12.5;6;28.8261203766;2;18.9500007629;11.434545517;4;23.1315953732;
22;2;22.6478366852;12.5;5;29.0623402596;2;18.9500007629;11.4526386261;5;23.1781990528;
23;2;22.7187023163;12.5;5;29.303548336;2;18.9500007629;11.589099884;6;23.226172924;
24;2;22.7910652161;12.5;5;29.5486979485;2;18.9500007629;11.6130867004;6;23.2755119801;
25;2;22.8646087646;12.5;6;29.796661377;2;18.9500007629;11.6377563477;6;23.3262070417;
26;2;20.938999176;13.5;6;30.0462479591;2;18.9500007629;11.6631031036;6;23.3782446384;
27;2;20.013874054;14.5;6;30.2962265015;3;18.9500007629;11.6891222;5;37.2861171961;
28;2;19.0888671875;15.5;6;30.5453491211;3;20.2721118927;12.0;7;38.1922086477;
29;2;18.1636047363;16.5;6;30.7923750877;3;21.284412384;13.0;6;39.0266894102;
30;2;17.5;15.5;6;31.0360965729;3;21.2969970703;14.0;6;39.7830758095;
31;2;16.5;15.5;6;31.2753615379;3;21.3098640442;15.0;6;40.4590837955;
32;2;16.5;14.5;6;31.5090961456;3;21.3230018616;16.0;6;41.0560570955;
33;2;17.5;14.5;6;31.736322403;3;21.3364009857;17.0;8;41.5781562328;
34;2;16.5;13.5;6;31.9561743736;3;21.3500499725;18.0;8;42.0314632654;
35;2;16.5;13.5;6;32.1679081917;3;21.3639411926;19.0;8;42.423157692;
36;2;17.5;14.5;6;32.3709101677;3;21.3780555725;20.0;8;42.7608226538;
37;2;16.5;13.5;6;32.5646982193;3;21.3923854828;21.0;8;43.0307219028;
38;2;16.5;13.5;6;32.7489213943;3;21.4069137573;22.0;8;43.0960965157;
