Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;9.0;10.0;5;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;10.0;4;20.0;1;7.55000019073;10.3000001907;4;17.0;
5;1;10.0;10.0;4;20.0;1;7.55000019073;9.30000019073;4;17.0;
6;1;11.0;10.0;4;20.0;1;8.55000019073;8.5;4;17.0;
7;1;11.0;10.0;4;20.3999996185;1;8.82499980927;8.5;4;17.0;
8;1;11.1199998856;10.1999998093;3;20.7264003754;1;8.82499980927;8.5;4;17.0;
9;2;11.5179204941;10.3632001877;2;21.9903717041;1;8.82499980927;8.5;4;17.3400001526;
10;2;11.597111702;10.4951858521;2;23.0819120407;1;8.9015007019;8.67000007629;4;17.6278438568;
11;2;11.9245738983;11.0209560394;2;23.99553442;2;8.96626472473;9.21392154694;3;18.869726181;
12;2;13.9245738983;11.4571752548;2;24.7449600697;2;9.24568939209;8.93486309052;3;19.9264913797;
13;2;15.9245738983;11.8107032776;3;25.3503712416;2;9.48346042633;9.39324569702;4;20.8760660887;
14;2;16.9627056122;12.0916318893;3;25.8344515562;2;11.3127403259;9.78903102875;4;21.723867178;
15;2;17.9761257172;12.3113050461;3;26.2195074558;2;13.3127403259;10.1240053177;4;22.4806865454;
16;2;18.9898986816;12.4808797836;3;26.3048160076;2;15.0206890106;11.0727977753;4;23.1605600119;
17;2;20.0040187836;12.5;3;26.3530313969;2;16.0206890106;11.3904104233;4;23.7788746357;
18;2;21.0184822083;12.5;3;26.4023760557;2;17.0206890106;11.6746921539;4;24.3509206772;
19;2;21.9207134247;12.5;4;26.4528282881;2;18.5659675598;10.9637317657;4;24.7282443047;
20;2;21.9358482361;12.5;4;26.5043625832;2;18.9500007629;12.0;5;25.0630478859;
21;2;21.9513092041;12.5;4;26.5569496155;2;18.9500007629;12.2252187729;5;25.4286823273;
22;2;21.9670848846;12.5;4;26.6105561256;2;18.9500007629;12.3714733124;5;25.8254261017;
23;2;21.9831676483;12.5;4;26.6651450396;2;18.9500007629;12.9127130508;5;26.2529010773;
24;2;21.9995441437;12.5;3;26.72067523;2;18.9500007629;13.1264505386;5;26.7099647522;
25;2;19.5;13.9301691055;3;26.7771017551;2;18.9500007629;13.3549823761;5;27.194621563;
26;2;20.5;12.944275856;2;26.8343759775;2;18.9500007629;13.5973110199;5;27.7039737701;
27;2;19.0503120422;13.5;2;26.8924454451;2;18.9500007629;13.8519868851;5;28.2342166901;
28;2;18.0677337646;14.5;2;26.9512542486;2;18.9500007629;14.117108345;4;28.7806944847;
29;2;17.0853767395;15.5;2;27.0107431412;2;18.9500007629;14.3903474808;4;29.3380203247;
30;2;16.1032218933;16.5;2;27.0708494186;2;17.9500007629;13.3903474808;4;29.9002580643;
31;2;15.121254921;17.5;2;27.1315076351;2;15.9500007629;13.0;4;30.4611558914;
32;2;14.6394519806;18.5;3;27.1926498413;2;14.9500007629;15.0;4;31.0144176483;
33;2;14.6577949524;19.5;3;27.2542052269;2;14.0;17.0;5;31.5539827347;
34;2;14.6762619019;20.5;3;27.3161010742;2;14.0;19.0;5;32.0742940903;
35;2;14.6948299408;21.5;4;27.3782629967;2;14.0;21.0;6;32.5705242157;
36;2;15.7134790421;19.5;5;27.4406147003;2;15.0;20.0;6;33.0387430191;
37;2;14.7321844101;20.5;6;27.5030794144;2;16.0;20.0;7;33.4760160446;
38;2;14.7509241104;21.5;6;27.5655794144;2;17.0;20.0;8;33.8804292679;
39;2;15.7696743011;19.5;7;27.628036499;2;18.0;20.0;8;34.2510480881;
40;2;16.0;19.5;7;27.690372467;2;18.9500007629;20.0;8;34.5878238678;
41;3;15.8071117401;19.5;6;28.7525100708;2;18.9500007629;21.0;8;34.8914642334;
42;4;16.8257522583;20.5;5;43.9043725729;3;18.9500007629;22.0;8;47.9132852554;
43;4;17.0;21.5;5;44.8130033016;4;20.9500007629;23.7469558716;7;49.7925567627;
44;4;19.0;20.5;5;45.6480842829;4;23.9500007629;21.7469558716;7;50.6653902531;
45;4;18.8810920715;20.5;5;46.4090781212;4;22.9500007629;22.8144569397;9;51.461214304;
46;4;19.0;22.5;6;47.0987863541;4;23.2098350525;22.8469562531;9;52.1820737123;
47;4;21.9172763824;23.5;8;47.7224730253;4;23.2289199829;21.8469562531;10;52.7164711952;
48;4;23.935092926;25.5;8;48.286984086;4;23.9500007629;22.8469562531;9;53.1754283905;
49;4;25.0;27.5;8;48.7999486923;4;25.9500007629;23.8469562531;10;53.5911848545;
50;5;26.191078186;30.5;8;49.2691345215;5;26.9500007629;25.8469562531;8;53.968236804;
51;5;27.2486209869;33.5;9;49.608266592;5;27.9500007629;27.8469562531;8;54.3113213778;
52;5;28.2749996185;33.8387870789;10;49.8385879993;5;29.3424720764;29.8469562531;9;54.6121526957;
53;5;30.2749996185;32.5;11;50.0772204399;5;29.9500007629;32.0;9;54.7357594967;
54;5;30.81199646;32.5;12;50.3239514828;5;30.4875011444;32.7871856689;11;54.8651165962;
55;5;29.7749996185;33.5;12;50.5784623623;6;31.4875011444;32.9036026001;11;55.0001642704;
56;5;30.7749996185;32.5;12;50.8403213024;6;32.9937896729;31.0;12;55.1407959461;
