Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;9.0;10.0;6;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;10.0;6;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;2;10.3000001907;10.0;4;21.0;1;7.55000019073;9.30000019073;5;17.0;
6;2;11.3000001907;10.0;4;21.0900000334;1;8.55000019073;8.5;5;17.0;
7;2;11.3269996643;10.0;4;21.5980186462;1;8.82499980927;8.5;5;17.0;
8;2;11.4794054031;10.1999998093;4;22.0418490171;1;8.82499980927;8.5;5;17.0;
9;2;11.6125545502;10.3632001877;3;22.4332156181;1;8.82499980927;8.5;5;17.3400001526;
10;2;11.7299642563;10.4951858521;3;23.6659361124;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;12.0997810364;11.0209560394;3;24.7393633127;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;14.0997810364;11.4571752548;3;25.6686143875;1;9.02068901062;8.93486309052;5;18.786491394;
13;2;16.0997810364;11.8107032776;3;26.4751701355;1;9.22696018219;9.39324569702;6;19.5780620575;
14;2;16.9425506592;12.0916318893;3;27.1828548908;1;11.0206890106;9.78903102875;6;20.2480106354;
15;2;17.1548576355;12.3113050461;2;27.8148901463;1;12.0206890106;10.1240053177;6;20.8052330017;
16;2;17.3444671631;12.4808797836;2;28.1711652279;1;13.0206890106;10.4026165009;6;21.2618598938;
17;2;19.3381328583;12.5;2;28.5145654678;1;14.0206890106;10.6309299469;6;21.6314201355;
18;2;20.4411525726;12.5;2;28.8830828667;1;15.0206890106;10.8157100677;6;21.9274635315;
19;2;21.5517082214;12.5;3;29.2759313583;1;16.0206890106;10.9637317657;5;22.0;
20;2;22.6695632935;12.5;2;29.6917257309;1;16.9500007629;11.0;5;22.0;
21;2;22.9075183868;12.5;2;30.1284441948;1;16.9500007629;11.0;5;22.0;
22;2;23.0385322571;12.5;1;30.5834169388;1;16.9500007629;11.0;6;22.0;
23;0;0;0;0;0;1;16.9500007629;11.0;7;22.0;
