Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;4;17.0;
3;1;9.0;10.0;5;20.0;1;7.55000019073;11.3000001907;3;17.0;
4;1;9.0;10.0;4;20.0;1;7.55000019073;10.3000001907;3;17.0;
5;1;10.0;10.0;4;20.0;1;7.55000019073;9.30000019073;3;17.0;
6;1;11.0;10.0;4;20.0;1;8.55000019073;8.5;3;17.0;
7;1;11.0;10.0;4;20.3999996185;1;8.82499980927;8.5;3;17.0;
8;2;11.4200000763;10.1999998093;3;21.7264003754;1;8.82499980927;8.5;3;17.0;
9;2;11.5179204941;10.3632001877;3;22.0603717566;1;8.82499980927;8.5;3;17.3400001526;
10;2;11.6181116104;10.4951858521;3;23.2074631453;1;8.9015007019;8.67000007629;3;17.6278438568;
11;2;11.9622392654;11.0209560394;3;24.1828715801;1;8.96626472473;8.81392192841;3;17.869726181;
12;2;13.9622392654;11.4571752548;3;25.0006883144;1;9.02068901062;8.93486309052;2;18.786491394;
13;2;15.9622383118;11.8107032776;4;25.6814495325;1;9.22696018219;9.39324569702;2;19.5780620575;
14;2;17.0620288849;12.0916318893;4;26.2481688261;1;11.0206890106;9.78903102875;2;20.2480106354;
15;2;18.1002407074;12.3113050461;3;26.723449707;1;12.0206890106;10.1240053177;2;20.8052330017;
16;2;19.1410808563;12.4808797836;3;26.9068236351;1;13.0206890106;10.4026165009;2;21.2618598938;
17;2;20.1846199036;12.5;3;27.0611462593;1;14.0206890106;10.6309299469;2;21.6314201355;
18;2;21.2309169769;12.5;3;27.2247776985;2;15.0206890106;10.8157100677;2;21.9274635315;
19;2;22.167432785;12.5;4;27.3977591991;2;16.0206890106;10.9637317657;3;22.0;
20;2;22.2193279266;12.5;4;27.5800426006;2;16.9500007629;11.0;3;22.0;
21;2;22.2740135193;12.5;4;27.7714805603;2;16.9500007629;11.0;4;22.0;
22;2;22.3314437866;12.5;4;27.9718174934;2;16.9500007629;11.0;5;22.0;
23;3;22.391544342;12.5;3;28.1806821823;2;16.9500007629;11.0;5;22.0;
24;3;22.4542045593;12.5;3;28.3975830078;2;16.9500007629;11.0;5;22.0;
25;3;21.5;13.349395752;4;28.6219055653;2;16.9500007629;11.0;6;22.0;
26;3;21.5;13.4054765701;4;28.8529140949;2;16.9500007629;11.0;6;22.0;
