Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;4;17.0;
3;1;9.0;10.0;5;20.0;1;7.55000019073;11.3000001907;4;17.0;
4;1;9.0;10.0;5;20.0;1;7.55000019073;10.3000001907;4;17.0;
5;1;10.0;10.0;5;20.0;2;7.55000019073;9.9000005722;3;18.0;
6;1;11.0;10.0;5;20.0;2;8.55000019073;9.10000038147;3;18.0249999762;
7;1;11.0;10.0;5;20.3999996185;2;8.82499980927;9.11499977112;3;18.0503686666;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;8.82499980927;9.13022136688;3;18.0760987997;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;8.82499980927;9.14565944672;3;18.4529435635;
10;1;11.2971115112;10.4951858521;5;22.0419120789;2;8.9015007019;9.33776569366;3;18.7784832716;
11;1;11.6125736237;11.0209560394;5;22.9143505096;2;8.96626472473;9.50430583954;3;19.0589046478;
12;1;11.8743057251;11.4571752548;5;23.6214065552;2;9.02068901062;9.64836978912;3;20.0388250351;
13;1;12.8743057251;11.8107032776;5;24.1832637787;2;9.22696018219;10.1446456909;2;20.8961139917;
14;1;13.8743057251;12.0916318893;5;24.6226100922;2;11.0206890106;10.5798625946;2;21.6343632936;
15;1;14.3867835999;12.3113050461;5;24.9617595673;2;13.0206890106;10.9558172226;2;22.2624788284;
16;1;14.488527298;12.4808797836;5;25.0;2;15.0206890106;11.2769641876;2;22.792591095;
17;1;16.3867835999;12.5;5;25.0;2;16.0206890106;11.5493688583;2;23.238217473;
18;1;17.3867835999;12.5;5;25.0;2;17.0206890106;11.7797880173;3;23.6128847599;
19;1;18.3867835999;12.5;6;25.0;2;18.0206890106;11.974984169;4;23.766567111;
20;1;19.3867835999;12.5;6;25.0;3;18.9500007629;12.0599403381;3;23.850186348;
21;1;19.5;12.5;6;25.0;3;18.9500007629;11.0;3;23.9362165928;
22;1;19.5;12.5;6;25.0;4;18.9500007629;12.0;2;36.7745814323;
23;1;19.5;12.5;7;25.0;4;19.9500007629;12.4172067642;3;37.5026898384;
24;2;19.5;12.5;6;25.0;4;20.9500007629;12.480632782;4;38.1794669628;
25;2;19.5;12.5;6;25.0;4;21.9500007629;12.5455560684;4;38.8021433353;
26;2;19.5;12.5;6;25.0;4;22.9500007629;12.6118917465;5;39.3701071739;
