Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;9.0;10.0;5;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;10.0;5;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;10.0;10.0;5;20.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;11.0;10.0;5;20.0;1;8.55000019073;8.5;5;17.0;
7;1;11.0;10.0;5;20.3999996185;2;8.82499980927;8.89999961853;4;18.0;
8;1;11.1199998856;10.1999998093;4;20.7264003754;2;9.05000019073;8.5;4;18.0674999952;
9;1;11.2179203033;10.3632001877;4;20.9903717041;2;9.06518745422;8.5;4;18.4895108938;
10;1;11.2971115112;10.4951858521;4;22.0419120789;2;9.16014099121;8.67000007629;4;18.8647230864;
11;1;11.6125736237;11.0209560394;4;22.9143505096;2;9.24456214905;8.81392192841;4;19.1995335817;
12;1;11.8743057251;11.4571752548;4;23.6214065552;2;9.31989574432;8.93486309052;4;20.2548673153;
13;1;13.6125736237;11.8107032776;5;24.1832637787;2;9.55734443665;9.39324569702;5;21.1974108219;
14;1;14.6125736237;12.0916318893;5;24.6226100922;2;11.3850421906;9.78903102875;5;22.0314099789;
15;2;16.6125736237;12.3113050461;4;25.9617595673;2;13.3850421906;10.1240053177;5;22.7663766146;
16;2;18.6125736237;12.4808797836;4;26.0299999714;2;15.3850421906;10.4026165009;5;23.4149770737;
17;2;19.9215736389;12.5;4;26.0605909824;2;16.5051403046;10.6309299469;5;23.9911694527;
18;2;20.9307518005;12.5;4;26.091766119;2;17.5516319275;10.8157100677;5;24.5087993145;
19;2;21.8275299072;12.5;5;26.1235172749;2;18.6014900208;10.9637317657;5;24.8180098534;
20;2;21.8370552063;12.5;5;26.1558350325;2;19.5840530396;11.0;5;25.0697143078;
21;2;21.8467502594;12.5;5;26.1887089014;2;19.6406860352;11.0;6;25.3361742496;
22;2;21.8566131592;12.5;5;26.2221269608;2;18.9500007629;12.0;6;25.616874218;
23;2;21.8666381836;12.5;5;26.2560760975;2;18.9500007629;12.8084373474;6;25.911039114;
24;2;21.8768234253;12.5;4;26.2905418873;2;18.9500007629;12.9555196762;6;26.2176237106;
25;2;21.8871631622;12.5;4;26.3255085945;2;18.9500007629;13.1088123322;6;26.5353112221;
26;2;21.8976516724;12.5;4;26.3609591722;3;18.9500007629;13.2676553726;6;26.8625197411;
27;2;19.9082870483;13.5;5;26.3968753815;4;18.9500007629;13.4312601089;5;27.1974248886;
28;3;18.9190635681;14.5;5;26.4332377911;4;18.9500007629;13.5987129211;5;27.5379900932;
29;3;17.5;15.5;5;26.4700255394;4;19.9500007629;11.5987129211;5;27.8820104599;
30;3;16.9410076141;16.5;5;26.5072168112;4;18.9500007629;12.5987129211;5;28.2271661758;
31;3;15.9521656036;17.5;6;26.5447884798;4;16.9500007629;14.5987129211;5;28.5710821152;
32;3;14.9634361267;18.5;6;26.5827163458;4;15.9500007629;16.5987129211;5;28.9113931656;
33;3;14.4748153687;19.5;7;26.6209751368;4;14.9500007629;18.5987129211;5;29.2458081245;
34;3;14.4862928391;20.5;7;26.6595385075;4;14.0;20.5987129211;6;29.5721731186;
35;3;14.4978618622;21.5;7;26.6983793974;4;14.0;22.5987129211;6;29.888525486;
36;3;15.509513855;19.5;7;26.7374696732;4;14.0;24.0996742249;6;30.1931390762;
37;3;14.521241188;20.5;7;26.7767804861;4;14.0;25.3738250732;6;30.4845581055;
38;3;14.5330343246;21.5;8;26.8162822723;4;14.0;26.6361026764;6;30.7616167068;
39;3;15.5448846817;19.5;8;27.8559447527;4;14.0;27.8854560852;6;31.0234470367;
40;3;15.5567836761;20.5;9;27.9357372522;4;14.0;29.1211013794;7;32.2694759369;
41;3;16.5687217712;21.5;9;28.0168124437;4;16.0;28.1211013794;7;32.6069077253;
42;3;17.0;20.7067260742;9;28.0991406441;4;17.0;28.1178512573;8;32.9385662079;
43;3;16.9297428131;20.5;10;28.1826885939;4;18.0;28.2239303589;8;33.2653702497;
44;3;16.9548072815;21.5;10;28.2674201727;4;19.0;28.1388320923;9;33.5884225368;
45;3;17.0;20.806968689;11;28.3532958031;4;17.3364028931;28.0839691162;10;33.9089609385;
46;3;17.0059890747;20.5;11;28.4402725697;4;18.0;27.234462738;11;34.2283087969;
47;3;17.0;20.5;11;28.5283045769;4;19.408367157;25.3720092773;12;34.5478168726;
48;3;19.0584926605;21.5;11;28.6173421144;5;20.4489383698;24.4972820282;11;34.8688137531;
49;3;19.6644897461;23.5;11;28.7073322535;5;20.9500007629;23.6110076904;11;35.149273634;
50;3;20.0;25.5;12;28.7982187271;5;21.4898376465;22.6749992371;12;35.3736231327;
51;3;21.6881561279;27.5;16;28.8899421692;5;20.9500007629;25.6749992371;12;35.6130647659;
52;4;22.6998977661;27.5;12;43.9824397564;5;20.9500007629;28.6749992371;13;35.8675034046;
53;4;24.0;28.5;13;44.8256458044;5;21.6514396667;31.6749992371;13;36.1366217136;
54;4;26.2231502533;29.5;14;45.5888652802;5;21.7119903564;33.6749992371;13;36.4198577404;
55;4;26.2346439362;30.5;14;46.2711927891;5;20.9500007629;35.6749992371;14;36.7163875103;
