Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;9.0;10.0;6;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;10.0;6;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;10.0;10.0;6;20.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;11.0;10.0;6;20.0;1;8.55000019073;8.5;5;17.0;
7;1;11.0;10.0;6;20.3999996185;1;8.82499980927;8.5;5;17.0;
8;2;11.4200000763;10.1999998093;5;21.7264003754;1;8.82499980927;8.5;5;17.0;
9;2;11.5179204941;10.3632001877;5;21.9903717041;2;9.82499980927;8.89999961853;4;18.3400001526;
10;2;11.597111702;10.4951858521;5;23.0819120407;2;10.9015007019;8.67000007629;4;18.7053438425;
11;2;11.9245738983;11.0209560394;5;23.99553442;2;11.9662647247;8.81392192841;4;19.0298973322;
12;2;13.9245738983;11.4571752548;5;24.7449600697;2;12.2817277908;8.93486309052;3;20.0695227385;
13;2;15.9245738983;11.8107032776;5;25.3503712416;2;12.5156421661;9.39324569702;4;20.9953879118;
14;2;16.6051120758;12.0916318893;5;25.8344515562;2;15.3093709946;10.3559617996;4;21.8117841482;
15;2;16.7503356934;12.3113050461;5;26.2195074558;2;17.3093719482;10.1240053177;4;22.5282959938;
16;2;16.865852356;12.4808797836;5;26.3048160076;2;18.0206890106;11.0918416977;4;23.1576933861;
17;2;18.7782287598;12.5;5;26.3530313969;2;19.0206890106;11.3892631531;4;23.7140722275;
18;2;19.7926940918;12.5;5;26.4023760557;2;20.0206890106;11.648771286;4;24.211452961;
19;2;20.8074970245;12.5;6;26.4528282881;2;21.5345878601;10.9637317657;4;24.5001921654;
20;2;21.8226318359;12.5;6;26.5043625832;2;21.9500007629;12.0;4;24.7314550877;
21;2;21.9513092041;12.5;5;26.5569496155;2;21.9500007629;12.3657274246;3;24.9777925014;
22;2;21.9670848846;12.5;5;26.6105561256;2;21.9500007629;11.0;4;25.2390105724;
23;2;21.9831676483;12.5;5;26.6651450396;2;21.9500007629;11.0;5;25.5146825314;
24;2;21.9995441437;12.5;5;26.72067523;2;21.9500007629;11.0;4;25.8041276932;
25;2;22.0162029266;12.5;6;26.7771017551;2;21.9500007629;11.0;4;26.1063990593;
26;3;22.0331306458;12.5;5;26.8343759775;2;21.9500007629;11.0;5;26.4202756882;
27;3;21.5;13.2337503433;6;26.8924454451;2;21.9500007629;11.0;6;26.7442698479;
28;3;22.0677337646;12.5;6;26.9512542486;2;19.9500007629;12.0;6;27.0766406059;
29;3;22.0853767395;12.5;6;27.0107431412;2;18.9500007629;13.0;6;27.4154229164;
30;3;20.1032218933;13.5;6;27.0708494186;2;17.9500007629;14.0;6;27.7584671974;
31;3;19.1212539673;14.5;6;27.1315076351;2;17.0;15.0;6;28.1034874916;
32;3;18.1394519806;15.5;6;27.1926498413;2;17.0;17.0;6;28.4481215477;
33;3;17.1577949524;16.5;6;27.2542052269;2;17.0;19.0;6;28.7899932861;
34;3;16.1762619019;17.5;6;28.3161010742;2;17.0;21.0;6;29.1267771721;
35;3;15.5;19.8264408112;6;28.4182629585;2;17.0;23.0;7;29.456264019;
36;3;16.0;20.8673057556;6;28.5217986107;2;17.0;25.0;6;29.7764163017;
37;3;16.0;21.9087200165;6;28.6266329288;2;17.0;27.0;7;30.0854187012;
38;3;16.0;22.9506530762;6;28.7326868773;2;17.0;29.0;8;30.3817157745;
39;3;17.0;20.9930744171;5;28.8398779631;2;17.0;30.5435447693;9;30.6640357971;
40;3;16.0;22.0359516144;5;28.9481203556;2;17.0;31.7976322174;9;30.9314050674;
41;3;16.0;23.0792484283;6;29.0573260784;2;17.0;33.0382652283;10;31.1831455231;
42;3;17.0;21.1229305267;6;29.1674039364;2;17.0;34.264831543;12;31.4188632965;
43;3;16.0;22.1669616699;7;29.2782603502;2;17.0;35.4769744873;11;31.6384296417;
44;3;16.0;23.2113037109;8;29.3897997141;2;17.0;36.6745872498;11;31.8419523239;
45;3;17.0;21.2559204102;9;29.5019245148;2;17.0;37.8577575684;11;32.0297412872;
46;3;16.0;22.3007698059;9;29.6145358086;2;17.0;39.0267677307;10;32.2022790909;
47;3;17.9172763824;22.3007698059;9;29.7275333405;2;18.0;38.0267677307;11;32.3601818085;
48;3;18.483165741;23.3007698059;8;29.8408156633;2;19.0;38.0267677307;12;32.5041694641;
49;3;19.0;25.3007698059;8;29.9542806149;2;20.0;38.0267677307;14;32.6350336075;
50;3;20.0;27.3007698059;9;30.0678253174;2;21.0;38.0267677307;14;32.75;
51;3;21.5331306458;28.6990242004;9;30.1813470125;2;21.9500007629;38.0267677307;15;32.75;
52;3;22.0;29.5725383759;10;30.2947429419;2;21.9500007629;37.6749992371;15;32.75;
53;4;24.5677337646;29.8609199524;9;31.4079102278;2;21.9500007629;36.6749992371;16;32.75;
54;4;26.5;30.2805023193;9;31.5507471561;2;21.9500007629;35.6749992371;17;32.75;
55;4;25.5;32.3042984009;10;31.6937434673;3;21.9500007629;34.6749992371;15;56.75;
56;4;26.1212539673;32.9249191284;10;31.8367919922;3;22.9500007629;34.6749992371;16;57.9500007629;
57;4;25.5;34.7980117798;8;31.9797861576;3;23.9500007629;34.6749992371;14;58.9076004028;
