Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;9.0;10.0;6;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;10.0;6;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;2;10.3000001907;10.0;5;21.0;1;7.55000019073;9.30000019073;5;17.0;
6;2;11.3000001907;10.0;5;21.0900000334;1;8.55000019073;8.5;5;17.0;
7;2;11.3269996643;10.0;5;21.5980186462;1;8.82499980927;8.5;5;17.0;
8;2;11.4794054031;10.1999998093;5;22.0418490171;1;8.82499980927;8.5;5;17.0;
9;2;11.6125545502;10.3632001877;5;22.4332156181;1;8.82499980927;8.5;5;17.3400001526;
10;2;11.7299642563;10.4951858521;5;23.6659361124;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;12.0997810364;11.0209560394;5;24.7393633127;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;14.0997810364;11.4571752548;5;25.6686143875;1;9.02068901062;8.93486309052;5;18.786491394;
13;2;16.0997810364;11.8107032776;5;26.4751701355;1;9.22696018219;9.39324569702;6;19.5780620575;
14;2;16.9425506592;12.0916318893;5;27.1828548908;1;11.0206890106;9.78903102875;6;20.2480106354;
15;2;17.1548576355;12.3113050461;5;27.8148901463;1;12.0206890106;10.1240053177;5;20.8052330017;
16;2;17.3444671631;12.4808797836;5;28.1711652279;1;13.0206890106;10.4026165009;5;21.2618598938;
17;2;19.3381328583;12.5;5;28.5145654678;1;14.0206890106;10.6309299469;5;21.6314201355;
18;2;20.4411525726;12.5;5;28.8830828667;1;15.0206890106;10.8157100677;5;21.9274635315;
19;2;21.5517082214;12.5;6;29.2759313583;1;16.0206890106;10.9637317657;5;22.0;
20;2;22.6695632935;12.5;6;29.6917257309;1;16.9500007629;11.0;5;22.0;
21;2;22.9075183868;12.5;6;30.1284441948;1;16.9500007629;11.0;5;22.0;
22;2;23.0385322571;12.5;5;30.5834169388;1;16.9500007629;11.0;5;22.0;
23;2;23.1750259399;12.5;5;31.0533499718;1;16.9500007629;11.0;6;22.0;
24;3;23.3160057068;12.5;4;31.5343885422;1;16.9500007629;11.0;6;22.0;
25;3;23.4603157043;12.5;5;32.0222206116;1;16.9500007629;11.0;6;22.0;
26;3;23.6066665649;12.5;5;32.5122156143;1;16.9500007629;11.0;7;22.0;
27;3;21.7536659241;13.5;5;32.9995918274;1;16.9500007629;11.0;7;22.0;
28;3;20.8998775482;14.5;5;33.4795999527;1;16.9500007629;11.0;8;22.0;
29;3;22.0438804626;12.5;5;33.9477081299;1;16.9500007629;11.0;8;22.0;
30;3;20.1843128204;13.5;5;34.399772644;1;16.9500007629;11.0;8;22.0;
31;3;19.3199310303;14.5;5;34.8321838379;1;16.9500007629;11.0;8;22.0;
32;3;18.4496555328;15.5;5;35.2419710159;1;16.9500007629;11.0;8;22.0;
33;3;17.5725917816;16.5;5;35.6268672943;1;14.9500007629;12.0;8;22.0;
34;3;17.1880607605;17.5;5;35.9853258133;1;13.9500007629;13.0;8;22.0;
35;3;17.2955970764;18.5;6;36.3164978027;1;12.9500007629;14.0;8;22.0;
36;3;16.2955970764;17.5;6;36.6201763153;1;12.0;15.0;8;22.0;
37;3;16.2955970764;17.5;6;36.8967161179;1;12.0;16.0;8;22.0;
38;3;17.0;17.5;6;37.1469373703;1;12.0;17.0;9;22.0;
39;3;18.0;17.5;6;37.3720273972;1;12.0;18.0;9;22.0;
40;3;17.0;16.5;6;38.5734405518;1;12.0;19.0;9;22.0;
41;3;18.0;16.8999996185;6;38.7928085327;1;12.0;20.0;10;22.0;
42;3;19.0;16.5;7;38.9930443764;1;12.0;21.0;11;22.0;
43;3;19.8735580444;17.9324741364;7;39.1235535145;2;12.0;22.0;9;50.75;
44;3;19.2106246948;19.9324741364;7;39.1671074629;2;13.0;23.0;10;52.7625007629;
45;3;18.8735580444;21.9324741364;7;39.211841464;2;14.0;24.0;10;54.2967796326;
46;3;19.3635520935;23.9324741364;7;39.2577478886;2;15.0;25.0;11;55.4120597839;
47;3;20.377325058;25.9324741364;8;39.3048160076;2;16.0;26.0;11;56.1932144165;
48;3;21.0;27.9324741364;7;39.3530313969;2;17.0;27.0;12;56.725528717;
49;3;22.4059104919;28.5;6;39.4023760557;2;18.0;28.0;12;56.75;
50;3;23.4207134247;29.5;7;39.4528282881;2;19.0;29.0;13;56.75;
51;3;23.5;31.0811309814;7;39.5043625832;2;20.0;30.0;13;56.75;
52;3;23.5;32.1017456055;8;39.5569496155;2;22.0;28.0;14;56.75;
53;3;23.9670848846;32.5;8;39.6105561256;2;22.0;29.0;15;56.75;
54;3;24.9831676483;30.5;8;39.6651450396;2;23.0;30.0;15;56.75;
55;3;23.5;32.1660575867;9;39.72067523;2;25.0;29.0;15;56.75;
56;4;23.5;33.1882705688;8;39.7771017551;2;26.4249992371;29.0;16;56.75;
57;4;25.0331306458;30.5;8;39.8343759775;2;27.4249992371;29.0;17;56.75;
58;4;24.0503120422;31.5;9;39.8924454451;2;28.4249992371;29.0;17;56.75;
59;4;24.0677337646;32.5;9;39.9512542486;2;29.375;29.0;18;56.75;
60;4;24.5;31.2805023193;9;40.0107431412;2;29.375;28.0;19;56.75;
