Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;4;17.0;
3;1;9.0;10.0;5;20.0;1;7.55000019073;11.3000001907;4;17.0;
4;1;9.0;10.0;5;20.0;1;7.55000019073;10.3000001907;3;17.0;
5;1;10.0;10.0;5;20.0;1;7.55000019073;9.30000019073;3;17.0;
6;1;11.0;10.0;5;20.0;1;8.55000019073;8.5;3;17.0;
7;1;11.0;10.0;5;20.3999996185;1;8.82499980927;8.5;3;17.0;
8;1;11.1199998856;10.1999998093;5;20.7264003754;1;8.82499980927;8.5;3;17.0;
9;2;11.5179204941;10.3632001877;4;21.9903717041;1;8.82499980927;8.5;3;17.3400001526;
10;2;11.597111702;10.4951858521;4;23.1719120741;1;8.9015007019;8.67000007629;3;17.6278438568;
11;2;11.9515733719;11.0209560394;3;24.1897815466;1;8.96626472473;8.81392192841;3;17.869726181;
12;2;13.9515733719;11.4571752548;3;25.0591306686;1;9.02068901062;8.93486309052;3;18.786491394;
13;2;15.9515733719;11.8107032776;4;25.8015987873;1;9.22696018219;9.39324569702;3;19.5780620575;
14;2;17.0980739594;12.0916318893;4;26.441321969;1;11.0206890106;9.78903102875;3;20.2480106354;
15;2;18.1581878662;12.3113050461;4;27.0020139217;1;12.0206890106;10.1240053177;3;20.8052330017;
16;2;19.2246494293;12.4808797836;4;27.2842636108;1;13.0206890106;10.4026165009;3;21.2618598938;
17;2;20.2978534698;12.5;4;27.5518820286;1;14.0206890106;10.6309299469;4;21.6314201355;
18;2;21.3781375885;12.5;4;27.8440244198;2;15.0206890106;10.8157100677;3;21.9274635315;
19;2;22.3532066345;12.5;5;28.1613030434;2;16.0206890106;10.9637317657;3;22.0;
20;2;22.4483909607;12.5;5;28.5039470196;2;16.9500007629;11.0;3;22.0;
21;2;22.5511837006;12.5;5;28.871723175;2;16.9500007629;11.0;4;22.0;
22;2;22.6615161896;12.5;5;29.263862133;2;16.9500007629;11.0;4;22.0;
23;2;22.7791595459;12.5;5;29.6789975166;2;16.9500007629;11.0;4;22.0;
24;2;22.9036998749;12.5;5;30.1151270866;2;16.9500007629;11.0;4;22.0;
25;3;21.5;13.5;4;30.5695996284;2;16.9500007629;11.0;4;22.0;
26;3;21.5;13.8923997879;3;31.0391392708;2;16.9500007629;11.0;5;22.0;
