Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;9.0;10.0;5;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;10.0;4;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;10.0;10.0;4;20.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;11.0;10.0;4;20.0;2;8.55000019073;8.89999961853;4;18.0;
7;1;11.0;10.0;4;20.3999996185;2;9.05000019073;8.5;4;18.0225000381;
8;1;11.1199998856;10.1999998093;4;20.7264003754;2;9.05506229401;8.5;4;18.0452762842;
9;1;11.2179203033;10.3632001877;4;20.9903717041;2;9.06018733978;8.5;3;18.4187746048;
10;1;11.2971115112;10.4951858521;4;22.0419120789;2;9.14422512054;8.67000007629;3;18.7408286333;
11;1;11.6125736237;11.0209560394;4;22.9143505096;2;9.21668624878;8.81392192841;3;19.0176254511;
12;2;12.8743057251;11.4571752548;3;24.6214065552;2;9.27896595001;8.93486309052;3;19.9814786911;
13;2;15.6125736237;12.1607036591;4;25.1832637787;2;9.49583244324;9.39324569702;4;20.8215062618;
14;2;17.6125736237;12.4416322708;4;25.6226100922;2;11.3004636765;9.78903102875;4;21.5412740707;
15;2;19.6125736237;12.6613054276;4;25.9617595673;2;13.3004636765;10.6413106918;4;22.1496675014;
16;2;21.6125736237;12.8308801651;4;26.0;2;15.3004636765;10.4026165009;4;22.6588021517;
17;2;22.6125736237;12.8500003815;4;26.0;2;16.3350009918;10.6309299469;4;23.0821874142;
18;2;23.6125736237;12.8500003815;4;26.0;2;17.3471107483;10.8157100677;4;23.4333488941;
19;2;24.5;12.9499998093;5;26.0;2;18.3595123291;10.9637317657;4;23.5622674227;
20;2;24.5;12.9499998093;5;26.0;2;19.3015098572;11.0;4;23.6198797226;
21;2;24.5;12.9499998093;5;26.0;2;19.3144741058;11.0;5;23.6786832809;
22;2;24.5;12.9499998093;5;26.0;2;19.3277053833;11.0;6;23.7386343479;
23;2;24.5;12.9499998093;5;26.0;2;18.9500007629;11.8693170547;7;23.7996841669;
24;2;24.5;12.9499998093;5;26.0;2;18.9500007629;11.8998422623;7;23.8617789745;
25;2;24.5;12.9499998093;6;26.0;2;18.9500007629;11.9308891296;7;23.9248601198;
26;2;24.5;13.1000003815;6;26.0;2;18.9500007629;11.9624300003;7;23.9888644218;
27;2;24.5;13.1000003815;6;26.0;2;18.9500007629;11.9944324493;7;24.0537240505;
28;2;24.5;13.1000003815;6;26.0;3;18.9500007629;12.0268621445;6;24.1193666458;
29;2;24.5;13.1000003815;5;26.0;3;18.9500007629;12.0596828461;6;24.1857161522;
30;2;24.5;13.1000003815;5;26.0;3;19.4417877197;11.0;7;24.2526926994;
31;2;24.5;13.1000003815;5;26.0;3;17.4568557739;12.0;7;24.320212841;
32;2;24.5;13.1000003815;5;26.0;3;16.4720497131;13.0;7;24.3881900311;
33;2;24.5;13.1000003815;5;26.0;3;15.4873437881;14.0;7;24.4565355778;
34;3;24.5;13.1000003815;4;26.0;3;14.5527210236;15.0;7;24.5251579285;
35;3;24.5;13.1000003815;5;26.0;3;14.5681610107;16.0;7;24.5939645767;
36;3;24.5;13.1000003815;5;26.0;3;14.5836420059;17.0;6;24.6628611088;
37;3;24.5;13.1000003815;5;26.0;3;14.5991439819;18.0;6;24.7317531109;
38;3;24.5;13.1000003815;5;26.0;3;14.6146450043;19.0;6;24.800545454;
39;3;24.5;13.1000003815;6;26.0;3;14.6301231384;20.0;7;24.869143486;
40;3;24.5;15.1000003815;6;26.0;3;14.6455574036;21.0;7;24.9374537468;
41;3;24.5;17.1000003815;6;26.0;3;14.6609268188;22.0;7;25.0053837299;
42;3;24.5;19.1000003815;7;26.0;3;14.6762113571;23.0;9;25.0728430748;
43;3;24.5;21.1000003815;7;26.0;3;14.6913890839;24.0;9;25.1397438049;
44;3;24.5;23.1000003815;8;26.0;3;14.7064418793;25.0;9;25.2060003281;
45;3;24.5;23.1000003815;8;26.0;3;14.7213497162;26.0;9;25.2715308666;
46;3;24.5;23.1000003815;8;26.0;3;14.7360944748;27.0;10;25.3362569809;
47;3;24.5;23.1000003815;9;26.0;3;14.7506580353;28.0;10;25.4001042843;
48;4;24.5;23.1000003815;8;26.0;3;14.7650232315;29.0;12;25.4630026817;
49;4;24.5;23.1000003815;8;26.0;3;14.7791757584;30.0;13;25.5248863697;
50;4;24.5;23.1000003815;8;26.0;3;15.7930994034;28.0;13;25.5856945515;
51;4;24.5;23.1000003815;8;26.0;3;14.8067817688;29.0;14;25.6453714371;
52;4;24.5;23.1000003815;8;26.0;3;14.8202085495;30.0;15;25.7038660049;
53;4;24.5;23.1000003815;8;27.0;3;15.8333702087;29.0;15;25.7611327171;
54;4;25.7999992371;23.5;8;27.0199999809;3;16.8462543488;29.0;17;25.8171310425;
55;4;26.7999992371;24.5;8;27.0401959419;3;17.8588542938;29.0;17;25.8718254566;
56;4;27.0340423584;25.5;9;27.0605818033;3;18.8711605072;29.0;18;25.9251859188;
57;4;26.5;27.1000003815;9;28.0811508894;3;19.8331680298;29.0;18;25.9771873951;
58;4;27.5;29.1000003815;10;28.1518964767;3;19.8448677063;28.0;20;26.0278096199;
