Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;9.0;10.0;6;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;10.0;6;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;10.0;10.0;6;20.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;11.0;10.0;6;20.0;1;8.55000019073;8.5;5;17.0;
7;1;11.0;10.0;6;20.3999996185;1;8.82499980927;8.5;5;17.0;
8;2;11.4200000763;10.1999998093;5;21.7264003754;1;8.82499980927;8.5;5;17.0;
9;2;11.5179204941;10.3632001877;5;22.030371666;1;8.82499980927;8.5;5;17.3400001526;
10;2;11.6091117859;10.4951858521;5;23.1334960461;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;11.9400491714;11.0209560394;5;24.0595139265;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;13.9400491714;11.4571752548;4;24.8221657276;2;9.02068901062;9.33486270905;3;19.786491394;
13;2;15.9400482178;11.8107032776;4;25.4416502714;2;9.45196056366;9.39324569702;4;20.6530621052;
14;2;16.6324958801;12.0916318893;4;25.9406644106;2;11.2625637054;9.78903102875;4;21.4028294086;
15;2;16.7821998596;12.3113050461;4;26.3415244818;2;13.2625637054;10.1240053177;4;22.0448752642;
16;2;16.9024562836;12.4808797836;4;26.4435132742;2;15.0206890106;10.8984737396;4;22.5915045738;
17;2;18.8198375702;12.5;4;26.5092867613;2;16.0206890106;11.1627874374;4;23.0564050674;
18;2;19.8395690918;12.5;4;26.5770645142;2;17.3413105011;10.8157100677;4;23.4532663822;
19;2;20.8599033356;12.5;4;26.6468170881;2;18.0206890106;11.5740528107;4;23.6322153807;
20;2;21.8808288574;12.5;4;26.7185060978;2;18.9500007629;11.6528863907;5;23.7443124056;
21;2;22.0155525208;12.5;6;26.7920838594;2;18.9500007629;11.697725296;3;23.8621526957;
22;2;22.0376243591;12.5;6;26.8674932718;2;18.9500007629;11.7448606491;3;23.9857594967;
23;2;22.0602474213;12.5;6;26.9446675777;2;18.9500007629;11.9928798676;3;24.1151165962;
24;2;22.0834007263;12.5;5;27.0235302448;2;18.9500007629;12.0575580597;4;24.2501642704;
25;2;22.1070594788;12.5;3;27.1039953232;2;19.456287384;11.0;3;24.3907959461;
26;2;22.1311988831;12.5;5;27.1859669685;2;18.9500007629;12.0;3;24.5368545055;
27;2;22.155790329;12.5;5;27.2693405151;2;18.9500007629;12.2684268951;3;24.6881308556;
28;2;21.5;13.4077358246;5;27.3540019989;2;18.9500007629;12.3440656662;4;24.8443615437;
29;3;22.206199646;12.5;4;27.4398288727;2;18.9500007629;12.4221811295;4;25.005228281;
30;3;20.2319488525;13.5;4;27.5266909599;2;18.9500007629;12.5026140213;4;25.1703586578;
31;3;19.2580070496;14.5;4;27.6144506931;2;17.6633319855;12.0;4;25.3393273354;
32;3;18.2843360901;15.5;6;27.7029643059;2;16.7013492584;13.0;4;25.5116591454;
33;3;17.3108901978;16.5;6;27.7920820713;2;15.7401237488;14.0;4;25.6868326664;
34;3;16.3376235962;17.5;6;27.8816497326;2;14.8295373917;15.0;4;25.8642861843;
35;3;15.3644943237;18.5;7;27.9715096951;2;14.8694648743;16.0;4;26.0434236526;
36;3;14.8914527893;19.5;7;28.061501503;2;14.9097709656;17.0;4;26.2236218452;
37;3;14.9184503555;20.5;7;28.151463747;2;14.9503154755;18.0;4;26.4042396545;
38;3;14.9454393387;21.5;8;28.2412343025;2;14.9909534454;19.0;5;26.5846266747;
39;3;15.0;20.5;9;28.3306524754;2;15.0315408707;20.0;5;26.7641320229;
40;3;14.9991960526;20.5;10;28.4195592403;2;15.0719299316;21.0;7;26.9421138763;
41;3;15.0258674622;21.5;10;28.5077989101;2;15.1119756699;22.0;7;27.1179485321;
42;3;15.0;20.5;10;28.5952203274;2;15.1515388489;23.0;7;27.2910404205;
43;3;15.0;20.5;9;28.6816773415;2;15.1904840469;24.0;7;27.4608278275;
44;3;15.1045036316;21.5;9;28.7670304775;2;15.2286863327;25.0;8;27.626791954;
45;3;15.0;20.5;10;28.8511471748;2;14.0;27.0;8;27.7884612083;
46;3;15.0;20.5;10;28.9339027405;2;14.0;29.0;9;27.9454174042;
47;3;15.0;19.5;10;29.0151810646;2;14.0;31.0;10;28.0972981453;
48;3;17.0;19.5;10;29.0948753357;2;14.0;33.0;11;28.2437982559;
49;3;18.2284622192;20.5;10;29.1728878021;2;14.0;35.0;11;28.3846707344;
50;3;19.251865387;21.5;11;29.2491312027;3;15.0;33.7462043762;10;28.5197277069;
51;3;19.0;22.5;12;29.323527813;3;14.0;34.8677558899;11;28.6488361359;
52;3;21.0;22.5;12;29.3960103989;3;14.0;35.9839515686;13;28.7719168663;
53;3;21.0;23.5;12;29.46652174;3;15.0;34.0947265625;13;28.888941288;
54;3;22.5;22.5;12;29.5350151062;3;16.0;32.0;14;28.9999260902;
55;3;22.8605041504;22.5;13;29.6014523506;3;17.0;31.0;15;29.104929924;
56;3;22.8804359436;22.5;13;29.6658058167;3;18.0;30.0;16;29.2040486336;
57;3;21.5;23.5;13;29.7280569077;3;18.9500007629;29.0;16;29.2974095345;
