Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;9.0;10.0;6;20.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;9.0;10.0;6;20.0;1;7.55000019073;10.3000001907;5;17.0;
5;1;10.0;10.0;6;20.0;1;7.55000019073;9.30000019073;5;17.0;
6;1;11.0;10.0;5;20.0;1;8.55000019073;8.5;5;17.0;
7;1;11.0;10.0;5;20.3999996185;1;8.82499980927;8.5;5;17.0;
8;2;11.4200000763;10.1999998093;4;21.7264003754;1;8.82499980927;8.5;5;17.0;
9;2;11.5179204941;10.3632001877;4;21.9903717041;1;8.82499980927;8.5;5;17.3400001526;
10;2;11.597111702;10.4951858521;4;23.0819120407;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;11.9245738983;11.0209560394;4;23.99553442;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;13.9245738983;11.4571752548;4;24.7449600697;1;9.02068901062;8.93486309052;5;18.786491394;
13;2;15.9245738983;11.8107032776;4;25.3503712416;2;9.22696018219;9.79324531555;4;20.5780620575;
14;2;16.6051120758;12.0916318893;4;25.8344515562;2;11.2456893921;9.78903102875;4;21.3555105925;
15;2;16.7503356934;12.3113050461;4;26.2195074558;2;13.2456893921;10.1240053177;4;22.0305986404;
16;2;16.865852356;12.4808797836;4;26.3048160076;2;15.0206890106;10.8927631378;4;22.6161907911;
17;2;18.7782287598;12.5;4;26.3530313969;2;16.0206890106;11.172662735;4;23.1265428066;
18;2;19.7926940918;12.5;4;26.4023760557;2;17.3570919037;10.8157100677;4;23.5759092569;
19;2;20.8074970245;12.5;4;26.4528282881;2;18.3915901184;10.9637317657;4;23.8149644136;
20;2;21.8226318359;12.5;4;26.5043625832;2;19.3583679199;11.0;4;23.9952818155;
21;2;21.9513092041;12.5;6;26.5569496155;2;19.3989391327;11.0;5;24.1899158955;
22;2;21.9670848846;12.5;6;26.6105561256;2;19.4427318573;11.0;5;24.399273634;
23;2;21.9831676483;12.5;6;26.6651450396;2;18.9500007629;12.0;5;24.6236231327;
24;2;21.9995441437;12.5;7;26.72067523;2;18.9500007629;12.3118114471;5;24.8630647659;
25;3;22.0162029266;12.5;6;26.7771017551;2;18.9500007629;12.4315319061;5;25.1175034046;
26;3;21.5;12.5;6;26.8343759775;2;19.6514396667;11.0;5;25.3866217136;
27;3;22.0503120422;12.5;6;26.8924454451;2;19.7119903564;11.0;5;25.6698577404;
28;3;22.0677337646;12.5;6;26.9512542486;2;18.9500007629;12.0;6;25.9663875103;
29;3;22.0853767395;12.5;6;27.0107431412;2;18.9500007629;12.9831933975;7;26.2751159668;
30;3;21.5;13.3042974472;6;27.0708494186;3;18.9500007629;13.1375579834;6;26.5946760178;
31;4;22.1212539673;12.5;4;44.3815076351;3;17.9500007629;12.1375579834;6;26.9234399796;
32;4;23.1394519806;13.5;4;45.3051490784;3;17.0577754974;13.0;6;27.2595415115;
33;4;24.1577949524;14.5;4;46.1161093712;3;16.133398056;14.0;6;27.6009097099;
34;4;23.5;16.4016819;4;46.8170642853;3;14.0;16.0;8;27.9453148842;
35;4;24.1948299408;16.5;4;47.4153151512;3;14.0;18.0;8;28.2904214859;
36;4;24.2134780884;17.5;4;47.9210758209;3;14.0;20.0;9;28.633852005;
37;4;23.5;19.4762458801;5;48.3459501266;4;14.0;22.0;8;40.4732499123;
38;4;24.2509231567;19.5;5;48.7017354965;4;15.0;24.0;8;41.2663445473;
39;4;23.5;21.5;6;48.878036499;4;16.0;26.0;8;42.0143971443;
40;4;23.5;22.5512142181;5;48.940372467;5;17.0;27.8679122925;7;42.7146601677;
41;4;23.5;23.5761489868;5;49.0025100708;5;18.0;29.150800705;8;43.3656425476;
42;4;25.3257522583;23.5761489868;5;49.0643725395;5;19.0;30.4228649139;8;43.9669742584;
43;4;26.3443107605;24.5761489868;5;49.1258842945;5;20.0;31.6828403473;9;44.5192403793;
44;4;27.3627662659;25.5761489868;5;49.186971426;5;20.1125297546;32.9297294617;9;45.0238027573;
45;4;28.3810920715;26.5;5;50.2475619316;5;20.1862068176;34.1627998352;9;45.4826192856;
46;4;30.399269104;28.5;5;50.3575861454;5;20.2509250641;35.3815803528;10;45.8980789185;
47;4;32.4172744751;29.5;5;50.468952179;5;20.3074741364;36.585849762;10;46.2506799698;
48;4;33.1406860352;30.5;6;50.581620574;5;20.3500003815;37.7756118774;10;47.4456272125;
49;4;33.1744842529;31.5;6;50.6955500841;5;21.3500003815;38.9510650635;11;47.6825829744;
50;4;33.2086639404;32.5;6;50.8106968403;6;24.3500003815;36.9510650635;11;47.9073052406;
51;4;33.2432098389;32.5;7;50.9270143509;6;26.3500003815;36.9510650635;12;48.1205259562;
52;5;33.2781066895;32.5;6;51.0444532633;6;28.0531673431;37.0;12;48.3230555058;
53;5;33.3133354187;32.5;6;51.1629601717;6;29.1036682129;38.0;13;48.5157532692;
54;5;33.3488883972;32.5;6;51.2824782133;7;30.1021709442;39.0;13;48.6364723444;
55;5;33.3847427368;32.5;6;51.402946353;7;28.1236114502;39.0;13;48.7108361721;
56;5;33.4208831787;32.5;6;51.5242986679;7;27.7382526398;39.0;15;48.78810215;
