Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;9.0;10.0;5;20.0;2;7.55000019073;11.6999998093;4;18.0;
4;1;9.0;10.0;5;20.0;2;7.7000002861;10.3000001907;4;18.0674999952;
5;2;10.3000001907;10.0;4;21.0;2;7.71012496948;9.30000019073;4;18.1388356686;
6;2;11.3000001907;10.0;4;21.0599999428;2;8.80623817444;8.5;4;18.2141259909;
7;2;11.3179998398;10.0;4;21.5335636139;2;9.09817790985;8.5;4;18.293479681;
8;2;11.4600687027;10.1999998093;4;21.9377998114;2;9.1160326004;8.5;4;18.3769934177;
9;2;11.5813398361;10.3632001877;4;22.2840082645;2;9.13482284546;8.5;4;18.8185193539;
10;2;11.6852025986;10.4951858521;4;23.4481773376;2;9.234167099;8.67000007629;4;19.2138732672;
11;2;12.034453392;11.0209560394;4;24.4414664507;2;9.32312107086;8.81392192841;4;19.5693782568;
12;2;14.034453392;11.4571752548;4;25.2779132128;2;9.40311050415;8.93486309052;4;20.6569644213;
13;2;16.0344524384;11.8107032776;5;25.9779809713;2;9.64781665802;9.39324569702;5;21.6333289146;
14;2;17.1509895325;12.0916318893;5;26.5645889044;2;11.4831237793;9.78903102875;5;22.502530098;
15;2;18.1951675415;12.3113050461;5;27.060223341;2;13.4831237793;10.1240053177;5;23.273829937;
16;2;19.2421131134;12.4808797836;5;27.2642745972;2;15.4831237793;10.4026165009;5;23.959577322;
17;2;20.2918567657;12.5;5;27.439432621;2;16.6276760101;10.6309299469;5;24.5733425617;
18;2;21.3444023132;12.5;5;27.6238675117;2;17.6826210022;10.8157100677;5;25.1285128593;
19;2;22.2871608734;12.5;6;27.8174073696;2;18.7409248352;10.9637317657;5;25.4747054577;
20;2;22.3452224731;12.5;6;28.0197701454;2;19.7318096161;11.0;5;25.7622475624;
21;2;22.4059314728;12.5;6;28.2305569649;2;19.7965068817;11.0;6;26.062766552;
22;3;22.4691677094;12.5;5;28.4492475986;2;19.8641242981;11.0;6;26.3750810623;
23;3;22.5347747803;12.5;5;28.6751992702;2;18.9500007629;12.0;6;26.6977396011;
24;3;22.6025600433;12.5;5;28.907648325;2;19.9500007629;11.0;6;27.0290365219;
25;3;22.6722946167;12.5;6;29.1457161903;2;18.9500007629;12.0;6;27.3670363426;
26;3;22.7437152863;12.5;6;29.3884181976;2;18.9500007629;13.0;7;27.7096123695;
27;3;21.5;13.5;6;29.634677887;3;18.9500007629;13.8548059464;6;28.0544948578;
28;4;21.5;14.3538713455;5;29.8833432198;3;18.9500007629;14.0272474289;6;28.3993287086;
29;4;22.5;12.5;5;30.1332073212;3;18.9500007629;14.1996641159;6;28.7417359352;
30;4;23.0399627686;12.5;5;30.3830299377;3;18.9500007629;14.3708677292;6;29.0793800354;
31;4;23.1149101257;12.5;5;31.6315627098;3;16.9500007629;16.3708686829;6;29.4100308418;
32;4;22.1894683838;13.5;5;31.9075739384;3;15.9500007629;18.3708686829;6;29.7316241264;
33;4;22.2632713318;14.5;5;32.1804635525;3;14.9500007629;20.3708686829;6;30.042309761;
34;4;21.6541385651;15.5;5;32.4490973949;3;14.0;22.238079071;7;30.3404941559;
35;4;20.8275299072;14.5;5;32.7124249935;3;14.0;23.506444931;7;30.6248636246;
36;4;21.8370552063;14.5;5;32.9694966078;3;14.0;24.7623767853;7;30.894402504;
37;4;22.5;15.6877985001;5;34.219476819;3;14.0;26.0049629211;7;31.14839077;
38;4;24.8566131592;15.7123069763;5;34.5016546249;3;14.0;27.2335510254;8;31.3863964081;
39;4;25.8666381836;15.3958110809;5;34.7766330242;3;14.0;28.4477577209;8;31.608253479;
40;4;25.201177597;14.3958110809;5;35.0439629555;3;14.0;29.6474266052;8;31.8140382767;
41;4;27.2242279053;18.3958110809;5;35.3033217192;3;14.0;30.8326339722;9;32.0040340424;
42;4;28.5909957886;22.3958110809;6;35.554505825;3;14.0;32.0036315918;10;32.1787014008;
43;4;28.6663513184;26.3958110809;6;35.7974226475;3;14.0;33.1608314514;11;32.3386392593;
44;4;28.7392272949;30.3958110809;8;36.0320811272;3;15.0;31.304775238;12;32.4845542908;
45;4;28.8096237183;32.5;8;36.2585780621;3;15.0;30.304775238;12;32.6172304153;
46;4;28.8775730133;32.5;9;36.4770863056;3;16.0;30.304775238;13;32.7374992371;
47;4;28.9431266785;32.5;10;36.6878404617;3;16.4159374237;30.304775238;14;32.75;
48;4;29.0063514709;32.5;11;36.8911255598;3;15.4159374237;29.304775238;14;32.75;
49;4;29.0673370361;32.5;11;37.0872637033;3;16.0;29.304775238;15;32.75;
50;4;29.1261787415;32.5;11;37.2700946331;3;17.0;29.304775238;15;32.75;
51;4;29.1810283661;32.5;12;37.363524437;3;18.0;29.304775238;16;32.75;
52;5;29.2090568542;32.5;12;37.4581449032;3;18.9500007629;29.304775238;16;32.75;
53;5;28.2000007629;32.5;13;37.5538822412;3;18.9500007629;29.304775238;17;32.75;
54;5;29.2661647797;32.5;13;37.6506582499;3;18.9500007629;29.304775238;18;32.75;
55;5;29.2951965332;32.5;14;37.7483901978;3;18.9500007629;29.304775238;19;32.75;
56;5;29.3245162964;32.5;14;37.846991539;3;18.9500007629;30.304775238;19;32.75;
