Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;9.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;9.0;10.0;5;20.0;1;7.0;12.3000001907;4;17.0;
3;1;9.0;10.0;6;20.0;1;7.55000019073;11.3000001907;4;17.0;
4;1;9.0;10.0;6;20.0;1;7.55000019073;10.3000001907;4;17.0;
5;1;10.0;10.0;6;20.0;1;7.55000019073;9.30000019073;4;17.0;
6;1;11.0;10.0;6;20.0;1;8.55000019073;8.5;4;17.0;
7;1;11.0;10.0;6;20.3999996185;1;8.82499980927;8.5;4;17.0;
8;2;11.4200000763;10.1999998093;5;21.7264003754;1;8.82499980927;8.5;4;17.0;
9;2;11.5179204941;10.3632001877;5;22.0903717279;1;8.82499980927;8.5;4;17.3400001526;
10;2;11.6271114349;10.4951858521;5;23.2838120461;1;8.9015007019;8.67000007629;4;17.6278438568;
11;2;11.9851436615;11.0209560394;5;24.3146933317;1;8.96626472473;8.81392192841;4;17.869726181;
12;2;13.9851436615;11.4571752548;5;25.1981878281;1;9.02068901062;8.93486309052;4;18.786491394;
13;2;15.9851436615;11.8107032776;4;25.9559320211;1;9.22696018219;9.39324569702;4;19.5780620575;
14;2;16.7867794037;12.0916318893;4;26.6120283604;1;11.0206890106;9.78903102875;4;20.2480106354;
15;2;16.9836082458;12.3113050461;4;27.1901185513;1;12.0206890106;10.1240053177;4;20.8052330017;
16;2;17.1570358276;12.4808797836;4;27.4906733036;1;13.0206890106;10.4026165009;4;21.2618598938;
17;2;19.1339855194;12.5;4;27.7773330212;1;14.0206890106;10.6309299469;5;21.6314201355;
18;2;20.2199840546;12.5;4;28.0890238285;2;15.0206890106;10.8157100677;4;21.9274635315;
19;2;21.3134918213;12.5;4;28.4260663986;2;16.0206890106;10.9637317657;3;22.0;
20;2;22.414604187;12.5;4;28.788336277;2;16.9500007629;11.0;3;22.0;
21;2;22.6365013123;12.5;4;29.1751885414;2;16.9500007629;11.0;4;22.0;
22;2;22.7525558472;12.5;4;29.585392952;2;16.9500007629;11.0;4;22.0;
23;2;22.875617981;12.5;4;30.0170898438;2;16.9500007629;11.0;4;22.0;
24;2;23.0051269531;12.5;4;30.4677705765;2;16.9500007629;11.0;4;22.0;
25;2;23.1403312683;12.5;5;30.9342932701;2;16.9500007629;11.0;4;22.0;
26;2;23.2802886963;12.5;4;31.4129357338;2;16.9500007629;11.0;4;22.0;
