Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;4;20.0;2;7.0;13.3000001907;4;21.0;
3;1;9.0;10.0;4;20.0;2;8.30000019073;12.0;4;21.0900000334;
4;1;9.0;10.0;4;20.0;2;9.32699966431;11.0;4;21.1871190071;
5;1;10.0;10.0;4;20.0;2;10.3561353683;10.0;4;21.2917383909;
6;1;11.0;10.0;4;20.0;2;11.5812826157;10.0;4;21.4042263031;
7;2;11.3000001907;10.0;3;21.3999996185;2;12.631901741;10.0;4;21.5249304771;
8;2;11.4200000763;10.1999998093;3;21.8264003992;2;13.6862182617;10.0;4;22.0694183111;
9;2;11.5479202271;10.3632001877;3;22.1992716789;2;14.7512378693;10.1999998093;4;22.5515855551;
10;2;11.659781456;10.4951858521;3;23.4054436684;2;15.1482124329;10.3632001877;4;23.8668255806;
11;2;12.0216331482;11.0209560394;3;24.4501843452;2;15.7400722504;10.9097137451;4;25.0237190723;
12;2;14.0216331482;11.4571752548;3;25.3486692905;2;16.2606735229;11.3658018112;4;26.0350353718;
13;2;16.0216331482;11.8107032776;3;26.1225088835;2;18.850194931;11.7372808456;4;26.9207777977;
14;2;17.1943473816;12.0916318893;3;26.7957427502;2;20.850194931;12.0336990356;4;27.703961134;
15;2;18.2645130157;12.3113050461;3;27.3919057846;2;22.2458877563;12.2662630081;4;28.4073903561;
16;2;19.3416175842;12.4808797836;4;27.7113106251;2;23.400428772;12.446267128;4;28.8833937645;
17;3;20.4259662628;12.5;3;28.0173821449;2;24.5662689209;12.5;4;29.2762613297;
18;3;21.5177879333;12.5;3;28.3487696648;2;25.7430610657;12.5;5;29.692073822;
19;3;22.5046310425;12.5;3;28.7054548264;2;26.9301757812;12.5;5;30.1288084984;
