Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;9.0;10.0;4;20.0;2;6.0;14.3000001907;3;21.0;
2;1;9.0;10.0;4;20.0;2;7.30000019073;13.0;3;21.0900000334;
3;1;9.0;10.0;4;20.0;2;8.32699966431;12.0;3;21.1871190071;
4;1;9.0;10.0;3;20.0;2;9.35613536835;11.0;2;21.2917383909;
5;1;10.0;10.0;3;20.0;2;10.3875217438;10.0;2;21.4042263031;
6;1;11.0;10.0;3;20.0;2;11.631901741;10.0;2;21.5249304771;
7;1;11.0;10.0;3;20.3999996185;2;12.6862182617;10.0;2;21.6541694403;
8;2;11.4200000763;10.1999998093;2;21.7264003754;2;13.7443761826;10.0;2;22.2087649107;
9;2;11.5179204941;10.3632001877;2;21.9903717041;2;14.8139448166;10.1999998093;2;22.7014135122;
10;2;11.597111702;10.4951858521;2;23.0819120407;2;15.2156352997;10.3632001877;2;24.0319356918;
11;2;11.9245738983;11.0209560394;2;23.99553442;2;15.814371109;10.9097137451;2;25.2049109936;
12;2;13.9245738983;11.4571752548;2;24.7449600697;2;16.3422107697;11.3658018112;2;26.2329595089;
13;2;15.9245738983;11.8107032776;3;25.3503712416;2;18.9317321777;11.7372808456;3;27.1358840466;
14;2;16.9627056122;12.0916318893;3;25.8344515562;2;20.9317321777;12.0336990356;3;27.9364440441;
15;2;17.9761257172;12.3113050461;3;26.2195074558;2;22.3505058289;12.2662630081;3;28.6571342945;
16;2;18.9898986816;12.4808797836;3;26.3048160076;2;23.5128135681;12.446267128;3;29.1499218941;
17;2;20.0040187836;12.5;3;26.3530313969;2;24.6862068176;12.5;3;29.5586924553;
18;2;21.0184822083;12.5;3;26.4023760557;2;25.8701553345;12.5;3;29.9890928268;
19;2;21.9207134247;12.5;4;26.4528282881;2;27.063835144;12.5;3;30.4386553764;
20;2;21.9358482361;12.5;4;26.5043625832;2;27.6973953247;12.5;2;30.9042773247;
21;2;21.9513092041;12.5;4;26.5569496155;2;27.9069252014;12.5;2;31.3822712898;
22;2;21.9670848846;12.5;4;26.6105561256;2;28.1220207214;12.5;2;31.86845541;
23;3;21.9831676483;12.5;3;26.6651450396;2;28.3408050537;12.5;2;32.3582825661;
24;3;21.5;12.5;3;26.72067523;2;26.3408050537;13.5;3;32.8469986916;
25;3;22.0162029266;12.5;4;26.7771017551;2;27.3408050537;12.5;3;33.3298244476;
26;3;22.0331306458;12.5;4;26.8343759775;2;28.3408050537;12.5;3;33.8021402359;
27;3;21.5;13.2337503433;4;26.8924454451;2;26.3408050537;13.5;3;34.2596635818;
28;3;22.0677337646;12.5;4;26.9512542486;2;25.3408050537;14.5;3;34.6986026764;
29;3;22.0853767395;12.5;5;27.0107431412;2;26.3408050537;12.5;3;35.1157779694;
30;3;21.5;13.3042974472;5;27.0708494186;2;27.3408050537;12.5;3;35.5086975098;
31;3;22.1212539673;12.5;5;27.1315076351;2;25.3408050537;13.5;3;35.8755874634;
32;3;21.5;13.3526029587;5;27.1926498413;3;26.25;15.1999998093;2;37.215385437;
33;3;22.1577949524;12.5;5;27.2542052269;3;26.25;13.5;2;37.5476908684;
34;3;21.5;13.4016819;5;27.3161010742;3;26.7089996338;13.5;2;37.8528866768;
35;3;22.1948299408;12.5;5;27.3782629967;3;28.25;13.2281370163;2;38.1316524744;
36;3;22.2134780884;12.5;6;27.4406147003;3;29.25;13.2424068451;2;38.3850640059;
37;3;22.2321853638;12.5;6;27.5030794144;3;30.7365188599;16.2424068451;2;38.6144945621;
38;3;22.2509231567;12.5;6;28.5655794144;3;31.7458534241;19.2424068451;3;38.8215221167;
39;3;23.2696743011;12.8999996185;6;28.6680364609;3;32.7552642822;22.2424068451;3;39.0078463554;
40;3;23.5;13.5;8;28.7715563774;3;33.5535316467;25.2424068451;3;39.1651208401;
41;3;24.3071117401;12.9324731827;8;28.8760635853;3;33.6243019104;27.5;3;39.1864993572;
42;3;24.6628189087;15.9324731827;9;28.9814800024;3;33.6339225769;27.5;4;39.2080165148;
43;3;24.694442749;18.9324741364;9;29.0877257586;3;33.6436080933;27.5;4;39.2296639681;
44;4;24.7263183594;21.9324741364;7;39.1947193146;3;33.6533470154;27.5;4;39.2514331341;
45;4;25.7584171295;25.9324741364;7;39.7023775578;3;33.0999984741;28.3760032654;6;39.2733153105;
46;4;26.7907142639;29.5;7;40.1850173473;3;33.0999984741;28.3913211823;7;39.2953014374;
47;4;26.823184967;30.5;7;40.641291976;3;33.6828842163;27.5;7;39.3173824549;
48;4;26.8558063507;31.5;7;41.0705336332;3;33.0999984741;28.4221687317;7;39.3395489454;
49;4;26.8885498047;32.5;8;41.4726862907;3;33.702796936;27.5;7;39.3617914915;
50;4;26.9213905334;32.5;8;41.8482158184;3;33.7128067017;27.5;8;39.3841004372;
51;4;26.9543018341;32.5;8;42.198015213;3;33.7228431702;27.5;8;39.4064661264;
52;4;26.9872589111;32.5;8;42.523303628;3;33.7329101562;27.5;8;39.428878665;
53;5;27.0202331543;32.5;7;42.8255283833;3;33.0999984741;28.5;8;39.4513280392;
54;5;27.0531997681;32.5;7;43.1062815189;3;33.0999984741;28.5159301758;8;39.4738043547;
55;5;27.0861320496;32.5;8;43.3672267199;3;33.7632102966;27.5;9;40.886297822;
56;7;28.1190032959;33.5;6;66.2559636831;3;31.5500011444;30.0;9;42.0382771492;
