Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;4;20.0;1;9.0;11.0;6;20.0;
5;1;10.0;10.0;4;20.0;1;10.0;10.0;5;20.0;
6;1;11.0;10.0;4;20.0;1;11.0;10.0;5;20.0;
7;2;11.3000001907;10.0;3;21.3999996185;2;12.0;10.3000001907;4;21.0;
8;2;11.4200000763;10.1999998093;3;21.7964004278;2;13.4499998093;10.0;4;21.469999671;
9;2;11.5389204025;10.3632001877;3;22.1345227957;2;14.4814996719;10.1999998093;4;21.8705514669;
10;2;11.6403570175;10.4951858521;3;23.2873874903;2;14.8417472839;10.3632001877;4;23.0649029016;
11;2;11.9862165451;11.0209560394;3;24.268861413;2;15.3792066574;10.9097137451;3;24.0861145258;
12;2;13.9862165451;11.4571752548;3;25.093021512;2;15.8387517929;11.3658018112;3;24.9461766481;
13;2;15.9862165451;11.8107032776;3;25.7803837061;2;18.4282722473;11.7372808456;3;25.6645179987;
14;2;17.091709137;12.0916318893;2;26.3539340496;2;20.4282722473;12.0336990356;3;26.2638499737;
15;2;18.1319713593;12.3113050461;2;26.8362411261;2;21.5978393555;12.2662630081;3;26.7670158148;
16;2;19.1749191284;12.4808797836;2;27.0267930031;2;22.6622600555;12.446267128;3;27.0267930031;
17;2;20.2206115723;12.5;2;27.1883933544;2;23.7308006287;12.5;3;27.1883933544;
18;2;21.2690925598;12.5;3;27.3593420982;2;23.8187427521;12.5;4;27.3593420982;
19;3;22.2078018188;12.5;2;27.5396113396;2;25.8187427521;12.5;4;27.5396113396;
20;3;22.261882782;12.5;3;27.7290761471;2;26.3928260803;12.5;4;27.7290761471;
21;3;22.3187217712;12.5;3;27.9275052547;2;26.4780845642;12.5;4;27.9275052547;
22;3;22.3782520294;12.5;3;28.1345529556;2;26.5673770905;12.5;4;28.1345529556;
23;3;22.4403648376;12.5;3;28.3497540951;3;26.6605491638;12.5;4;28.3497540951;
24;3;22.5049266815;12.5;3;28.5725209713;4;26.7573890686;12.5;3;28.5725209713;
25;3;21.5;13.3931303024;3;28.8021440506;4;25.25;13.5;4;28.8021440506;
26;3;19.5;14.4505357742;3;29.0377955437;4;24.25;13.5;4;29.0377955437;
27;3;19.5;14.5;4;29.2785372734;4;24.25;13.5;4;29.2785372734;
28;3;18.7835617065;15.5;5;29.523332119;4;25.25;14.5;4;29.523332119;
29;3;17.857000351;16.5;5;29.7710599899;4;24.25;13.5;4;29.7710599899;
30;3;16.9313182831;17.5;6;30.0205359459;4;24.25;13.5;4;30.0205359459;
31;3;14.5;19.5;7;30.2705316544;4;25.25;14.5;4;30.2705316544;
32;3;14.0;21.5;7;30.5197997093;4;24.25;13.5;4;31.5197997093;
33;4;14.0;22.7079200745;6;30.76709795;4;25.25;14.5;4;31.7870979309;
34;4;14.0;23.8068389893;6;31.0112137794;4;25.8451938629;15.5;4;32.0514097214;
35;4;15.0;21.9044857025;7;31.2509884834;4;25.9550457001;16.5;4;32.3115702868;
36;4;14.0;23.0003948212;7;31.4853386879;4;26.0629444122;17.5;7;32.5664895773;
37;4;14.0;24.0941352844;7;31.7132763863;5;26.1684036255;18.5;4;37.0651729107;
38;4;15.0;22.1853103638;7;31.9339232445;5;28.2709751129;20.5;4;37.4342349768;
