Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;7.0;13.0;4;20.0;
3;1;9.0;10.0;3;20.0;1;8.0;12.0;3;20.0;
4;1;9.0;10.0;3;20.0;2;9.0;11.3000001907;2;21.0;
5;1;10.0;10.0;3;20.0;2;10.3000001907;10.0;2;21.0900000334;
6;1;11.0;10.0;3;20.0;2;11.4905004501;10.0;2;21.1871190071;
7;1;11.0;10.0;3;20.3999996185;2;12.5342035294;10.0;2;21.2917383909;
8;2;11.4200000763;10.1999998093;1;21.7264003754;2;13.5812826157;10.0;2;21.817143321;
9;2;11.5179204941;10.3632001877;1;21.9903717041;2;14.637714386;10.1999998093;2;22.2793469429;
10;2;11.597111702;10.4951858521;1;23.0719120502;2;15.0257053375;10.3632001877;2;23.5656701326;
11;2;11.9215736389;11.0209560394;1;23.9749414921;2;15.604552269;10.9097137451;2;24.691826582;
12;2;13.9215736389;11.4571752548;1;24.7131726742;2;16.111322403;11.3658018112;2;25.6707911491;
13;2;15.9215736389;11.8107032776;1;25.3067810535;2;18.700843811;11.7372808456;2;26.5228655338;
14;2;16.94962883;12.0916318893;1;25.7784451246;2;20.700843811;12.0336990356;2;27.2714657784;
15;2;17.9593238831;12.3113050461;1;26.1504684687;2;22.0512657166;12.2662630081;3;27.9399077892;
16;2;18.9691867828;12.4808797836;2;26.2221269608;3;23.1900615692;12.446267128;3;28.3811409473;
17;3;19.9792118073;12.5;2;26.2560760975;3;22.8187427521;12.5;3;28.7401795387;
18;3;20.6125736237;12.5;3;26.2905418873;3;24.8187427521;12.5;2;29.1239151955;
19;3;21.8871631622;12.5;2;26.3255085945;3;26.6745052338;12.5;3;29.5311965942;
20;3;21.8976516724;12.5;2;26.3609591722;3;27.2890396118;12.5;3;29.960246563;
