Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;13.0;4;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;12.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;9.0;11.0;4;20.0;
5;1;10.0;10.0;5;20.0;1;10.0;10.0;4;20.0;
6;1;11.0;10.0;5;20.0;1;11.0;10.0;4;20.0;
7;1;11.0;10.0;5;20.3999996185;1;12.0;10.0;4;20.0;
8;1;11.1199998856;10.1999998093;5;20.7264003754;1;13.0;10.0;4;20.3999996185;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;14.0;10.5;3;21.7264003754;
10;1;11.2971115112;10.4951858521;5;22.0419120789;2;14.7768793106;10.3632001877;3;22.8694274426;
11;2;11.9125738144;11.0209560394;4;23.9143505096;2;15.2912425995;10.9097137451;3;23.8335785866;
12;2;12.1743059158;11.4571752548;4;24.6414065361;2;15.7251110077;11.3658018112;3;24.6305116415;
13;2;14.9125738144;11.8107032776;5;25.2234597206;2;18.3146324158;11.7372808456;3;25.2793427706;
14;2;16.9125728607;12.0916318893;5;25.6831918955;2;20.3146324158;12.0336990356;3;25.8024992943;
15;2;17.9307479858;12.3113050461;5;26.0429104567;2;21.3902301788;12.2662630081;4;26.2225775719;
16;2;18.9369182587;12.4808797836;5;26.1018965244;3;22.417263031;12.446267128;4;26.3921557665;
17;2;19.9431419373;12.5;5;26.1228116751;3;22.8187427521;12.5;4;26.4563041925;
18;2;20.9494171143;12.5;5;26.1438889503;3;24.4740791321;12.5;4;26.5224741697;
19;2;21.8431663513;12.5;6;26.1651208401;3;25.5038566589;12.5;5;26.5906432867;
20;2;21.8495368958;12.5;6;26.1864993572;3;25.9657897949;12.5;5;26.6607804298;
21;2;21.8559494019;12.5;6;26.2080165148;3;25.9973506927;12.5;6;26.7328453064;
22;2;21.8624038696;12.5;6;26.2296639681;3;25.25;12.5;6;26.8067884445;
23;2;21.8688983917;12.5;5;26.2514331341;3;25.25;12.5;6;26.8825509548;
24;2;21.8754291534;12.5;5;26.2733153105;3;25.25;12.5;7;26.9600640535;
25;2;21.5;12.8183288574;6;26.2953014374;3;25.25;12.5;7;27.0392494202;
26;2;21.5;12.8238258362;6;26.3173824549;3;25.25;12.5;7;27.120018959;
27;2;19.8952140808;13.5;7;26.3395489454;3;25.25;12.5;7;27.2022752762;
28;3;18.9018650055;14.5;6;26.3617914915;3;25.25;12.5;6;27.2859115601;
29;3;17.5;15.5;7;26.3841004372;3;25.25;12.5;5;27.3708124161;
30;3;16.9152297974;16.5;7;26.4064661264;3;23.25;13.5;5;27.4568536282;
31;3;15.9219398499;17.5;8;26.428878665;3;22.25;14.5;5;27.5439035892;
32;3;14.9286632538;18.5;8;26.4513280392;3;21.25;15.5;5;27.6318233013;
33;3;14.4353981018;19.5;8;26.4738043547;3;20.25;16.5;5;27.7204678059;
