Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;2;10.0;10.0;3;21.0;1;6.0;14.0;4;20.0;
2;2;11.0;10.0;3;21.0599999428;1;7.0;13.0;4;20.0;
3;2;12.0;10.0;3;21.1229639053;1;8.0;12.0;4;20.0;
4;2;12.2245922089;10.0;3;21.1889609098;2;9.0;11.3000001907;3;21.0;
5;2;13.3566884995;10.0;3;21.2580518723;2;10.3000001907;10.0;3;21.0900000334;
6;2;14.377415657;10.0;3;21.7428686619;2;11.4905004501;10.0;3;21.1871190071;
7;2;14.522860527;10.1999998093;3;22.1586660147;2;12.5342035294;10.0;3;21.2917383909;
8;2;14.647600174;10.3632001877;3;23.3887284994;2;13.5812826157;10.0;3;21.817143321;
9;2;15.0166187286;10.9097137451;3;24.4489006996;2;14.637714386;10.1999998093;3;22.2793469429;
10;2;15.3346700668;11.3658018112;2;25.351270318;2;15.0257053375;10.3632001877;3;23.5656701326;
11;2;17.3346710205;11.7372808456;2;26.1153242588;2;15.604552269;10.9097137451;3;24.691826582;
12;2;19.3346710205;12.0336990356;2;26.7637841702;2;16.111322403;11.3658018112;3;25.6707911491;
13;2;19.819480896;13.047203064;1;27.31944561;2;18.700843811;11.7372808456;3;26.5228655338;
14;2;20.819480896;13.2956857681;1;27.6349725723;2;20.700843811;12.0336990356;3;27.2714657784;
15;2;21.819480896;13.4222402573;1;27.8553886414;2;22.0512657166;12.2662630081;4;27.9399077892;
16;2;22.819480896;13.7849245071;1;28.0879490376;3;23.1900615692;12.446267128;3;28.3811409473;
17;2;23.819480896;13.8895769119;3;28.3322691917;3;24.3402557373;12.5;3;28.7401795387;
18;2;24.5;13.9995212555;3;28.5877785683;3;25.5018234253;12.5;3;29.1239151955;
19;2;24.5;14.1145000458;3;28.8537125587;3;26.6745052338;12.5;3;29.5311965942;
20;2;24.5;14.2341709137;3;29.1291098595;3;27.2890396118;12.5;3;29.960246563;
21;2;24.5;14.3580989838;5;29.4128165245;3;27.4821109772;12.5;3;30.4086403847;
22;2;24.5;14.4857673645;4;29.703496933;3;27.6838874817;12.5;3;30.873316288;
23;2;25.5;12.5;5;29.9996528625;3;27.8929920197;12.5;3;31.3506221771;
24;2;25.9998970032;12.5;5;30.2996492386;3;28.1077804565;12.5;3;31.8364052773;
25;2;24.5;13.5;5;30.6017479897;3;28.3263816833;12.5;3;32.3261375427;
26;2;24.5;14.5;5;30.9041442871;3;28.5467605591;12.5;3;32.815073967;
27;2;24.5;15.5;5;31.205010891;3;28.7667827606;12.5;3;33.2984304428;
28;2;24.5;16.2230072021;5;31.5025405884;3;28.9842948914;12.5;3;33.7715711594;
29;2;24.5;16.4015235901;5;31.7949895859;3;29.1972064972;12.5;3;34.2301864624;
30;2;24.5;16.5769939423;5;32.080719471;3;27.1972064972;13.5;4;34.6704492569;
31;2;24.5;16.7484321594;6;32.3582324982;3;26.1972064972;14.5;5;35.0891361237;
32;2;24.5;16.9149398804;6;32.6262021065;3;25.25;15.5;5;35.4837083817;
33;2;24.5;17.0757217407;7;32.883494854;3;25.25;16.5;5;35.8523464203;
34;2;24.5;17.230096817;8;33.1291847229;3;25.25;17.5;5;36.1939411163;
35;2;24.5;17.3775100708;8;33.3625583649;4;26.25;19.2000007629;4;37.5080499649;
36;3;24.5;17.5175361633;8;33.5831155777;4;27.25;19.5;4;37.8848246336;
37;3;24.5;17.6498699188;9;33.7905597687;4;28.25;19.5;5;38.2420401573;
38;3;25.5;18.5;9;33.9847822189;4;29.7842025757;21.5;5;38.581137538;
39;3;26.5;19.5;10;34.1658449173;4;30.8312835693;23.5;6;38.9038476944;
40;3;27.249753952;20.5;10;34.3339605331;4;31.25;25.5;7;39.2120938301;
41;3;27.3001880646;21.5;10;34.4894676208;4;32.25;27.5;7;39.5078948736;
42;3;27.3468399048;22.5;10;34.6328086853;4;33.778553009;27.5;8;39.7922235727;
43;3;27.3898429871;22.5;10;35.7645072937;4;33.0999984741;28.5;9;39.9393253326;
44;3;28.4293518066;23.5;11;35.9251470566;4;33.972694397;27.5;10;40.0956480503;
45;3;29.4655437469;24.5;12;36.0765357018;4;33.0999984741;28.5;10;40.261295557;
46;3;27.7898979187;26.5;13;36.1235535145;4;34.0999984741;27.5;11;40.4362905025;
