Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;9.0;10.0;3;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;3;20.0;2;9.0;11.3000001907;5;21.0;
5;1;10.0;10.0;3;20.0;2;10.3000001907;10.0;5;21.0299999714;
6;1;11.0;10.0;3;20.0;2;11.4635000229;10.0;5;21.0605909824;
7;1;11.0;10.0;3;20.3999996185;2;12.4772663116;10.0;4;21.091766119;
8;1;11.1199998856;10.1999998093;3;20.7264003754;2;13.4912948608;10.0;4;21.534434557;
9;2;11.5179204941;10.3632001877;2;21.9903717041;2;14.5104961395;10.1999998093;4;21.9046876431;
10;2;11.597111702;10.4951858521;2;23.0719120502;2;14.8571090698;10.3632001877;4;23.0545283556;
11;2;11.9215736389;11.0209560394;2;23.9749414921;2;15.3745384216;10.9097137451;4;24.0255558491;
12;2;13.9215736389;11.4571752548;1;24.7131726742;2;15.8115005493;11.3658018112;4;24.8294079304;
13;2;15.9215736389;11.8107032776;2;25.3067810535;2;18.4010219574;11.7372808456;4;25.4851789474;
14;2;16.94962883;12.0916318893;2;25.7784451246;2;20.4010219574;12.0336990356;4;26.0152727365;
15;2;17.9593238831;12.3113050461;2;26.1504684687;2;21.4859790802;12.2662630081;4;26.4422603846;
16;2;18.9691867828;12.4808797836;2;26.2221269608;2;22.5161190033;12.446267128;3;26.6186932325;
17;2;19.6125736237;12.5;2;26.2560760975;2;23.5471553802;12.5;3;26.6896131039;
18;2;20.989397049;12.5;2;26.2905418873;2;24.5790691376;12.5;4;26.7624419928;
19;2;21.5;12.5;3;26.3255085945;2;25.6118412018;12.5;4;26.8371264935;
20;2;21.5;12.5;3;26.3609591722;2;26.0767059326;12.5;4;26.9136037827;
21;2;21.9082870483;12.5;2;26.3968753815;2;26.1111221313;12.5;4;26.9918012619;
22;2;21.9190635681;12.5;2;26.4332377911;2;26.1463108063;12.5;4;27.0716366768;
23;2;21.9299716949;12.5;2;26.4700255394;2;26.1822357178;12.5;5;27.1530179977;
24;2;21.9410076141;12.5;2;26.5072168112;3;26.2188587189;12.5;4;27.2358441353;
25;3;21.9521656036;12.5;2;26.5447884798;3;25.25;13.5;5;27.3200047016;
26;3;21.5;12.5;2;26.5827163458;4;25.25;14.1240034103;4;27.4053807259;
27;3;19.9748153687;13.5;2;26.6209751368;4;25.25;14.1837663651;4;27.4918448925;
28;3;18.9862918854;14.5;2;26.6595385075;4;26.25;12.5;4;27.5792627335;
29;3;17.9978618622;15.5;2;26.6983793974;4;26.4106674194;12.5;4;27.6674926281;
30;3;17.009513855;16.5;2;26.7374696732;4;24.4503707886;13.5;4;27.7563869953;
31;3;16.0212402344;17.5;2;26.7767804861;4;23.4903736115;14.5;4;27.8457934856;
32;3;15.0330343246;18.5;2;26.8162822723;4;22.5306072235;15.5;4;28.9355556965;
33;3;14.5448846817;19.5;2;26.8559447527;4;22.5709991455;16.5;4;29.1555141211;
34;3;14.5567836761;20.5;2;26.8957372904;4;22.6114807129;17.5;4;29.3909386396;
35;3;14.5687217712;21.5;2;26.9356285334;4;22.2259216309;18.5;5;29.6430983543;
36;3;15.0;20.2742519379;1;26.9755871296;5;21.3393955231;19.5;4;29.9132874012;
37;3;14.0;20.5;2;27.015581131;5;20.4609794617;20.5;4;30.2027941942;
