Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;5;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;11.5179204941;10.3632001877;4;21.9903717041;
10;1;14.8187427521;10.9097137451;5;22.7316036224;2;11.597111702;10.4951858521;4;23.0719120502;
11;1;15.8187427521;11.3658018112;5;23.4745616913;2;11.9215736389;11.0209560394;4;23.9749414921;
12;1;16.8187427521;11.7372808456;4;24.0673980713;2;13.9215736389;11.4571752548;4;24.7131726742;
13;1;17.8187427521;12.0336990356;4;24.5325260162;2;15.9215736389;11.8107032776;5;25.3067810535;
14;1;18.8187427521;12.2662630081;4;24.892534256;2;16.94962883;12.0916318893;5;25.7784451246;
15;1;19.8187427521;12.446267128;4;25.0;2;17.9593238831;12.3113050461;5;26.1504684687;
16;1;20.8187427521;12.5;4;25.0;2;18.9691867828;12.4808797836;5;26.2221269608;
17;1;21.8187427521;12.5;4;25.0;2;19.9792118073;12.5;5;26.2560760975;
18;1;22.8187427521;12.5;5;25.0;2;20.989397049;12.5;4;26.2905418873;
19;1;23.25;12.5;5;25.0;2;21.8871631622;12.5;5;26.3255085945;
