Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;6;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;6;20.0;
7;2;14.4499998093;10.0;4;21.3999996185;1;11.0;10.0;6;20.3999996185;
8;2;14.6300001144;10.1999998093;4;21.8264003992;2;11.4200000763;10.1999998093;5;21.7264003754;
9;2;14.8218793869;10.3632001877;4;23.0613274574;2;11.5179204941;10.3632001877;5;21.9903717041;
10;2;15.3775978088;10.9097137451;4;24.1319464445;2;11.597111702;10.4951858521;5;23.0719120502;
11;2;17.3775978088;11.3658018112;4;25.0513429642;2;11.9215736389;11.0209560394;5;23.9749414921;
12;2;19.3775978088;11.7372808456;4;25.8400663137;2;13.9215736389;11.4571752548;5;24.7131726742;
13;2;20.616443634;12.0336990356;5;26.5219442844;2;15.9215736389;11.8107032776;5;25.3067810535;
14;2;21.7139816284;12.2662630081;5;27.12089324;2;16.5920333862;12.0916318893;5;25.7784451246;
15;2;22.8215045929;12.446267128;5;27.4906733036;2;16.7335338593;12.3113050461;5;26.1504684687;
16;2;23.9395446777;12.5;5;27.7773330212;2;16.8451404572;12.4808797836;5;26.2221269608;
17;2;25.0685424805;12.5;5;28.0890238285;2;18.7534217834;12.5;5;26.2560760975;
18;2;26.2088031769;12.5;5;28.4260663986;2;19.7636070251;12.5;5;26.2905418873;
