Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;6;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;6;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;6;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;1;14.1800003052;10.1999998093;6;20.7264003754;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;14.3268795013;10.3632001877;6;21.8194274902;2;11.5179204941;10.3632001877;4;21.9903717041;
10;1;14.8187427521;10.9097137451;6;22.7316036224;2;11.597111702;10.4951858521;4;23.0919120312;
11;1;15.8187427521;11.3658018112;6;23.4745616913;2;11.927573204;11.0209560394;4;24.0163254738;
12;1;16.8187427521;11.7372808456;6;24.0673980713;2;13.9275741577;11.4571752548;4;24.7773565054;
13;1;17.8187427521;12.0336990356;6;24.5325260162;2;15.9275741577;11.8107032776;5;25.395208478;
14;2;19.0396366119;12.2662630081;5;25.892534256;2;16.9761562347;12.0916318893;5;25.8925833702;
15;2;20.2016410828;12.446267128;5;26.1299999952;2;17.9935646057;12.3113050461;5;26.2918028831;
16;2;20.25;12.5;5;26.2754310369;2;19.0115871429;12.4808797836;5;26.3921557665;
17;2;22.2016410828;12.5;5;26.4377241135;2;20.0302200317;12.5;5;26.4563041925;
18;2;23.2016410828;12.5;5;26.6183350086;2;21.0494651794;12.5;5;26.5224741697;
