Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;5;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;14.3268795013;10.3632001877;5;21.8194274902;1;11.2179203033;10.3632001877;5;20.9903717041;
10;1;14.8187427521;10.9097137451;5;22.7316036224;2;11.597111702;10.4951858521;3;23.0419120789;
11;1;15.8187427521;11.3658018112;5;23.4745616913;2;11.9125738144;11.0209560394;3;24.004350543;
12;1;16.8187427521;11.7372808456;5;24.0673980713;2;12.2013053894;11.4571752548;3;24.8085255623;
13;1;17.8187427521;12.0336990356;6;24.5325260162;2;14.939573288;11.8107032776;4;25.4750021696;
14;1;18.8187427521;12.2662630081;6;24.892534256;2;16.939573288;12.0916318893;4;26.0268363953;
15;1;19.8187427521;12.446267128;6;25.0;2;18.0338420868;12.3113050461;4;26.4866900444;
16;1;20.8187427521;12.5;6;25.0;2;19.0700531006;12.4808797836;4;26.6541694403;
17;1;21.8187427521;12.5;6;25.0;2;20.1088237762;12.5;4;26.7922235727;
18;1;22.8187427521;12.5;6;25.0;2;21.1502399445;12.5;4;26.9393253326;
19;1;23.25;12.5;7;25.0;2;22.0817985535;12.5;5;27.0956480503;
