Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;6;20.0;
6;1;13.0;10.0;4;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;4;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;1;14.1800003052;10.1999998093;4;20.7264003754;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;14.3268795013;10.3632001877;4;21.8194274902;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;15.2687425613;10.9097137451;3;23.7316036224;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;17.268743515;11.3658018112;3;24.5145616531;1;11.6125736237;11.0209560394;3;22.9143505096;
12;2;19.268743515;11.7372808456;3;25.1485819817;1;11.8743057251;11.4571752548;3;23.6214065552;
13;2;20.3052749634;12.0336990356;4;25.6560795307;2;13.8743057251;11.8107032776;2;25.1832637787;
14;2;21.3243408203;12.2662630081;4;26.0596417189;2;15.8743057251;12.0916318893;2;25.6926101446;
15;2;22.3439407349;12.446267128;4;26.211841464;2;16.3867835999;12.3113050461;2;27.0908139944;
16;2;23.3640708923;12.5;4;26.2577478886;2;16.7839984894;12.9733314514;2;28.2209615707;
17;2;24.3847293854;12.5;3;26.3048160076;2;18.3867835999;13.4991846085;2;29.1142121553;
18;2;25.4059104919;12.5;3;26.3530313969;2;19.3867835999;13.9043798447;2;29.8109622002;
