Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
4;2;11.3000001907;10.0;4;21.0;1;9.0;10.0;4;20.0;
5;2;12.0;10.0;4;21.0299999714;1;10.0;10.0;4;20.0;
6;2;13.0;10.0;4;22.0605909824;1;11.0;10.0;5;20.0;
7;2;14.0;10.5;4;23.1523712873;2;11.0;10.0;4;20.3999996185;
8;2;14.9224996567;11.0249996185;4;24.0663131475;2;11.1199998856;10.1999998093;4;20.7264003754;
9;2;15.3144388199;11.4604873657;4;25.7674037218;2;11.2179203033;10.3632001877;4;20.9903717041;
10;2;16.0446014404;12.2717781067;4;27.1895382404;3;11.597111702;10.4951858521;3;23.0419120789;
11;2;18.0446014404;12.9413805008;4;28.3426585197;3;11.9125738144;11.0209560394;3;23.9543504715;
12;2;20.0446014404;13.4742078781;5;29.2571121454;3;12.1863059998;11.4571752548;3;24.7025904655;
13;2;21.0446014404;13.8853845596;5;29.9730012417;3;14.1863059998;11.8107032776;3;25.3068172932;
14;2;22.0446014404;14.1949214935;4;30.5317108631;3;16.1863059998;12.0916318893;3;25.789717555;
15;2;23.0446014404;14.4234819412;4;30.7911430597;3;16.7369155884;12.3113050461;3;26.1736010313;
16;2;24.0446014404;14.5;4;30.9023525715;3;16.8520793915;12.4808797836;3;26.2577478886;
17;2;25.0446014404;14.5;3;31.0183513165;3;18.7641086578;12.5;4;26.3048160076;
18;2;26.0446014404;14.5;3;31.139081955;3;19.7782287598;12.5;4;26.3530313969;
19;2;27.0446014404;14.5;5;31.2644517422;3;20.7926940918;12.5;4;26.4023760557;
20;2;27.0499992371;14.5;5;31.3943305016;3;21.3867835999;12.920712471;4;26.4528282881;
21;2;27.0499992371;14.5;4;31.5285487175;3;21.5;12.9358482361;4;26.5043625832;
