Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;2;10.3000001907;10.0;3;21.0;
6;1;13.0;10.0;5;20.0;2;11.3000001907;10.0;3;21.0900000334;
7;2;14.4499998093;10.0;4;21.3999996185;2;11.3269996643;10.0;2;21.5980186462;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;11.4794054031;10.1999998093;2;22.0418490171;
9;2;14.7768793106;10.3632001877;4;22.8494274616;2;11.6125545502;10.3632001877;2;22.4332156181;
10;2;15.282242775;10.9097137451;4;23.7921946049;2;11.7299642563;10.4951858521;2;23.6659361124;
11;2;17.2822418213;11.3658018112;4;24.5663278103;2;12.0997810364;11.0209560394;2;24.7393633127;
12;2;19.2822418213;11.7372808456;4;25.1909153461;2;14.0997810364;11.4571752548;2;25.6686143875;
13;2;20.3243255615;12.0336990356;5;25.6883610487;2;16.0997810364;11.8107032776;3;26.4751701355;
14;2;21.3388690948;12.2662630081;4;26.0812431574;2;17.3001461029;12.0916318893;3;27.1828548908;
15;2;22.3536624908;12.446267128;4;26.2221269608;2;18.3806476593;12.3113050461;3;27.8148901463;
16;2;23.3687000275;12.5;4;26.2560760975;2;19.4685134888;12.4808797836;3;28.1711652279;
17;2;24.3839759827;12.5;4;26.2905418873;2;20.5639228821;12.5;3;28.5145654678;
18;2;25.3994865417;12.5;4;26.3255085945;2;21.6669425964;12.5;3;28.8830828667;
