Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
4;2;12.0;10.0;5;21.0;2;9.19999980927;10.0;4;21.0;
5;2;14.0;10.0;5;21.0900000334;2;10.3000001907;10.0;2;21.0900000334;
6;2;16.0;10.0;5;21.1871190071;2;11.3269996643;10.0;2;21.1871190071;
7;2;17.5342025757;10.0;5;21.7036092281;2;11.3561353683;10.0;2;21.7036092281;
8;2;17.7666244507;10.1999998093;5;22.1564130783;2;11.5110826492;10.1999998093;2;22.1564130783;
9;2;17.9703845978;10.3632001877;5;23.4291926622;2;11.6469240189;10.3632001877;2;22.557236433;
10;2;18.5431365967;10.9097137451;5;24.540822506;2;11.7671709061;10.4951858521;2;23.8035871983;
11;2;20.5431365967;11.3658018112;5;25.5043385029;2;12.141076088;11.0209560394;2;24.8916251659;
12;2;22.5431365967;11.7372808456;5;26.3401436806;2;14.141076088;11.4571752548;2;25.8364036083;
13;2;23.8414783478;12.0336990356;5;27.0718023777;2;16.1410751343;11.8107032776;3;26.6592981815;
14;2;24.1823120117;12.2662630081;5;27.7228300571;2;17.3553848267;12.0916318893;3;27.3839819431;
15;2;24.4752731323;12.446267128;5;28.1464314461;2;18.440984726;12.3113050461;3;28.0334718227;
16;2;24.6658935547;12.5;5;28.4879314899;2;19.5340881348;12.4808797836;3;28.407397747;
17;2;26.7712097168;12.5;5;28.8545851707;2;20.6347923279;12.5;3;28.7683298588;
18;2;27.9362049103;12.5;5;29.2456488609;2;21.7430725098;12.5;3;29.1538929939;
