Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
4;1;11.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;2;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;2;20.0;
7;1;14.0;10.0;5;20.3999996185;1;11.0;10.0;2;20.3999996185;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;11.1199998856;10.1999998093;2;20.7264003754;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;11.5179204941;10.3632001877;1;21.9903717041;
10;1;14.8187427521;10.9097137451;5;22.7316036224;2;11.597111702;10.4951858521;1;23.0419120789;
11;1;15.8187427521;11.3658018112;5;23.4745616913;2;11.9125738144;11.0209560394;1;23.9143505096;
12;1;16.8187427521;11.7372808456;5;24.0673980713;2;13.9125738144;11.4571752548;1;24.6214065552;
13;1;17.8187427521;12.0336990356;4;24.5325260162;2;15.6125736237;12.2107028961;2;25.1832637787;
14;1;18.0396366119;12.2662630081;4;24.892534256;2;16.6125736237;12.4916315079;2;25.6226100922;
15;1;18.2016410828;12.446267128;4;25.0;2;17.6125736237;12.7113046646;2;25.9617595673;
16;1;18.25;12.5;4;25.0;2;18.9125728607;12.4808797836;1;26.0;
17;1;20.2016410828;12.5;3;25.0;2;19.9125728607;12.5;1;26.0;
18;1;21.2016410828;12.5;3;25.0;2;20.9125728607;12.5;1;26.0;
19;1;22.2016410828;12.5;3;25.0;2;21.7999992371;12.5;2;26.0;
