Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;5;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;14.3268795013;10.3632001877;5;21.8194274902;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;15.2687425613;10.9097137451;4;23.7316036224;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;17.268743515;11.3658018112;4;24.5245616436;2;11.9125738144;11.0209560394;4;23.9143505096;
12;2;19.268743515;11.7372808456;4;25.1693730354;2;11.8743057251;11.4571752548;4;24.7814065218;
13;2;20.3146324158;12.0336990356;5;25.6884759665;2;14.6125736237;11.8107032776;5;26.4718643427;
14;2;21.3389205933;12.2662630081;5;26.1044789553;2;16.6125736237;12.5640602112;4;27.9064569473;
15;2;22.364118576;12.446267128;5;26.269973278;2;17.6125736237;13.1761665344;4;29.1077495813;
16;2;23.3902301788;12.5;5;26.3300433159;2;18.6125736237;13.656788826;4;30.1143271923;
17;2;24.417263031;12.5;5;26.3921557665;2;19.6125736237;14.0236682892;4;30.9706614017;
18;2;25.4452133179;12.5;5;26.4563041925;2;20.6125736237;14.2975034714;4;31.719843626;
