Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
4;1;11.0;10.0;4;20.0;1;9.0;10.0;3;20.0;
5;1;12.0;10.0;4;20.0;2;10.3000001907;10.0;2;21.0;
6;1;13.0;10.0;4;20.0;2;11.3000001907;10.0;2;21.0900000334;
7;1;14.0;10.0;4;20.3999996185;2;11.3269996643;10.0;2;21.5980186462;
8;1;14.1800003052;10.1999998093;4;20.7264003754;2;11.4794054031;10.1999998093;2;22.0418490171;
9;1;14.3268795013;10.3632001877;4;21.8194274902;2;11.6125545502;10.3632001877;2;22.4332156181;
10;2;15.2687425613;10.9097137451;3;23.7316036224;2;11.7299642563;10.4951858521;2;23.6659361124;
11;2;17.268743515;11.3658018112;3;24.6045616865;2;12.0997810364;11.0209560394;2;24.7393633127;
12;2;19.268743515;11.7372808456;3;25.3428291082;2;14.0997810364;11.4571752548;2;25.6686143875;
13;2;20.3926868439;12.0336990356;3;25.9702501297;2;16.0997810364;11.8107032776;3;26.4751701355;
14;2;20.6866130829;12.2662630081;3;26.5108692646;2;17.3001461029;12.0916318893;3;27.1828548908;
15;2;20.9298915863;12.446267128;3;26.8187118769;2;18.3806476593;12.3113050461;3;27.8148901463;
16;2;21.0684204102;12.5;3;27.0402543545;2;19.4685134888;12.4808797836;3;28.1711652279;
17;2;23.1197547913;12.5;3;27.2842636108;2;20.5639228821;12.5;3;28.5145654678;
18;2;24.2295589447;12.5;3;27.5518820286;2;21.6669425964;12.5;3;28.8830828667;
19;2;25.34998703;12.5;4;27.8440244198;2;22.6649246216;12.5;4;29.2759313583;
20;2;26.4814529419;12.5;4;28.1613030434;2;22.7827796936;12.5;4;29.6917257309;
21;2;26.672586441;12.5;4;28.5039470196;2;22.9075183868;12.5;4;30.1284441948;
