Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
4;1;11.0;10.0;4;20.0;1;9.0;10.0;6;20.0;
5;1;12.0;10.0;4;20.0;1;10.0;10.0;6;20.0;
6;1;13.0;10.0;4;20.0;1;11.0;10.0;6;20.0;
7;1;14.0;10.0;3;20.3999996185;1;11.0;10.0;6;20.3999996185;
8;2;14.6300001144;10.1999998093;2;21.7264003754;1;11.1199998856;10.1999998093;6;20.7264003754;
9;2;14.7768793106;10.3632001877;1;22.8494274616;1;11.2179203033;10.3632001877;6;20.9903717041;
10;2;15.282242775;10.9097137451;1;23.7921946049;2;11.597111702;10.4951858521;5;23.0419120789;
11;2;17.2822418213;11.3658018112;1;24.5663278103;2;11.9125738144;11.0209560394;5;23.964350462;
12;2;19.2822418213;11.7372808456;1;25.1909153461;2;12.1893053055;11.4571752548;5;24.7233815193;
13;2;20.3243255615;12.0336990356;2;25.6883610487;2;14.1893062592;11.8107032776;5;25.3392137289;
14;2;21.3388690948;12.2662630081;2;26.0812431574;2;16.1893062592;12.0916318893;5;25.8345547915;
15;2;22.3536624908;12.446267128;2;26.2221269608;2;16.7503662109;12.3113050461;5;26.2317328453;
16;2;23.3687000275;12.5;2;26.2560760975;2;16.86951828;12.4808797836;5;26.3300433159;
17;2;24.3839759827;12.5;2;26.2905418873;2;18.7857971191;12.5;5;26.3921557665;
18;2;25.3994865417;12.5;2;26.3255085945;2;19.8044300079;12.5;5;26.4563041925;
