Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
3;1;11.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
4;1;11.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
5;1;12.0;10.0;6;20.0;1;10.0;10.0;4;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;4;20.0;
7;1;14.0;10.0;5;20.3999996185;1;11.0;10.0;4;20.3999996185;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;11.1199998856;10.1999998093;4;20.7264003754;
9;1;14.3268795013;10.3632001877;5;21.8194274902;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;15.2687425613;10.9097137451;4;23.7316036224;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;17.268743515;11.3658018112;4;24.5045616627;1;11.6125736237;11.0209560394;4;22.9143505096;
12;2;19.268743515;11.7372808456;4;25.1279890537;2;12.1743059158;11.4571752548;3;24.6214065552;
13;2;20.2960090637;12.0336990356;4;25.6242921352;2;14.9125738144;12.2107028961;3;25.1832637787;
14;2;20.5309314728;12.2662630081;4;26.0160515308;2;16.6125736237;12.4916315079;3;25.6226100922;
15;2;20.7072238922;12.446267128;4;26.1558350325;2;17.6125736237;12.7113046646;3;25.9617595673;
16;2;20.7701263428;12.5;4;26.1887089014;2;18.9125728607;12.4808797836;4;26.0;
17;2;22.7365608215;12.5;4;26.2221269608;3;19.9125728607;12.5;3;26.0;
18;2;23.7515983582;12.5;4;26.2560760975;3;20.6125736237;12.5;3;26.0;
19;2;24.7668762207;12.5;5;26.2905418873;3;21.7999992371;12.5;4;26.0;
20;2;25.7823848724;12.5;5;26.3255085945;3;21.7999992371;12.5;4;26.0;
21;2;25.8464794159;12.5;5;26.3609591722;3;21.7999992371;12.5;6;26.0;
22;2;25.8624305725;12.5;5;26.3968753815;3;21.7999992371;12.5;6;26.0;
