Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;4;20.0;2;9.19999980927;10.0;4;21.0;
5;1;12.0;10.0;4;20.0;2;10.3000001907;10.0;3;21.0599999428;
6;1;13.0;10.0;4;20.0;2;11.3179998398;10.0;3;21.1229639053;
7;1;14.0;10.0;4;20.3999996185;2;11.336889267;10.0;3;21.6001901627;
8;1;14.1800003052;10.1999998093;4;20.7264003754;2;11.4800567627;10.1999998093;3;22.0082015991;
9;1;14.3268795013;10.3632001877;4;21.8194274902;2;11.6024608612;10.3632001877;3;22.3582868576;
10;1;14.8187427521;10.9097137451;4;22.7316036224;2;11.7074861526;10.4951858521;3;23.5279067755;
11;1;15.8187427521;11.3658018112;4;23.4745616913;2;12.0583724976;11.0209560394;3;24.5268628597;
12;1;16.8187427521;11.7372808456;4;24.0673980713;2;14.0583724976;11.4571752548;3;25.3691681623;
13;1;17.8187427521;12.0336990356;5;24.5325260162;2;16.0583724976;11.8107032776;4;26.0752547979;
14;1;18.8187427521;12.2662630081;5;24.892534256;2;17.1801719666;12.0916318893;4;26.6680037975;
15;1;19.8187427521;12.446267128;5;25.0;2;18.2261924744;12.3113050461;4;27.1698563099;
16;1;20.8187427521;12.5;5;25.0;2;19.2750034332;12.4808797836;3;27.3801496029;
17;1;21.8187427521;12.5;5;25.0;2;19.6125736237;12.5;3;27.5615134239;
18;1;22.8187427521;12.5;5;25.0;2;20.6125736237;12.5;3;27.7520513535;
