Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;4;20.0;1;9.0;10.0;6;20.0;
4;1;11.0;10.0;4;20.0;1;9.0;10.0;6;20.0;
5;1;12.0;10.0;4;20.0;1;10.0;10.0;6;20.0;
6;1;13.0;10.0;4;20.0;1;11.0;10.0;6;20.0;
7;1;14.0;10.0;3;20.3999996185;2;11.3000001907;10.0;5;21.3999996185;
8;1;14.1800003052;10.1999998093;3;20.7264003754;2;11.4200000763;10.1999998093;5;21.7264003754;
9;1;14.3268795013;10.3632001877;3;21.8194274902;2;11.5179204941;10.3632001877;5;21.9903717041;
10;1;14.8187427521;10.9097137451;3;22.7316036224;2;11.597111702;10.4951858521;5;23.0819120407;
11;1;15.8187427521;11.3658018112;3;23.4745616913;2;11.9245738983;11.0209560394;5;23.99553442;
12;1;16.8187427521;11.7372808456;3;24.0673980713;2;13.9245738983;11.4571752548;5;24.7449600697;
13;1;17.8187427521;12.0336990356;3;24.5325260162;2;15.9245738983;11.8107032776;5;25.3503712416;
14;1;18.8187427521;12.2662630081;3;24.892534256;2;16.6051120758;12.0916318893;5;25.8344515562;
15;2;20.8187427521;12.446267128;3;26.0;2;16.7503356934;12.3113050461;5;26.2195074558;
16;3;22.8187427521;12.5;2;26.1299999952;2;16.865852356;12.4808797836;5;26.3048160076;
17;3;24.3272438049;12.5;3;26.2754310369;2;18.7782287598;12.5;5;26.3530313969;
18;3;25.3926868439;12.5;3;26.4377241135;2;19.7926940918;12.5;4;26.4023760557;
19;3;25.8969764709;12.5;3;26.6183350086;2;20.8074970245;12.5;5;26.4528282881;
20;3;25.9782505035;12.5;3;26.8187118769;2;21.3867835999;12.9358482361;5;26.5043625832;
21;3;26.0684204102;12.5;4;27.0402543545;2;21.5;12.9513092041;5;26.5569496155;
22;4;26.1681137085;12.5;3;27.2842636108;3;21.9670848846;12.5;4;26.6105561256;
23;4;26.2779178619;12.5;3;27.5518820286;3;21.5;12.5;4;26.6651450396;
24;4;26.3983459473;12.5;3;27.8440244198;3;21.5;12.99954319;5;26.72067523;
25;4;25.25;13.5;3;28.1613030434;3;21.5;13.0162029266;4;26.7771017551;
