Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;2;11.3000001907;10.0;3;21.0;1;9.0;10.0;4;20.0;
2;2;11.3000001907;10.0;3;21.0900000334;1;9.0;10.0;5;20.0;
3;2;11.3269996643;10.0;3;21.1871190071;1;9.0;10.0;5;20.0;
4;2;11.3561353683;10.0;2;21.2917383909;1;9.0;10.0;5;20.0;
5;2;12.5812826157;10.0;2;21.4042263031;1;10.0;10.0;5;20.0;
6;2;13.631901741;10.0;2;21.5249304771;1;11.0;10.0;5;20.0;
7;2;14.6862182617;10.0;2;22.0694183111;1;11.0;10.0;5;20.3999996185;
8;2;14.9312381744;10.1999998093;2;22.5515855551;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;15.1482124329;10.3632001877;2;23.8668255806;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;15.7400722504;10.9097137451;2;25.0237190723;2;11.597111702;10.4951858521;4;23.0419120789;
11;2;17.7400722504;11.3658018112;2;26.0350353718;2;11.9125738144;11.0209560394;4;24.004350543;
12;2;19.7400722504;11.7372808456;2;26.9207777977;2;12.2013053894;11.4571752548;4;24.8085255623;
13;2;21.1027641296;12.0336990356;2;27.703961134;2;14.939573288;11.8107032776;5;25.4750021696;
14;2;22.2458877563;12.2662630081;2;28.4073903561;2;16.939573288;12.0916318893;5;26.0268363953;
15;2;23.400428772;12.446267128;2;28.8833937645;2;18.0338420868;12.3113050461;5;26.4866900444;
16;2;24.5662689209;12.5;3;29.2762613297;2;19.0700531006;12.4808797836;5;26.6541694403;
17;3;25.7430610657;12.5;2;29.692073822;2;20.1088237762;12.5;5;26.7922235727;
18;3;26.9301757812;12.5;2;30.1288084984;2;21.1502399445;12.5;5;26.9393253326;
19;3;27.557964325;12.5;3;30.5837950706;2;22.0817985535;12.5;6;27.0956480503;
20;3;27.7627067566;12.5;3;31.0537385941;2;22.1286945343;12.5;6;27.261295557;
21;3;27.9741821289;12.5;4;31.534784317;2;22.1783885956;12.5;6;27.4362905025;
22;3;28.1906528473;12.5;4;32.0226202011;2;22.2308864594;12.5;6;27.6205644608;
23;3;28.4101791382;12.5;4;32.5126152039;2;22.2861690521;12.5;7;27.8139474392;
24;3;28.6306762695;12.5;4;32.9999876022;2;22.3441848755;12.5;7;28.016159296;
25;3;26.6306762695;13.5;4;33.4799880981;2;22.4048480988;12.5;7;28.2268030643;
26;3;25.6306762695;14.5;4;33.9480848312;2;22.4680404663;12.5;7;28.445360899;
27;3;25.25;15.5;5;34.4001340866;2;22.5336074829;12.5;7;28.6711919308;
28;3;25.25;16.2600536346;4;34.8325281143;2;21.5;13.5;8;28.9035346508;
29;3;25.25;16.4330120087;5;35.2422962189;2;22.5;12.5;9;29.141512394;
30;3;25.25;16.5969181061;5;35.6271715164;2;21.5;13.5;9;29.3841423988;
31;3;25.25;16.750869751;5;35.9856081009;2;20.5;13.5;9;29.6303496361;
32;3;25.25;16.8942432404;5;36.3167572021;2;20.5;13.5;9;29.8789830208;
33;4;25.25;17.0267028809;4;36.6204128265;2;19.5;13.5;10;30.1288366318;
34;4;25.25;17.1481647491;3;36.8969306946;2;19.5;13.5;10;30.3786706924;
35;4;25.25;17.2587718964;4;37.1471309662;3;20.5;14.5;9;39.1272368431;
36;4;26.25;18.5;4;37.3722009659;3;20.5;13.5;9;39.7133026123;
37;4;27.25;19.5;5;37.5735960007;3;21.2619895935;14.5;9;40.2792196274;
38;4;28.25;20.5;5;37.7529459;3;21.3347034454;15.5;9;40.8225097656;
39;4;29.25;21.5;6;37.9119815826;3;21.4059677124;16.5;9;41.3411846161;
40;4;30.25;22.5;6;38.0;3;21.4754753113;17.5;10;41.8337507248;
41;4;31.1000003815;22.5;7;39.0;3;22.0429382324;18.5;9;42.2991948128;
42;4;32.0999984741;23.5;8;39.0599999428;3;23.7305812836;19.5;9;42.7369532585;
43;4;33.0999984741;24.5;7;40.8929643631;3;22.8335609436;21.5;9;43.1468734741;
44;4;33.8964996338;26.125;7;42.4138325453;3;21.928024292;24.5;9;43.5291619301;
45;4;34.5511932373;27.6171875;6;43.6571683884;3;21.9061431885;25.5;9;43.8843345642;
46;4;32.8901329041;29.9937877655;6;44.6656700373;3;22.9845180511;27.5;10;44.2131605148;
47;4;32.1435852051;31.2754020691;6;45.4823912382;3;24.0554618835;28.5;10;44.5166139603;
48;4;31.3297748566;32.4822807312;6;45.8817687035;3;25.1194458008;29.5;8;44.7914676666;
49;5;30.3457221985;33.5;5;46.2103968859;3;26.1749992371;30.5;9;44.9331302643;
50;5;29.3457221985;34.5;5;46.5076096058;3;25.1749992371;29.5;9;45.0652666092;
51;5;29.0499992371;35.5;6;46.7396525145;3;25.1749992371;29.5;9;45.1881551743;
