Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;4;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;4;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;1;14.1800003052;10.1999998093;4;20.7264003754;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;14.3268795013;10.3632001877;4;21.8194274902;1;11.2179203033;10.3632001877;5;20.9903717041;
10;1;14.8187427521;10.9097137451;4;22.7316036224;1;11.2971115112;10.4951858521;5;22.0419120789;
11;1;15.8187427521;11.3658018112;4;23.4745616913;2;11.9125738144;11.0209560394;4;23.9143505096;
12;1;16.8187427521;11.7372808456;4;24.0673980713;2;11.8743057251;11.4571752548;4;24.6914066076;
13;2;18.8187427521;12.0336990356;3;25.5325260162;2;14.6125736237;11.8107032776;5;26.2722715139;
14;2;20.0396366119;12.2662630081;3;25.9225342274;2;16.6125736237;12.5640602112;5;27.5749254227;
15;2;20.6651420593;12.446267128;3;26.0605909824;2;17.6125736237;13.1761665344;5;28.619030118;
16;2;20.7272663116;12.5;3;26.091766119;2;18.6125736237;13.656788826;4;29.4401831627;
17;2;20.7412948608;12.5;3;26.1235172749;2;19.6125736237;14.0236682892;4;30.079881072;
18;2;20.7555828094;12.5;2;26.1558350325;2;20.6125736237;14.2975034714;5;30.5783807039;
