Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;4;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;4;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;4;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;1;14.1800003052;10.1999998093;3;20.7264003754;2;11.4200000763;10.1999998093;4;21.7264003754;
9;1;14.3268795013;10.3632001877;3;21.8194274902;2;11.5179204941;10.3632001877;4;22.0903717279;
10;1;14.8187427521;10.9097137451;3;22.7316036224;2;11.6271114349;10.4951858521;3;23.2838120461;
11;1;15.8187427521;11.3658018112;3;23.4745616913;2;11.9851436615;11.0209560394;3;24.3146933317;
12;1;16.8187427521;11.7372808456;3;24.0673980713;2;13.9851436615;11.4571752548;3;25.1981878281;
13;1;17.8187427521;12.0336990356;4;24.5325260162;2;15.9851436615;11.8107032776;4;25.9559320211;
14;1;18.8187427521;12.2662630081;4;24.892534256;2;17.1443748474;12.0916318893;4;26.6120283604;
15;1;19.8187427521;12.446267128;4;25.0;2;18.209400177;12.3113050461;4;27.1901185513;
16;1;20.8187427521;12.5;4;25.0;2;19.2810821533;12.4808797836;4;27.4906733036;
17;1;21.8187427521;12.5;4;25.0;2;20.3597755432;12.5;4;27.7773330212;
18;1;22.8187427521;12.5;5;25.0;2;21.4457740784;12.5;4;28.0890238285;
