Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
4;2;11.3000001907;10.0;3;21.0;1;9.0;10.0;5;20.0;
5;2;12.4499998093;10.0;3;21.0900000334;1;10.0;10.0;5;20.0;
6;2;13.4905004501;10.0;3;21.1871190071;1;11.0;10.0;5;20.0;
7;2;14.5342035294;10.0;3;21.7036092281;1;11.0;10.0;5;20.3999996185;
8;2;14.7666244507;10.1999998093;2;22.1564130783;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;14.9703855515;10.3632001877;2;23.4291926622;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;15.5431365967;10.9097137451;2;24.540822506;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;17.5431365967;11.3658018112;2;25.5043385029;1;11.6125736237;11.0209560394;5;22.9143505096;
12;2;19.5431365967;11.7372808456;2;26.3401436806;1;11.8743057251;11.4571752548;5;23.6214065552;
13;2;20.8414783478;12.0336990356;2;27.0718023777;1;13.6125736237;11.8107032776;6;24.1832637787;
14;2;21.9614181519;12.2662630081;2;27.7228300571;1;14.6125736237;12.0916318893;6;24.6226100922;
15;2;23.092376709;12.446267128;3;28.1464314461;1;15.6125736237;12.3113050461;6;24.9617595673;
16;3;24.2346363068;12.5;2;28.4879314899;1;16.6125736237;12.4808797836;6;25.0;
17;3;25.3883113861;12.5;3;28.8545851707;1;17.6125736237;12.5;6;25.0;
18;3;26.5533065796;12.5;3;29.2456488609;1;18.6125736237;12.5;6;25.0;
19;3;27.1605415344;12.5;3;29.659784317;1;19.5;12.5;7;25.0;
20;3;27.3469028473;12.5;3;30.0950183868;1;19.5;12.5;7;25.0;
21;3;27.5427589417;12.5;3;30.5487289429;1;19.5;12.5;7;25.0;
22;4;27.7469291687;12.5;2;31.0176672935;1;19.5;12.5;8;25.0;
23;4;27.957950592;12.5;4;31.4980173111;1;19.5;12.5;8;25.0;
24;4;28.1741065979;12.5;4;31.9854974747;1;19.5;12.5;8;25.0;
25;4;28.3934745789;12.5;4;32.4754953384;1;19.5;12.5;7;25.0;
26;4;28.6139717102;12.5;4;32.9632344246;1;19.5;12.5;7;25.0;
