Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;5;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;11.4200000763;10.1999998093;4;21.7264003754;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;11.5179204941;10.3632001877;4;21.9903717041;
10;1;14.8187427521;10.9097137451;5;22.7316036224;2;11.597111702;10.4951858521;4;23.0819120407;
11;2;16.8187427521;11.3658018112;4;24.4745616913;2;11.9245738983;11.0209560394;3;23.99553442;
12;2;18.8187427521;11.7372808456;4;25.0873980522;2;13.9245738983;11.4571752548;3;24.7449600697;
13;2;20.2777423859;12.0336990356;5;25.5727219582;2;15.9245738983;11.8107032776;4;25.3503712416;
14;2;21.2868309021;12.2662630081;5;25.9531160593;2;16.9627056122;12.0916318893;4;25.8344515562;
15;2;22.296005249;12.446267128;5;26.0811508894;2;17.9761257172;12.3113050461;4;26.2195074558;
16;2;23.3052597046;12.5;5;26.1018965244;2;18.6125736237;12.4808797836;4;26.3048160076;
17;2;24.3145961761;12.5;5;26.1228116751;2;19.6125736237;12.5;3;26.3530313969;
18;2;25.3240089417;12.5;5;26.1438889503;2;20.6125736237;12.5;3;26.4023760557;
