Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;5;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;14.7768793106;10.3632001877;4;22.8194274902;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;15.2687425613;10.9097137451;4;23.7616035938;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;17.268743515;11.3658018112;4;24.5351526737;1;11.6125736237;11.0209560394;5;22.9143505096;
12;2;19.268743515;11.7372808456;4;25.1591641903;1;11.8743057251;11.4571752548;5;23.6214065552;
13;2;20.3100376129;12.0336990356;5;25.6560432911;2;14.6125736237;11.8107032776;5;25.1832637787;
14;2;21.3243255615;12.2662630081;5;26.0483692884;2;16.6125736237;12.0916318893;5;25.7926100492;
15;2;22.3388690948;12.446267128;5;26.1887089014;2;17.9635734558;12.3113050461;5;26.3286705017;
16;2;23.3536624908;12.5;5;26.2221269608;2;19.0226478577;12.4808797836;5;26.5942704678;
17;2;24.3687000275;12.5;5;26.2560760975;2;20.0908546448;12.5;5;26.8558222055;
18;2;25.3839759827;12.5;5;26.2905418873;2;21.1693210602;12.5;5;27.1554293633;
