Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;2;11.3000001907;10.0;3;21.0;1;9.0;10.0;4;20.0;
2;2;11.3000001907;10.0;3;21.0599999428;1;9.0;10.0;5;20.0;
3;2;11.3179998398;10.0;3;21.1229639053;1;9.0;10.0;6;20.0;
4;2;11.336889267;10.0;3;21.1889609098;1;9.0;10.0;6;20.0;
5;2;12.5350322723;10.0;3;21.2580518723;1;10.0;10.0;6;20.0;
6;2;13.5661230087;10.0;3;21.3302885294;1;11.0;10.0;6;20.0;
7;2;14.5986299515;10.0;3;21.8190145493;1;11.0;10.0;6;20.3999996185;
8;2;14.8185567856;10.1999998093;3;22.2388005257;1;11.1199998856;10.1999998093;6;20.7264003754;
9;2;15.0074596405;10.3632001877;3;23.4753180742;1;11.2179203033;10.3632001877;6;20.9903717041;
10;2;15.5638933182;10.9097137451;3;24.5422223806;2;11.597111702;10.4951858521;5;23.0419120789;
11;2;17.5638942719;11.3658018112;3;25.4515651464;2;11.9125738144;11.0209560394;5;23.9343504906;
12;2;19.5638942719;11.7372808456;3;26.2227864265;2;12.180305481;11.4571752548;5;24.6616024971;
13;2;20.7886676788;12.0336990356;3;26.8785500526;2;14.180305481;11.8107032776;5;25.243845582;
14;2;21.8744544983;12.2662630081;3;27.4415826797;2;16.180305481;12.0916318893;5;25.7037609816;
15;2;22.9658145905;12.446267128;3;27.7644672394;2;16.7111282349;12.3113050461;5;26.0636560917;
16;2;22.8187427521;13.5;4;27.9921357632;2;16.8190956116;12.4808797836;5;26.1228116751;
17;3;24.8187427521;12.5;4;28.2317419052;2;18.7236270905;12.5;5;26.1438889503;
18;3;24.8187427521;13.5;4;28.4827919006;2;19.7299499512;12.5;5;26.1651208401;
19;3;26.25;12.5;4;28.7446005344;2;20.7363204956;12.5;6;26.1864993572;
20;3;26.9350700378;12.5;5;29.0162863731;2;21.7427330017;12.5;6;26.2080165148;
21;3;27.0573291779;12.5;5;29.29677248;2;21.5;12.8624048233;6;26.2296639681;
22;3;25.25;13.5;5;29.5847949982;3;21.5;12.8688993454;4;26.2514331341;
23;3;25.25;14.5;5;29.8789191246;3;21.5;12.5;4;26.2733153105;
24;3;25.25;15.4273509979;5;30.1775617599;3;21.5;12.8819942474;4;26.2953014374;
25;3;23.25;16.6065368652;5;30.4790220261;3;21.5;12.8885908127;4;26.3173824549;
26;3;24.25;15.7874126434;6;30.7815175056;3;21.8952140808;12.5;3;26.3395489454;
27;3;22.25;16.9689102173;6;31.0832247734;3;21.9018650055;12.5;3;26.3617914915;
28;3;21.25;18.1499347687;6;31.3823232651;3;21.5;13.1808958054;3;26.3841004372;
29;3;20.25;19.3293933868;6;31.6770381927;3;21.5;13.1920499802;4;26.4064661264;
30;4;20.25;18.3293933868;5;31.9656839371;3;21.9219398499;12.5;4;26.428878665;
31;4;18.25;20.3293933868;5;32.2467017174;3;21.5;13.2144393921;4;26.4513280392;
32;4;17.25;22.3293933868;5;32.5186920166;3;21.5;13.2256641388;4;26.4738043547;
33;4;17.25;21.3293933868;5;32.7804408073;3;21.5;13.2369022369;4;26.4962974787;
34;4;15.25;23.3293933868;5;33.0309362411;3;21.9488887787;12.5;4;26.5187973976;
35;4;14.25;25.3293933868;6;33.2693796158;3;21.5;13.2593984604;4;26.5412938595;
36;4;15.25;24.3293933868;7;33.4951848984;3;21.5;13.270647049;4;27.5637768507;
37;4;16.25;23.5971107483;6;33.7079734802;3;22.9691333771;13.0;5;27.6162360907;
38;4;17.25;22.7247848511;6;34.9075622559;3;23.9758701324;12.5;5;27.6692527533;
39;4;17.25;22.1247844696;5;35.123947382;3;23.9825992584;13.030295372;5;27.7228097916;
40;4;18.25;23.1247844696;5;35.3278734684;3;24.3168430328;12.5;5;27.776889205;
41;4;19.7272663116;25.1247844696;6;35.5196244717;3;23.8370552063;13.3266859055;5;27.8314716816;
42;4;20.7412948608;27.1247844696;6;35.6995947361;3;24.0026912689;13.077917099;5;27.886537075;
43;4;21.7555828094;29.1247844696;6;35.8682688475;3;24.3659610748;16.077917099;6;27.9420638084;
44;4;22.7701263428;30.7247848511;6;36.0261970758;4;24.3826198578;19.077917099;6;27.998029232;
45;4;23.7849197388;31.7247848511;6;36.1739768982;4;23.8768234253;22.077917099;6;28.0544096231;
46;4;24.7999572754;32.7247848511;6;36.2560760975;4;24.4163227081;25.077917099;7;28.1111800671;
47;4;25.8152351379;33.5;6;36.2905418873;4;24.4333534241;27.5;8;28.1683145761;
48;4;26.8307437897;33.5;7;36.3255085945;4;24.4504928589;27.5;9;28.2257860899;
49;4;27.8464794159;33.5;7;36.3609591722;4;23.9190635681;28.4144554138;10;28.2835667133;
50;4;27.8624305725;33.5;7;36.3968753815;4;24.0550994873;28.2166194916;10;28.341627121;
51;4;27.8785934448;33.5;7;36.4332377911;4;24.0614814758;28.2350120544;10;28.3999375105;
52;5;28.8949565887;34.5;7;37.4700255394;4;23.9521656036;28.4463615417;12;28.4584668875;
53;5;29.9115104675;35.5;7;37.6372168064;5;24.5375404358;27.5;11;28.517183423;
54;5;29.9282474518;36.5;7;37.8202195168;5;23.5;28.4672336578;12;28.5760545731;
55;5;29.9451541901;37.5;7;38.0204404593;5;24.086523056;28.3104877472;13;28.6350469589;
56;6;30.962223053;39.5;7;40.2393101454;5;23.9978618622;28.4877548218;13;28.6941267252;
57;6;33.9794387817;39.5;7;40.558250308;5;24.009513855;28.4978733063;13;28.7374696732;
58;6;35.2832145691;42.5;8;40.9010015726;5;24.0212402344;28.5;14;28.7767804861;
59;6;35.932384491;42.5;9;41.268840313;5;24.033033371;28.5;14;28.8162822723;
60;7;35.0597801208;45.5;8;41.6628774405;5;24.044883728;28.5;14;29.8559447527;
61;7;35.1978988647;47.5;9;42.0839896202;5;25.0567836761;29.5;14;29.9357372522;
62;7;35.3471374512;49.1059188843;10;42.5327435732;5;26.0687217712;30.5;17;30.0168124437;
63;7;35.5077590942;49.1288757324;11;44.441411972;5;25.5;32.4678153992;17;30.0991406441;
64;7;36.1666641235;49.8449859619;12;46.1529020071;5;26.0926761627;32.5;18;30.1826885939;
65;7;36.7438201904;50.4395484924;12;47.7014405727;5;26.104675293;33.5;18;30.2674201727;
66;7;37.254611969;50.9298400879;13;50.1219885349;5;26.1166725159;34.1059188843;19;30.3532958031;
67;8;38.7145996094;52.3340339661;12;51.3977872133;5;26.1286640167;34.1288757324;19;30.4402725697;
68;8;40.0709381104;53.595085144;13;52.5187842846;5;26.1406364441;34.1524085999;20;31.5757552385;
69;8;40.903717041;54.7554969788;13;53.6620662212;5;26.4589881897;34.6895637512;20;32.4948546886;
70;8;41.2571640015;55.9061584473;14;54.8231104612;5;26.0340003967;36.1183242798;20;33.232033968;
71;9;39.3428344727;58.0477600098;14;55.9964199066;5;26.2123565674;36.6160163879;22;33.8231594563;
72;10;37.7158050537;58.1694831848;14;57.1010383368;5;27.0605335236;35.7204284668;22;34.1532438993;
73;10;37.7087554932;60.2000007629;14;58.1679525375;5;27.133398056;35.8542938232;22;34.3061215878;
74;10;37.7368736267;61.3136787415;17;59.2399814129;5;27.1521377563;35.8994979858;23;34.4621868134;
75;10;37.764995575;62.3668289185;17;60.309419632;5;26.3999996185;36.9462776184;23;34.6212997437;
76;10;37.7930870056;63.4212760925;18;61.3692560196;5;24.3999996185;38.3106498718;23;34.7833006382;
77;10;37.821105957;64.4769363403;18;63.41345644;5;23.3999996185;39.3916473389;24;34.9480104446;
