Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;6;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;5;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;2;14.6300001144;10.1999998093;4;21.7264003754;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;14.7768793106;10.3632001877;4;22.8494274616;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;15.282242775;10.9097137451;4;23.7921946049;2;11.597111702;10.4951858521;4;23.0419120789;
11;2;17.2822418213;11.3658018112;4;24.5663278103;2;11.9125738144;11.0209560394;4;24.0443505049;
12;2;19.2822418213;11.7372808456;4;25.1909153461;2;12.2133054733;11.4571752548;4;24.8968375921;
13;2;20.3243255615;12.0336990356;5;25.6883610487;2;14.2133054733;11.8107032776;4;25.6209878922;
14;2;21.3388690948;12.2662630081;5;26.0812431574;2;16.213306427;12.0916318893;4;26.2409451008;
15;2;22.3536624908;12.446267128;4;26.2221269608;2;16.8722839355;12.3113050461;4;26.7804714441;
16;2;23.3687000275;12.5;3;26.2560760975;2;17.0341415405;12.4808797836;4;27.0402543545;
17;2;24.3839759827;12.5;3;26.2905418873;2;18.9988594055;12.5;4;27.2842636108;
18;2;25.3994865417;12.5;3;26.3255085945;2;20.072063446;12.5;4;27.5518820286;
