Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;5;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;11.4200000763;10.1999998093;4;21.7264003754;
9;2;14.7768793106;10.3632001877;4;22.9494274855;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;15.3272428513;10.9097137451;4;24.0070346594;2;11.597111702;10.4951858521;4;23.0919120312;
11;2;17.3272418976;11.3658018112;4;24.9122858047;2;11.927573204;11.0209560394;4;24.0163254738;
12;2;19.3272438049;11.7372808456;4;25.6857330799;2;13.9275741577;11.4571752548;4;24.7773565054;
13;2;20.5469932556;12.0336990356;4;26.3512378931;2;15.9275741577;11.8107032776;4;25.395208478;
14;2;21.6371631622;12.2662630081;4;26.9327886105;2;16.9761562347;12.0916318893;4;25.8925833702;
15;2;22.7368564606;12.446267128;4;27.2842636108;2;17.9935646057;12.3113050461;4;26.2918028831;
16;2;23.846660614;12.5;3;27.5518820286;2;19.0115871429;12.4808797836;4;26.3921557665;
17;2;24.9670906067;12.5;3;27.8440244198;2;20.0302200317;12.5;4;26.4563041925;
18;2;26.0985527039;12.5;3;28.1613030434;2;21.0494651794;12.5;4;26.5224741697;
