Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;2;10.3000001907;10.0;4;21.0;
6;1;13.0;10.0;5;20.0;2;11.3000001907;10.0;4;21.0599999428;
7;1;14.0;10.0;5;20.3999996185;2;11.3179998398;10.0;4;21.5335636139;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;11.4600687027;10.1999998093;4;21.9377998114;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;11.5813398361;10.3632001877;4;22.2840082645;
10;1;14.8187427521;10.9097137451;5;22.7316036224;2;11.6852025986;10.4951858521;4;23.4481773376;
11;1;15.8187427521;11.3658018112;5;23.4745616913;2;12.034453392;11.0209560394;4;24.4414664507;
12;1;16.8187427521;11.7372808456;5;24.0673980713;2;14.034453392;11.4571752548;4;25.2779132128;
13;1;17.8187427521;12.0336990356;6;24.5325260162;2;16.0344524384;11.8107032776;5;25.9779809713;
14;2;19.8187427521;12.2662630081;5;25.892534256;2;17.1509895325;12.0916318893;5;26.5645889044;
15;2;21.8187427521;12.446267128;5;26.1699999571;2;18.1951675415;12.3113050461;5;27.060223341;
16;2;22.8187427521;12.5;5;26.3669109344;2;19.2421131134;12.4808797836;5;27.2642745972;
17;2;23.8187427521;12.5;5;26.5942704678;2;20.2918567657;12.5;5;27.439432621;
18;2;24.8187427521;12.5;4;26.8558222055;2;21.3444023132;12.5;5;27.6238675117;
