Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;4;20.0;
6;1;13.0;10.0;5;20.0;1;11.0;10.0;4;20.0;
7;1;14.0;10.0;4;20.3999996185;1;11.0;10.0;4;20.3999996185;
8;1;14.1800003052;10.1999998093;4;20.7264003754;1;11.1199998856;10.1999998093;4;20.7264003754;
9;1;14.3268795013;10.3632001877;4;21.8194274902;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;15.2687425613;10.9097137451;3;23.7316036224;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;17.268743515;11.3658018112;3;24.5145616531;2;11.9125738144;11.0209560394;2;23.9143505096;
12;2;19.268743515;11.7372808456;3;25.1485819817;2;12.1743059158;11.4571752548;2;24.6714065075;
13;2;20.3052749634;12.0336990356;4;25.6560795307;2;14.9125738144;11.8107032776;3;25.2852387428;
14;2;20.8187427521;12.2662630081;4;26.0596417189;2;16.9125728607;12.0916318893;3;25.7785600424;
15;2;21.8187427521;12.446267128;4;26.211841464;2;17.9593582153;12.3113050461;3;26.1737042665;
16;2;22.8187427521;12.5;4;26.2577478886;2;18.9761562347;12.4808797836;3;26.269973278;
17;2;23.8187427521;12.5;3;26.3048160076;2;19.9935646057;12.5;3;26.3300433159;
18;2;24.8187427521;12.5;3;26.3530313969;2;21.0115871429;12.5;3;26.3921557665;
