Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;2;11.3000001907;10.0;3;21.0;2;9.19999980927;10.0;3;21.0;
2;2;11.3000001907;10.0;3;21.0900000334;2;9.19999980927;10.0;3;21.0599999428;
3;2;11.3269996643;10.0;3;21.1871190071;2;9.21199989319;10.0;3;21.1229639053;
4;2;11.3561353683;10.0;3;21.2917383909;2;9.22459316254;10.0;3;21.1889609098;
5;2;12.5812826157;10.0;3;21.4042263031;2;10.3566884995;10.0;3;21.2580518723;
6;2;13.631901741;10.0;3;21.5249304771;2;11.377415657;10.0;3;21.3302885294;
7;2;14.6862182617;10.0;3;22.0694183111;2;11.3990869522;10.0;3;21.8190145493;
8;2;14.9312381744;10.1999998093;3;22.5515855551;2;11.5457038879;10.1999998093;3;22.2388005257;
9;2;15.1482124329;10.3632001877;3;23.8668255806;2;11.6716403961;10.3632001877;3;22.6008902788;
10;2;15.7400722504;10.9097137451;3;25.0237190723;2;11.7802667618;10.4951858521;3;23.7875448465;
11;2;17.7400722504;11.3658018112;3;26.0350353718;2;12.1362638474;11.0209560394;3;24.8040741682;
12;2;19.7400722504;11.7372808456;3;26.9207777977;2;14.1362628937;11.4571752548;3;25.6643919945;
13;2;21.1027641296;12.0336990356;3;27.703961134;2;16.1362628937;11.8107032776;3;26.3888099194;
14;2;22.2458877563;12.2662630081;3;28.4073903561;2;17.2742366791;12.0916318893;3;27.0000665188;
15;2;23.400428772;12.446267128;5;28.8833937645;2;18.3258094788;12.3113050461;5;27.5204386711;
16;2;24.5662689209;12.5;6;29.2762613297;2;19.3801765442;12.4808797836;6;27.7490785122;
17;2;25.7430610657;12.5;6;29.692073822;2;20.437297821;12.5;6;27.9484119415;
18;2;26.9301757812;12.5;6;30.1288084984;2;21.4970970154;12.5;6;28.156321764;
19;2;27.557964325;12.5;6;30.5837950706;2;22.4468955994;12.5;6;28.3723301888;
20;2;27.7627067566;12.5;7;31.0537385941;2;22.5116996765;12.5;7;28.5958371162;
21;2;27.9741821289;12.5;8;31.534784317;2;22.5787506104;12.5;8;28.8261203766;
22;2;28.1906528473;12.5;8;32.0226202011;2;22.6478366852;12.5;8;29.0623402596;
23;2;28.4101791382;12.5;9;32.5126152039;2;22.7187023163;12.5;9;29.303548336;
24;2;28.6306762695;12.5;9;32.9999876022;2;22.7910652161;12.5;9;29.5486979485;
25;2;26.6306762695;13.5;9;33.4799880981;2;21.5;13.5;9;29.796661377;
26;2;25.6306762695;14.5;9;33.9480848312;3;20.5;13.5;7;35.0462479591;
27;2;25.25;15.5;9;34.4001340866;3;21.013874054;14.5;7;35.4462265968;
28;2;24.25;14.5;9;34.8325281143;3;21.0888671875;15.5;7;35.8421239853;
29;2;24.25;14.5;9;35.2422962189;3;21.1636047363;16.5;7;36.2323336601;
30;2;22.25;16.5;9;35.6271715164;3;18.723991394;18.5;7;36.6153202057;
31;3;21.25;18.5;6;41.5648317337;2;14.5;20.5;7;31.2753615379;
32;3;22.25;17.5;7;42.0310411453;2;15.0;19.5;8;31.5090961456;
33;3;21.25;19.5;7;42.4653091431;2;15.9527282715;20.5;8;31.736322403;
34;3;21.25;21.5;8;42.867790699;3;16.0208969116;21.5;7;31.9561743736;
35;3;21.5934429169;20.5;8;43.23914814;3;16.0868530273;22.5;7;32.1679081917;
36;3;21.6207046509;19.5;8;43.580452919;3;16.1503715515;23.5;7;32.3709101677;
37;3;22.646856308;22.5;9;43.8930840492;3;16.2112731934;24.5;8;32.5646982193;
38;3;23.6718845367;24.5;9;44.1786336899;3;15.2112731934;23.5;8;32.7489213943;
39;3;24.6957798004;26.5;10;44.4388298988;3;15.2112731934;23.5;9;32.9233555794;
40;3;25.7185401917;28.5;10;44.6229987144;3;16.2112731934;24.5;9;33.0878953934;
41;3;26.7401752472;30.5;11;44.7141976357;3;15.2112731934;23.5;9;33.2425441742;
42;3;27.7606945038;31.5;9;44.8005290031;3;15.2112731934;23.5;9;33.3874034882;
43;3;28.7801189423;32.5;11;44.8820991516;3;16.2112731934;24.5;10;33.5226583481;
44;3;28.7984733582;32.7000007629;11;44.9590339661;3;15.2112731934;23.5;10;34.6485671997;
45;4;28.815782547;32.7000007629;11;45.0;3;15.0;26.0;11;34.8154466152;
46;4;28.8250007629;32.7000007629;12;45.0;3;18.0;26.0;11;34.9756360054;
47;4;28.8250007629;32.7000007629;12;45.0;3;20.3305931091;27.0;12;35.1295589209;
48;4;28.8250007629;32.7000007629;12;45.0;3;19.3467845917;28.0;12;35.2119446993;
49;4;28.8250007629;32.7000007629;13;45.0;3;20.0;29.0;12;35.269973278;
50;4;28.8250007629;32.7000007629;13;45.0;3;21.0;30.0;13;35.3300433159;
51;4;28.8250007629;32.7000007629;13;46.0;3;22.0;31.1650218964;13;35.3921557665;
52;4;29.8250007629;33.7000007629;14;46.0299999714;3;23.0;32.1960754395;15;35.4563041925;
53;4;30.8250007629;34.7000007629;14;46.0605909824;3;23.5;32.7281532288;15;35.5224741697;
54;6;30.8250007629;35.7000007629;7;66.091766119;3;23.5;32.7612380981;16;35.5906432867;
55;5;29.25;30.7000007629;6;60.3235180378;4;23.5;32.7953224182;12;42.6607804298;
56;5;31.7555828094;31.7000007629;6;61.3734349012;4;24.9982337952;33.0;12;42.7328453064;
57;5;32.7701263428;31.7000007629;7;62.2466675043;4;25.5;34.8664245605;12;42.8067884445;
58;6;33.7849197388;31.7000007629;6;62.9703478813;4;25.5;35.9033966064;13;42.8825509548;
59;6;34.25;32.5;5;65.656222105;5;25.5;36.9412765503;12;42.9600640535;
60;6;35.7000007629;34.0;7;67.8363239765;5;25.5;37.9800338745;13;43.0392494202;
61;6;34.0510025024;34.3899993896;7;69.5727825165;5;27.1117744446;37.0;14;43.120018959;
62;6;33.3185348511;35.6872596741;7;70.9382508993;5;27.0750007629;37.0;14;43.2022752762;
63;6;32.5187683105;36.9097442627;7;71.8564678431;5;27.7356834412;37.0;15;43.2859115601;
64;6;31.5999984741;38.0;7;73.3030233383;5;27.0750007629;38.0;17;43.3708124161;
65;6;31.5999984741;40.0;7;74.5973447561;5;27.0750007629;37.0;16;43.4568536282;
66;6;33.5999984741;43.9817810059;8;74.8199394941;5;27.0750007629;38.0;16;43.5439035892;
67;6;34.5999984741;47.0;9;75.003952384;5;27.8381710052;37.0;16;43.6318233013;
68;7;34.5999984741;50.0;9;75.1950122118;5;27.0750007629;38.0;16;43.7204678059;
69;7;34.5999984741;50.0;9;75.3931847811;5;27.8911399841;37.0;16;43.8096864223;
70;7;34.5999984741;50.0;10;75.5985125303;5;27.0750007629;38.0;14;44.8993241787;
71;7;34.5999984741;50.0;12;75.811011672;5;28.0750007629;38.0;14;45.0892227888;
72;7;34.5999984741;50.0;12;76.0306699276;5;29.9717674255;37.0;15;46.468121767;
73;8;34.5999984741;50.0;10;79.3366650343;4;27.375;32.5;14;44.45434165;
