Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;6;20.0;
4;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;6;20.0;
5;1;12.8999996185;8.625;4;17.25;1;9.0;10.0;6;20.0;
6;1;13.8999996185;8.625;3;17.25;1;10.0;10.0;6;20.0;
7;1;14.8999996185;8.625;3;17.5949993134;1;11.0;10.0;6;20.0;
8;1;15.5569992065;8.79749965668;3;17.8861961365;1;11.0;10.0;6;20.3999996185;
9;1;15.7317180634;8.94309806824;3;18.6667137146;1;11.1199998856;10.1999998093;6;20.7264003754;
10;1;16.2000274658;9.3333568573;3;19.3355960846;1;11.2179203033;10.3632001877;6;20.9903717041;
11;1;17.2000274658;9.6677980423;3;19.8991127014;1;11.2971115112;10.4951858521;6;22.0419120789;
12;1;18.2000274658;9.94955635071;3;20.3669185638;1;11.6125736237;11.0209560394;6;22.9143505096;
13;1;19.2000274658;10.1834592819;3;20.7504444122;1;12.6125736237;11.4571752548;6;23.6214065552;
14;1;20.2000274658;10.3752222061;3;21.0616092682;2;14.6125736237;12.0107030869;5;25.1832637787;
15;1;21.2000274658;10.5308046341;4;21.25;2;16.2549781799;12.0916318893;5;25.6526100636;
16;1;22.2000274658;10.625;4;21.25;2;16.6957836151;12.3113050461;5;26.0223505497;
17;1;23.2000274658;10.625;4;21.25;2;16.8067054749;12.4808797836;5;26.091766119;
18;1;24.2000274658;10.625;4;21.25;2;16.8275299072;12.5;5;26.1235172749;
19;1;24.75;10.625;4;21.25;2;18.8255825043;12.5;6;26.1558350325;
20;1;24.75;10.625;4;21.25;2;19.8352775574;12.5;6;26.1887089014;
21;1;24.75;10.625;5;21.25;2;20.8451404572;12.5;6;26.2221269608;
22;1;24.75;10.625;5;21.25;2;21.8551654816;12.5;6;26.2560760975;
23;1;24.75;10.625;6;21.25;2;21.8768234253;12.5;6;26.2905418873;
24;1;24.75;10.625;6;21.25;2;21.8871631622;12.5;6;26.3255085945;
25;1;24.75;10.625;6;21.25;3;21.8976516724;12.5;5;26.3609591722;
26;1;24.75;10.625;6;21.25;4;21.9082870483;12.5;4;26.3968753815;
27;1;24.75;10.625;6;21.25;4;21.5;12.5;4;26.4332377911;
28;1;24.75;10.625;6;21.25;4;21.5;13.2166185379;4;26.4700255394;
29;1;24.75;10.625;6;21.25;4;21.5;13.2350130081;4;26.5072168112;
30;1;24.75;10.625;6;21.25;4;19.9521656036;13.5;4;26.5447884798;
31;1;24.75;10.625;6;21.25;4;18.9634361267;14.5;4;26.5827163458;
32;1;24.75;10.625;4;21.25;4;19.5;13.2913579941;4;26.6209751368;
33;1;24.75;10.625;4;21.25;4;17.9862918854;13.5;4;26.6595385075;
34;1;24.75;10.625;4;21.25;4;16.9978618622;14.5;5;26.6983793974;
35;1;24.75;10.625;5;21.25;4;16.009513855;15.5;5;26.7374696732;
36;1;24.75;10.625;5;21.25;4;15.021241188;16.5;5;26.7767804861;
37;1;24.75;10.625;6;21.25;4;15.5;15.3883905411;5;26.8162822723;
38;1;24.75;11.625;7;21.25;4;16.5;14.4081411362;5;26.8559447527;
39;1;24.75;12.625;7;21.25;4;18.0567836761;12.5;4;26.8957372904;
40;1;24.75;13.625;7;21.25;4;19.0687217712;12.5;4;27.9356285334;
41;1;24.75;14.625;8;21.25;4;20.5;13.9678144455;4;28.0155870914;
42;1;24.75;15.625;8;21.25;4;23.0926761627;12.5;4;28.0967650414;
43;2;24.75;15.625;7;21.25;4;23.5;14.0405921936;4;28.1791322231;
44;2;24.75;15.625;6;21.25;4;23.8370666504;13.5277891159;5;28.2626553774;
45;2;24.75;15.625;7;21.25;4;21.5;15.1313276291;5;28.3472980261;
46;2;24.75;15.625;7;21.25;4;23.5041885376;18.1313266754;7;28.4330210686;
47;2;24.75;15.625;7;21.25;4;24.5299072266;21.1313266754;7;28.5197820663;
48;2;24.75;15.625;8;21.25;4;23.5;24.1313266754;7;28.6075353622;
49;2;24.75;15.625;8;21.25;4;23.9059104919;27.1313266754;6;28.6962321997;
50;2;24.75;15.625;7;21.25;4;24.1881561279;28.0835533142;7;28.7858208418;
51;2;24.75;15.625;5;21.25;5;23.5;29.2264137268;6;28.8762462139;
52;2;24.75;15.625;5;21.25;5;23.9513092041;27.5;7;28.9674503803;
53;2;24.75;15.625;4;21.25;5;22.6902351379;28.5;7;29.0593717098;
54;2;24.75;15.625;6;21.25;5;21.7178115845;29.5;7;29.151946187;
55;2;24.75;15.625;6;21.25;5;21.5;29.332572937;7;29.2451066971;
56;2;24.75;15.625;6;21.25;5;23.2573299408;28.3603382111;8;29.3387830257;
57;3;24.75;15.625;6;21.25;5;24.0331306458;28.5;8;30.4329024553;
58;3;24.75;15.625;7;21.25;5;25.2795581818;29.4171886444;8;30.5673896074;
59;3;24.75;15.625;8;21.25;5;26.8582172394;29.5;8;30.7033509016;
60;3;24.75;15.625;8;21.25;5;26.0853767395;31.5;8;30.8407082558;
61;3;24.75;15.625;8;21.25;5;26.6489906311;32.5;9;30.9793783426;
62;3;24.75;15.625;8;22.046875;5;26.1212539673;33.5;11;31.1192735434;
63;3;25.2281265259;16.0234375;8;22.6979465485;5;25.8635520935;34.8879623413;11;31.26030159;
64;3;25.6187667847;16.3489723206;8;23.2204647064;5;26.5351200104;33.9049530029;11;31.4023656845;
65;3;25.9322776794;16.6102333069;8;24.6336803436;5;25.5;35.5740814209;12;31.5453646183;
66;3;27.1802082062;17.8168411255;8;25.0465925932;6;25.5;32.5;13;31.689193368;
67;3;28.3739547729;18.9782962799;8;25.1871190071;6;25.5;32.5;13;31.8337424994;
68;3;28.4000015259;20.0;9;25.2917383909;6;25.5;32.5;13;31.9788999557;
69;3;28.4000015259;21.0;6;25.4042263031;6;25.5;32.5;14;32.1225290298;
70;3;26.4000015259;23.0;6;26.5249304771;6;25.5;32.5;14;32.2385926247;
71;3;28.4000015259;23.0;6;26.5791694522;6;25.5;32.5;14;33.5002893209;
72;2;25.4000015259;20.0;5;24.8575000167;7;25.7999992371;33.0;12;36.2005969286;
73;2;26.4000015259;20.0;5;24.7967500091;7;27.0340003967;35.2836799622;12;37.2034003735;
74;2;27.4000015259;21.0;5;24.742075026;7;28.2123565674;35.6872596741;13;38.069421649;
75;2;25.4000015259;23.0;6;24.6928675175;8;29.9096641541;36.9097442627;12;39.6835253239;
76;2;26.4000015259;22.0;6;24.6485807896;8;31.0107345581;39.0;12;40.2293182611;
77;2;27.4000015259;22.0;6;24.6087226868;8;31.4047679901;42.0;12;40.8507785797;
78;2;25.4000015259;23.0;7;24.5728504062;8;31.0850067139;43.0;14;41.5058044195;
79;3;26.4000015259;22.0;6;24.5405653715;8;28.3999996185;46.7294158936;14;42.1961181164;
80;3;27.4000015259;22.0;6;24.5115088224;8;27.3999996185;49.0066986084;14;42.9233688116;
81;3;25.4000015259;23.0;6;24.4853579402;8;26.3999996185;51.0387535095;15;43.6890609264;
82;3;26.4000015259;22.0;6;24.4618221521;9;25.3999996185;52.2555732727;14;44.4944643974;
83;3;27.4000015259;22.0;7;24.4406399429;9;24.3999996185;56.2555732727;14;47.340502739;
84;3;25.4000015259;23.0;7;24.4215759635;9;25.3999996185;62.2555732727;14;48.2876219749;
85;3;26.4000015259;22.0;7;24.4044183791;9;26.3999996185;68.255569458;16;49.2768259048;
86;3;27.4000015259;22.0;7;24.3889765441;10;27.3999996185;71.255569458;16;50.3071401119;
87;3;25.4000015259;23.0;7;24.3750788867;10;28.3999996185;75.255569458;16;51.3766453266;
88;3;26.4000015259;22.0;7;24.3625710011;10;29.3999996185;77.7564544678;16;52.4823360443;
89;3;27.4000015259;22.0;8;25.351313889;10;30.3999996185;79.2661209106;16;53.6200120449;
90;4;26.4000015259;24.0;7;25.3711824715;10;31.3999996185;80.623840332;17;54.7606649399;
91;4;28.4000015259;24.0;7;25.3926552236;10;30.3999996185;77.9839172363;17;55.2854411602;
92;4;29.4000015259;25.0;8;25.4156239331;10;29.3999996185;77.2937011719;17;56.8233931065;
93;4;27.4000015259;27.0;8;25.4399892986;11;30.3999996185;77.0684738159;15;72.2688391209;
94;4;28.4000015259;27.0;8;25.4656598568;11;31.3999996185;78.1679000854;16;73.7765720487;
95;4;29.4000015259;27.0;8;25.4925512373;11;32.4000015259;79.272567749;17;75.1958652735;
96;4;27.4000015259;28.0;8;25.5205850601;11;32.4000015259;80.3806838989;17;76.5110942721;
97;4;28.4000015259;27.0;9;26.5496883988;11;32.4000015259;81.4906616211;17;77.7141513824;
98;4;30.4000015259;28.0;11;26.6597929895;11;33.4000015259;85.3413162231;20;79.4438875318;
99;4;29.4000015259;30.0;11;26.819570601;11;29.3999996185;81.7889022827;20;80.374936223;
100;4;30.4000015259;30.0;11;26.9940139055;11;28.3999996185;81.8312530518;20;81.2049838603;
