Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;1;10.0;10.0;4;20.0;
7;1;14.8999996185;8.625;4;17.5949993134;1;11.0;10.0;4;20.0;
8;1;15.5569992065;8.79749965668;4;17.8861961365;1;11.0;10.0;4;20.3999996185;
9;2;16.3317184448;8.94309806824;3;19.6667137146;2;11.1199998856;10.3999996185;3;21.7264003754;
10;2;16.2000274658;9.3333568573;3;20.4030960798;2;11.5179204941;10.3632001877;3;21.9903717041;
11;2;18.2000274658;9.6677980423;3;21.6180169582;2;11.597111702;10.4951858521;3;23.0619120598;
12;2;20.2000274658;10.2395906448;3;22.6703313589;2;11.9185733795;11.0209560394;3;23.9545464516;
13;2;21.2000274658;10.728102684;3;23.5636899471;2;13.9185733795;11.4571752548;4;24.6819883585;
14;2;22.2000274658;11.1351051331;3;24.3108084202;2;15.9185733795;11.8107032776;4;25.2644146681;
15;2;22.7602882385;11.4669075012;3;24.9297533035;2;16.9369182587;12.0916318893;4;25.7245066166;
16;2;23.0790023804;11.7325019836;3;25.4406664371;2;17.9431419373;12.3113050461;4;26.0845712423;
17;2;23.3303108215;11.9419269562;3;25.8633710146;2;18.9494171143;12.4808797836;3;26.1438889503;
18;2;23.5260848999;12.1050710678;3;26.0040224791;2;19.955739975;12.5;3;26.1651208401;
19;2;23.5499992371;12.125;3;26.109193325;2;20.9621105194;12.5;3;26.1864993572;
20;2;25.5260848999;12.125;4;26.2187148333;2;21.8559494019;12.5;3;26.2080165148;
21;2;26.5260848999;12.125;4;26.332531929;2;21.8624038696;12.5;3;26.2296639681;
22;2;27.5260848999;12.125;4;26.4505586624;2;21.8688983917;12.5;3;26.2514331341;
23;2;28.5260848999;12.125;3;26.5726773739;2;21.5;12.8754301071;3;26.2733153105;
24;2;28.5499992371;12.125;3;26.6987366676;2;21.5;12.8819942474;3;26.2953014374;
25;3;28.5499992371;12.125;2;26.8285505772;3;21.5;12.8885908127;2;26.3173824549;
26;3;28.5499992371;12.125;2;26.9618990421;3;21.8952140808;12.5;3;26.3395489454;
27;3;28.5499992371;12.125;2;27.0985271931;3;21.9018650055;12.5;3;26.3617914915;
28;3;28.5499992371;12.125;3;27.2381470203;3;21.5;13.1808958054;3;26.3841004372;
29;4;28.5499992371;13.125;2;27.3804380894;3;21.5;13.1920499802;3;26.4064661264;
30;4;28.5499992371;13.6902189255;2;27.225051403;3;19.9219398499;13.5;3;26.428878665;
31;4;28.3699989319;13.6125259399;2;27.1016077995;3;18.9286632538;14.5;3;26.4513280392;
32;4;28.2080001831;13.5508041382;2;27.0067083836;3;17.9353981018;15.5;3;26.4738043547;
33;4;28.0621986389;13.5033540726;2;26.9372322559;3;16.9421405792;16.5;4;26.4962974787;
34;4;27.9309806824;13.4686164856;3;27.8903141022;3;15.9488887787;17.5;4;27.5187973976;
35;4;28.8128814697;16.4686164856;3;28.0633232594;3;15.9556388855;18.5;4;27.5712938309;
36;4;29.7065925598;19.4686164856;3;29.0484329462;3;16.462387085;19.5;4;27.6243678331;
37;4;31.0363311768;22.4686164856;4;29.9812723398;3;16.787311554;20.5;4;27.6780022383;
38;4;32.2968597412;24.6091499329;4;30.8933384418;3;16.803401947;21.5;8;27.7321790457;
39;4;33.5001487732;26.6091499329;5;31.6370072365;4;16.7376880646;22.5;5;42.786878705;
40;5;33.5499992371;28.125;4;32.3982486725;4;18.0;22.7819652557;5;43.5920808315;
41;5;33.5499992371;28.820224762;4;33.2732725143;4;20.3209514618;22.2605514526;5;44.3171380758;
42;5;33.5499992371;29.1865539551;4;34.2736959457;4;21.4524211884;22.0621776581;5;44.9611941576;
43;5;33.5499992371;29.6169433594;4;35.4078645706;4;22.0;22.858795166;5;45.5267484188;
44;5;33.5499992371;30.1157341003;4;37.67867136;4;23.3484458923;22.2911701202;6;46.0187880993;
45;5;34.5499992371;31.6845264435;4;39.0962001085;4;25.8282146454;23.4960365295;6;46.4439167976;
46;5;36.5499992371;30.6845264435;4;41.6307053566;4;27.5937023163;25.4592628479;6;46.8095648289;
47;6;39.1680412292;31.6845264435;3;58.0537745953;4;28.609287262;27.4284706116;6;47.1233561039;
48;6;39.1771278381;35.6845245361;4;60.6959513426;4;29.6249599457;29.4028949738;6;47.2989362478;
49;6;41.186252594;39.6845245361;4;63.3896467686;4;29.9157104492;30.6000003815;7;47.3575457335;
50;6;42.4961662292;42.6845245361;4;66.1130386591;4;29.9315357208;30.6000003815;7;47.4163900614;
51;6;43.8771438599;45.6845245361;5;68.8513877392;4;29.9474258423;30.6000003815;8;47.4754370451;
52;7;45.3540458679;47.6845245361;4;71.6007635593;4;29.9633674622;30.6000003815;8;47.5346535444;
53;7;46.9450759888;48.6845245361;5;76.3885091543;4;29.9793567657;30.6000003815;9;47.5940055847;
54;7;49.371547699;50.139213562;5;81.087459445;4;29.9953804016;30.6000003815;10;47.6534588337;
55;7;51.0662994385;51.4965553284;5;85.7261596918;4;30.0114345551;30.6000003815;10;47.7129781246;
56;7;52.502166748;52.7715911865;6;90.3292571306;4;30.0275020599;30.6000003815;10;47.7725278139;
57;7;53.8454208374;53.9797973633;7;94.5915160179;4;30.0435829163;30.6000003815;11;47.8162822723;
58;7;54.9795646667;55.0595245361;8;98.6680630445;4;30.0553970337;30.6000003815;12;47.8559447527;
59;7;53.0069236755;57.0595245361;9;102.616543412;4;30.0661048889;30.6000003815;12;47.8957372904;
60;7;52.0348358154;59.0595245361;10;106.26655829;4;30.0768489838;30.6000003815;12;47.9356285334;
61;8;51.063293457;60.4199752808;9;110.255459428;4;30.0876197815;30.6000003815;14;47.9755871296;
62;9;51.0922737122;62.5;11;124.677414536;4;30.0984096527;30.6000003815;15;48.015581131;
63;9;52.121761322;65.5;12;127.206859827;4;30.1092071533;30.6000003815;15;48.0555787086;
64;10;53.1517410278;66.5;11;141.983625412;4;30.1200065613;30.6000003815;16;48.0955479145;
65;10;54.182182312;67.5;12;144.38010478;4;30.1307983398;30.6000003815;16;48.135456562;
66;10;56.2130699158;69.5;12;146.380464077;4;27.6015739441;32.5200004578;17;48.17527318;
67;10;57.2443695068;71.2288513184;13;147.87966609;4;26.0249996185;34.5200004578;17;49.8067183495;
68;10;58.2760620117;72.2838287354;13;149.013764024;4;25.2950000763;36.0488891602;17;51.1240775585;
69;10;59.3081207275;73.342086792;15;150.04083693;4;25.8512020111;36.4099998474;17;52.1724691391;
70;11;60.340511322;75.4036865234;16;150.966266632;4;25.3911209106;38.7072601318;18;52.9991104603;
71;12;59.3732032776;76.4686889648;16;151.797716618;4;25.5112609863;40.0442886353;18;53.4853658676;
72;12;58.4061660767;77.5;17;152.544245243;4;25.5599994659;41.163269043;19;53.5478637218;
73;12;58.4393577576;81.5;17;153.130956411;4;26.2479228973;41.0200004578;19;53.6103408337;
74;12;58.4727554321;84.684135437;18;153.589459896;4;25.5599994659;43.0200004578;23;53.6727190018;
75;13;58.5063171387;87.7626647949;17;153.958132267;4;26.2816333771;43.0200004578;23;53.7349207401;
76;13;57.5400047302;88.8444213867;17;155.184123755;4;26.2984275818;44.0200004578;23;53.7968688011;
77;13;58.5737800598;91.9292678833;17;156.453561664;4;26.3151550293;45.0200004578;23;53.858487606;
78;13;66.3874053955;96.6238632202;18;156.751995921;4;26.3317909241;46.0200004578;24;53.9197025299;
79;13;70.9582366943;100.750572205;18;161.882090926;4;25.5599994659;48.0200004578;24;53.9804410934;
80;13;70.3141708374;106.880767822;18;165.762452245;4;26.5599994659;46.391002655;24;54.0406329632;
81;13;69.5448150635;111.014060974;19;168.648494959;4;26.3809700012;46.0200004578;25;54.1002101898;
82;13;69.7707748413;115.150039673;21;170.711476564;4;25.5599994659;48.0200004578;25;54.1591076851;
83;13;72.8571777344;117.288215637;21;171.544972897;4;25.4129581451;46.0200004578;26;54.2172634602;
84;13;72.9047775269;122.428092957;22;172.112175345;4;25.4286613464;46.0200004578;26;54.2746188641;
85;14;73.2739181519;127.569137573;22;172.680153847;4;26.44414711;47.0200004578;27;54.3311185837;
86;14;73.4332046509;132.710800171;23;173.247933507;4;25.4594020844;46.0200004578;27;54.3867111206;
87;14;73.7935791016;137.052490234;23;174.53344202;4;22.5599994659;49.0200004578;27;54.4413485527;
88;14;72.8858642578;141.846710205;24;175.826759219;4;21.5599994659;51.6030197144;21;54.4949872494;
89;14;74.9766693115;144.44708252;25;177.200132489;4;21.5599994659;50.6276931763;21;54.5475871563;
90;14;78.0733337402;145.087646484;25;178.645883918;4;19.5599994659;52.651889801;21;54.5991127491;
91;14;76.1753234863;149.764465332;24;181.153931141;4;18.5599994659;54.6755905151;21;54.6495323181;
92;14;79.2818832397;153.472366333;29;183.772033095;4;19.0;53.6987838745;23;54.6988179684;
93;14;84.3921051025;156.205001831;29;185.489177823;4;18.0;55.7214508057;23;54.7469463348;
94;14;83.6172561646;162.955230713;27;187.233258009;4;18.0;57.7435913086;23;54.7938976288;
95;14;84.701751709;169.715301514;29;188.988763094;4;19.0;56.7651901245;24;54.8396558762;
96;14;86.8773040771;173.477340698;30;190.740355849;4;18.0;58.786239624;23;54.884209156;
97;14;89.0055236816;174.233718872;31;192.473507524;4;18.0;60.8067321777;22;54.9275488853;
98;14;88.2257766724;180.908477783;32;194.175021768;4;20.0;56.8266677856;24;54.9696698189;
99;14;91.3509292603;180.685714722;34;195.833407998;4;18.0;58.8460464478;25;55.0;
100;15;93.4733123779;182.440719604;34;197.43909514;4;18.0;60.8599967957;25;55.0;
