Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
4;1;11.8999996185;8.625;6;17.25;1;9.0;10.0;5;20.0;
5;1;12.8999996185;8.625;6;17.25;1;9.0;10.0;5;20.0;
6;2;14.8999996185;8.625;5;18.25;1;10.0;10.0;5;20.0;
7;2;16.8999996185;8.625;5;18.75499928;1;11.0;10.0;4;20.0;
8;2;18.5569992065;8.79749965668;5;19.2299400568;1;11.0;10.0;3;20.3999996185;
9;2;19.5379638672;8.94309806824;5;20.2745873928;1;11.1199998856;10.1999998093;3;20.7264003754;
10;2;20.1647510529;9.3333568573;5;21.2552706003;1;11.2179203033;10.3632001877;3;20.9903717041;
11;2;22.1647529602;9.6677980423;5;22.1850674152;2;11.2971115112;10.6951856613;2;23.0419120789;
12;2;24.1647529602;9.94955635071;5;23.0806679726;2;11.9125738144;11.0209560394;2;23.9343504906;
13;2;25.8282775879;10.1834592819;5;23.960436821;2;13.9125738144;11.4571752548;3;24.6616024971;
14;2;26.3762626648;10.3752222061;5;24.8426594734;2;15.9125738144;11.8107032776;3;25.243845582;
15;2;26.9055976868;10.5308046341;5;25.6821074486;2;16.9307479858;12.0916318893;3;25.7037609816;
16;2;27.4092636108;10.625;5;26.4164142609;2;17.9369182587;12.3113050461;3;26.0636560917;
17;2;27.8498497009;10.625;5;27.2344427109;2;18.9431419373;12.4808797836;3;26.1228116751;
18;2;28.3406658173;10.625;5;28.1330399513;2;19.9494171143;12.5;2;26.1438889503;
19;2;28.8798236847;10.625;5;29.1047158241;2;20.955739975;12.5;2;26.1651208401;
20;2;29.4628295898;10.625;5;30.1372404099;2;21.8495368958;12.5;5;26.1864993572;
21;2;32.0823440552;10.625;5;31.2137308121;3;21.0703544617;12.5;2;35.4771052599;
22;2;33.7282409668;10.625;6;32.3133544922;3;22.0761642456;12.5;2;35.9372655153;
23;2;35.3880119324;10.625;6;33.4126806259;3;23.0820083618;12.5;3;36.3757236004;
24;2;37.0476074219;10.625;6;34.4875354767;3;24.0878868103;12.5;3;36.7899941206;
25;2;37.6925201416;10.625;6;35.5150947571;3;24.75;12.8565282822;3;37.1783103943;
26;3;38.3090591431;10.625;5;36.4758358002;3;25.5484085083;12.5;3;37.5396133661;
27;3;38.8855018616;10.625;5;37.3550014496;3;25.630695343;12.5;2;37.8735073805;
28;3;39.4130020142;10.625;5;38.1433410645;3;25.3451404572;13.1161928177;2;38.1801823378;
29;3;39.8860054016;10.625;5;38.8370933533;3;25.4091377258;13.1264238358;2;38.4603219032;
30;3;37.8860054016;11.625;5;39.4373245239;3;23.8408565521;13.5;2;38.7150074244;
31;3;38.8860054016;13.625;6;39.9488754272;3;22.8991661072;14.5;2;38.9456137419;
32;4;39.8860054016;15.625;5;40.3791599274;3;21.9520626068;15.5;2;39.1537196636;
33;4;40.8860054016;17.625;5;40.7370357513;3;20.9998970032;16.5;2;39.3410233259;
34;4;41.4422225952;19.625;5;41.031867981;3;20.0430526733;17.5;2;39.4962974787;
35;4;41.6191215515;20.625;5;41.25;4;19.3289985657;18.5;2;39.5187973976;
36;4;41.75;20.625;5;41.25;4;19.3350753784;19.5;4;39.5412938595;
37;4;41.75;20.625;5;42.25;4;19.3411483765;20.5;4;39.5637768507;
38;4;42.75;21.625;5;42.4025000334;4;19.3472194672;21.5;4;39.5862361193;
39;4;43.75;22.625;6;42.5764987469;4;19.3532829285;22.5;4;39.6086617708;
40;4;44.5458984375;23.625;6;42.774458766;4;19.359336853;23.5;4;39.6310436726;
41;4;44.6646728516;24.625;6;42.9989435673;4;19.9249992371;22.2502803802;4;39.6533719301;
42;5;44.7993659973;25.625;6;43.2525589466;4;19.3714103699;22.5;5;39.6756366491;
43;5;43.75;26.625;6;43.5378723145;4;19.3774204254;23.5;5;40.6978281736;
44;5;43.75;26.7689361572;6;43.8573079109;4;20.9249992371;24.5;5;40.7699368;
45;5;43.75;26.928653717;6;46.0815908909;4;22.9249992371;26.5;6;40.8439280987;
46;5;44.828125;27.5407943726;7;48.0571637154;4;24.2225341797;28.5;6;40.9198176861;
47;5;45.7227668762;28.108581543;7;49.8146276474;4;25.713350296;30.2000007629;6;40.9976161718;
48;5;46.4503631592;28.6422424316;7;51.3913059235;5;26.7343559265;31.2000007629;6;41.0773286819;
49;5;47.0321731567;29.1523513794;7;52.8252658844;5;26.9249992371;31.7841873169;6;41.1589540243;
50;5;47.4909591675;29.6484603882;7;53.9444012642;5;28.0341110229;32.0412979126;8;41.2424846888;
51;5;47.7247619629;30.0349006653;7;54.8546390533;5;27.6749992371;32.6915435791;8;41.3279057741;
52;5;47.8000030518;30.427318573;7;56.6871595383;5;28.1803321838;31.8698997498;8;41.415194869;
53;5;48.8000030518;31.843580246;7;57.6242960691;5;27.6749992371;32.7709922791;10;41.5043216944;
54;5;48.8000030518;31.843580246;7;58.5892350674;5;28.1916923523;31.9316978455;10;42.5952475071;
55;5;49.4833030701;32.8435821533;8;59.5670007467;5;29.6457157135;32.2000007629;10;42.8579246998;
56;5;49.5284805298;34.0;9;60.5415809155;5;30.6707401276;33.2000007629;12;43.1492078304;
57;6;49.5760917664;36.0;8;61.4970362186;5;30.0440673828;35.9398574829;13;43.4725687504;
58;6;48.8000030518;37.0;8;62.4186458588;5;30.7221412659;35.2000007629;13;43.8158862591;
59;6;48.8000030518;38.7323760986;8;63.2939150333;6;30.2042160034;37.1200027466;9;64.4446787834;
60;6;48.8000030518;39.7784042358;8;64.1133013964;6;32.3475646973;37.2000007629;9;65.8794677258;
61;6;49.7919387817;38.0;8;64.8705719709;7;33.4615821838;38.2000007629;8;67.1966683865;
62;6;50.8524169922;38.0;10;65.5627865791;7;32.8096160889;39.2000007629;9;68.4104454517;
63;6;51.337677002;38.0;10;66.1899615526;7;33.7285957336;40.2000007629;9;69.5404007435;
64;6;51.7139816284;38.0;10;66.754527092;7;33.8831138611;41.2000007629;10;70.6078393459;
65;6;52.0527191162;38.0;11;67.2606782913;7;34.0522422791;42.2000007629;11;71.6328303814;
66;6;52.3564109802;38.0;13;67.7137429714;7;34.2360076904;43.2000007629;11;74.7045199871;
67;6;52.6282501221;39.0;13;68.1196122169;7;34.8024940491;44.6739997864;11;77.4121272564;
68;6;52.8717727661;40.0;14;68.4842932224;7;35.3253097534;46.040927887;12;79.8157522678;
69;6;52.0905761719;41.0;14;68.7118990421;7;35.8125534058;47.3178253174;12;81.9737136364;
70;6;49.227142334;43.0;15;68.8485271931;7;35.7314872742;49.4424285889;14;83.6323664188;
71;6;47.3091201782;45.0;16;68.9881470203;7;36.1207389832;50.5199966431;14;84.8175227642;
72;6;45.3928909302;47.0;16;69.1304380894;7;36.4407310486;51.5199966431;13;86.0093924999;
73;6;45.478263855;46.0;16;69.2750506401;7;35.9068603516;53.5199966431;15;87.1836438179;
74;6;46.1650314331;46.0;17;69.4216074944;7;37.0795822144;53.5199966431;16;88.3166787624;
75;6;47.2529678345;47.0;17;69.5697081089;7;37.3855018616;54.5199966431;13;89.387663126;
76;7;48.3418273926;48.0;16;69.7189323902;7;37.6746673584;55.5199966431;13;90.3801686764;
77;7;49.4313621521;50.0;15;71.1477651596;8;37.9426422119;56.5199966431;12;101.283141613;
78;7;50.688659668;52.0;16;71.7507597208;8;39.1864471436;58.5199966431;12;102.591102362;
79;7;49.6504592896;55.0;16;72.4023368359;8;40.4045944214;60.5199966431;12;103.776152134;
80;7;49.0414047241;58.0;16;73.1017343998;8;41.5969848633;62.5199966431;16;104.838930368;
81;7;48.4610443115;61.0;17;73.8472604752;8;42.7646179199;64.3785552979;16;105.784030914;
82;7;47.9083557129;63.0;19;75.636284709;8;43.9092941284;65.3376312256;16;106.618808746;
83;8;50.3817710876;63.0;18;76.525285244;9;44.6930541992;66.3000717163;17;107.352285385;
84;8;51.5741958618;65.0;18;77.4529120922;10;43.7915420532;67.3459091187;18;107.994264126;
85;8;52.9223670959;67.0;19;78.4142774343;10;44.953163147;68.2350692749;18;108.389585972;
86;8;54.2708511353;70.0;19;79.4040195942;10;42.0476989746;70.2074356079;18;108.709630013;
87;8;56.6155967712;70.0;19;80.4164882898;10;41.1215019226;72.1828308105;19;108.999463081;
88;9;55.9526634216;73.0;18;81.4459143877;10;40.1215019226;72.5428314209;19;109.261271;
89;9;56.2783927917;76.0;19;83.4865379333;10;40.1215019226;74.5428314209;20;110.497339249;
90;9;58.5895652771;77.0;18;84.5926939249;10;41.1215019226;77.5428314209;18;110.714287877;
91;9;58.8835334778;81.0;17;85.7018039227;10;42.1100006104;80.5428314209;22;110.887128353;
92;9;59.1582756042;84.7312698364;21;86.8085076809;11;42.1100006104;83.5428314209;20;111.067328215;
93;9;60.4124526978;85.1013946533;22;87.9075139761;11;42.4683609009;86.5428314209;22;111.255432963;
94;9;59.645362854;87.768371582;22;88.9935747385;12;42.1100006104;89.5428314209;21;111.451972723;
95;9;57.8568916321;91.231262207;23;91.0614835024;12;42.5405349731;90.2628326416;22;111.657450557;
96;9;59.0474319458;92.703704834;21;92.1561174393;13;42.1100006104;94.2628326416;21;111.872325182;
97;9;58.2177963257;97.181137085;21;93.3327651024;13;42.1100006104;96.7626800537;22;112.079355955;
98;9;57.3690948486;101.703414917;26;94.4906599522;13;42.6714248657;97.5428314209;23;113.264847994;
99;9;56.5026473999;101.827072144;25;95.6260055304;13;43.1100006104;101.542831421;23;113.522685766;
100;9;57.5026473999;102.957199097;25;96.7355229855;13;44.1100006104;105.11894989;23;114.795897007;
101;9;60.5026473999;104.932617188;26;97.7140738964;13;45.8316955566;107.542831421;27;115.12447083;
102;9;63.5026473999;106.02154541;26;98.6359511614;14;46.431022644;112.342834473;25;116.469412088;
103;9;66.5026397705;106.171218872;26;99.5437947512;14;47.1100006104;116.062835693;24;117.089088082;
104;9;69.5026397705;106.798042297;26;100.435044169;15;47.5778579712;118.962532043;22;117.746982574;
105;9;72.5026397705;107.41368866;27;101.307944655;15;47.1100006104;123.066841125;23;118.443769693;
106;9;76.5026397705;105.756484985;27;102.161427259;15;46.6990394592;124.181610107;21;119.179848552;
107;9;79.875;105.110832214;29;102.994963884;15;46.2407341003;124.062835693;21;120.955301285;
108;9;82.875;104.475593567;30;103.808410406;15;48.1259155273;124.062835693;22;122.829857111;
109;9;85.875;103.849464417;31;104.601855755;15;49.5332641602;129.062835693;22;123.816420078;
110;9;88.875;103.230987549;30;105.375493169;15;52.1100006104;130.062835693;23;128.006034493;
111;9;90.875;102.618553162;30;106.129516125;15;52.3799972534;134.941101074;24;131.71650207;
112;9;92.875;102.010437012;31;106.840087414;15;53.2705688477;139.578216553;26;135.015880108;
113;9;94.875;101.404830933;31;107.415809631;15;54.2573165894;141.679107666;26;137.982616067;
114;9;96.875;100.799842834;31;107.990635872;15;55.7161560059;142.955108643;28;140.520442605;
115;10;98.875;100.193603516;29;108.562104702;15;54.8415985107;143.062835693;30;142.767804742;
116;10;100.875;99.5841827393;30;109.127815962;15;54.9938735962;145.062835693;32;144.770258188;
117;10;99.875;106.193603516;30;109.685475588;15;56.0898208618;144.062835693;32;146.547049999;
118;10;99.875;107.193603516;31;110.232930899;15;55.1551055908;146.062835693;33;148.353376031;
119;10;98.875;108.193603516;29;110.768206358;15;55.2234573364;148.062835693;31;150.178506732;
120;10;96.875;112.193603516;28;111.289530993;15;56.2946624756;147.062835693;32;152.011018991;
121;10;95.875;116.193603516;27;111.795356989;15;55.3684921265;149.062835693;32;153.839168549;
122;11;95.875;121.193603516;24;113.284373999;15;55.4446334839;151.062835693;27;155.606083393;
123;11;97.875;120.193603516;21;113.800515294;15;56.5227432251;150.062835693;23;157.333336353;
124;11;94.875;125.193603516;22;114.299511313;15;55.6024169922;151.626983643;23;158.926169872;
125;11;94.875;127.193603516;23;114.780784369;15;55.6832275391;153.003997803;24;160.48549509;
126;11;93.875;129.193603516;21;115.243976116;15;58.7647171021;150.003997803;24;162.152822495;
127;11;93.875;130.193603516;21;115.688930273;15;63.7647171021;153.003997803;24;163.759725571;
128;11;93.875;131.193603516;22;116.115674376;15;70.7647171021;155.266601562;24;165.294064999;
129;10;92.875;135.193603516;24;116.524397612;16;76.9104156494;157.311645508;24;166.708873987;
130;10;92.875;139.193603516;24;116.915426731;16;80.5081634521;158.96836853;25;168.057536364;
131;10;92.875;143.193603516;24;117.267948747;16;83.8704528809;160.311218262;28;169.339464903;
132;10;93.875;144.193603516;26;117.536718726;16;88.078163147;161.390960693;30;170.435537815;
133;10;93.875;145.193603516;27;117.114819169;16;93.4211730957;161.732391357;31;171.480165005;
134;10;93.875;146.193603516;28;117.506341934;16;97.7524337769;162.050415039;33;172.473893881;
135;11;92.875;150.193603516;18;117.879820943;16;102.070823669;162.346466064;29;173.417704582;
136;11;94.875;148.193603516;17;118.221619606;16;105.615440369;162.622116089;27;174.252091408;
137;11;92.875;152.193603516;17;118.471969962;16;108.525566101;162.840042114;24;174.958678007;
138;11;94.875;150.193603516;18;118.713432789;16;110.800743103;162.989044189;26;175.639930248;
139;11;94.875;148.193603516;18;118.882791519;16;112.060699463;163.135070801;27;176.294996738;
140;11;92.875;152.193603516;20;119.791810513;16;113.305335999;163.277862549;28;176.923299789;
141;11;94.875;150.193603516;21;121.664891005;16;114.534767151;163.417114258;29;177.524509907;
142;11;94.875;152.193603516;22;122.594175816;16;115.749198914;163.55255127;30;178.096977234;
143;11;94.875;157.193588257;24;123.490742803;16;114.861572266;171.417114258;31;178.59395647;
144;11;96.875;156.193588257;24;124.35404563;16;115.964897156;172.417114258;33;179.066136837;
145;11;95.875;158.193588257;25;125.184331179;16;115.059593201;176.417114258;35;179.513908386;
146;11;95.875;160.193588257;26;125.982517481;16;114.996154785;181.283996582;37;179.863044262;
147;11;95.875;161.193603516;25;126.750056624;16;110.658630371;188.283996582;29;180.170419216;
148;11;95.875;162.193588257;28;126.644625664;16;108.658630371;195.283996582;30;180.399310112;
149;11;95.875;163.193588257;33;127.419702768;16;107.808631897;199.284011841;31;180.603415489;
150;11;94.875;162.193588257;34;128.133938074;16;106.808631897;203.284011841;34;180.799280167;
151;11;92.875;164.193588257;35;128.822879314;16;105.808631897;207.284011841;36;180.9868536;
152;11;91.875;166.193588257;32;129.488494396;16;104.808631897;211.284011841;28;181.166136742;
153;11;90.875;168.193588257;33;130.132760763;16;106.129997253;209.284011841;29;181.237176418;
154;11;91.875;167.193588257;31;130.610586166;16;104.053001404;213.284011841;29;181.464960575;
155;11;89.875;172.193588257;32;130.993956566;17;106.102973938;195.802764893;28;188.773325443;
156;11;91.875;171.193588257;31;131.38631916;17;102.028678894;203.002761841;27;189.171112537;
157;11;91.875;170.193588257;31;131.786525249;17;104.079811096;191.502746582;27;189.337836742;
158;11;89.875;175.193588257;32;132.193282843;17;105.007827759;191.502746582;26;189.500979424;
159;11;91.1275253296;174.193588257;32;132.605165482;17;105.94304657;194.502746582;26;189.659490585;
160;11;90.2969207764;173.193588257;32;133.020627975;17;102.884742737;198.703735352;25;189.907188416;
161;11;87.463432312;179.193588257;33;133.43802309;17;99.9424209595;202.687683105;26;190.129499912;
162;11;88.6265869141;179.193588257;33;133.855627537;17;101.997543335;205.672607422;26;190.858804703;
163;11;87.7859802246;179.193588257;33;139.558776379;17;102.050140381;211.658508301;27;191.406106472;
164;11;86.4784469604;185.193588257;35;144.510088921;17;104.840332031;212.645355225;30;191.736402035;
165;11;86.9837646484;191.193588257;35;148.771613598;17;102.876029968;216.633117676;30;192.067261219;
166;13;87.3100814819;195.972961426;28;167.695904732;15;92.557723999;213.621795654;30;177.348670006;
167;13;91.470375061;197.949188232;29;170.942950249;15;94.6416168213;214.611297607;33;177.862742424;
168;13;92.4803390503;202.926010132;34;173.367096424;15;94.7099990845;212.602752686;36;178.269133568;
169;13;87.3567352295;225.001571655;34;175.298681259;15;93.7099990845;213.402740479;36;178.652794838;
170;13;86.5650863647;235.740219116;37;176.879174709;15;94.7099990845;214.402740479;36;179.013498783;
171;13;87.0224990845;246.087677002;41;177.959910393;15;91.7099990845;215.402740479;40;179.351295471;
172;13;87.2501983643;254.419616699;42;178.722989559;15;93.7099990845;212.402740479;42;179.466478348;
173;13;87.4601364136;255.103118896;43;179.299599171;15;93.7099990845;213.402740479;42;179.579548836;
174;13;87.6594696045;257.424621582;42;179.845700741;15;93.7099990845;214.402740479;43;179.689184189;
175;13;87.8479766846;260.84262085;43;180.315018654;15;93.7099990845;215.402740479;47;179.794400215;
176;13;88.0255889893;265.635681152;45;180.739722252;15;94.7099990845;213.402740479;48;179.894499779;
177;13;88.1923522949;263.002868652;35;181.135214806;15;93.7099990845;214.402740479;38;179.920937538;
178;13;88.3483886719;263.34375;32;181.501756668;15;93.7099990845;215.402740479;40;179.915803909;
179;13;88.4939498901;263.658447266;33;181.839970589;15;94.7099990845;213.402740479;40;180.262218475;
180;13;88.6293334961;263.94732666;34;182.150776863;15;93.7099990845;214.402740479;40;180.527442932;
181;13;88.7548980713;264.211212158;35;182.435329437;15;92.7099990845;214.402740479;42;180.756093025;
182;13;88.8710632324;264.451202393;40;182.691972733;15;93.7099990845;212.402740479;45;180.952084541;
183;13;88.9749984741;264.668762207;40;182.838366508;15;92.7099990845;213.402740479;45;181.0;
184;13;88.9749984741;264.873718262;41;182.970076561;15;92.7099990845;214.402740479;46;181.0;
185;13;88.9749984741;265.058105469;38;183.0;15;93.7099990845;212.402740479;46;188.019998074;
186;13;88.9749984741;265.100006104;29;183.0;15;91.3596954346;216.34274292;40;193.790473461;
187;13;88.9749984741;265.100006104;31;195.279997826;15;91.5004425049;219.288818359;40;198.494080067;
188;13;92.4152526855;276.859008789;29;204.847159386;15;88.860824585;224.240722656;41;202.272995949;
189;13;95.431137085;286.596221924;29;212.769223213;15;89.1809387207;226.198028564;42;204.796132565;
190;13;98.0117645264;293.981567383;30;219.220939636;15;91.7956390381;233.252426147;43;206.707129478;
191;13;100.176628113;299.754211426;31;224.429494858;15;89.0447158813;238.144714355;40;208.091171741;
192;13;101.273574829;283.11706543;33;228.251160622;15;90.7130889893;241.939086914;41;209.019526958;
193;13;99.2073822021;288.118804932;33;230.984210968;16;96.7130889893;246.543487549;40;209.615831852;
194;13;102.99634552;295.066894531;32;232.735151291;16;102.799995422;243.972702026;39;210.157261372;
195;14;106.65953064;278.939086914;35;233.950526237;16;102.799995422;250.359344482;40;210.647424698;
196;14;101.058044434;285.052307129;37;234.836022377;16;102.879997253;256.706512451;38;210.94244194;
197;14;104.302597046;294.030059814;37;235.612622261;16;105.879997253;252.905395508;39;211.0;
198;14;106.12940979;303.010192871;40;236.168091774;16;107.5;251.940002441;40;211.0;
199;14;106.324081421;311.577850342;36;236.573038101;16;107.5;251.940002441;43;212.0;
200;14;109.496612549;303.126617432;36;236.82856369;16;109.5;254.940002441;42;212.019999981;
201;14;106.574996948;309.25769043;38;240.0;16;109.5;257.940002441;46;212.040195942;
202;14;108.574996948;312.716583252;40;240.359999895;16;110.300949097;256.940002441;50;212.060581803;
203;14;108.574996948;317.716583252;42;240.751103878;17;109.5;259.940002441;50;212.081150889;
204;14;108.574996948;320.716583252;41;241.173061848;17;109.5;262.940002441;48;212.101896524;
205;15;108.574996948;323.716583252;42;241.624876499;17;109.5;263.284301758;49;212.122811675;
206;15;108.574996948;328.379974365;42;242.104712963;17;109.5;263.309814453;52;212.14388895;
