Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;2;9.0;10.1999998093;4;21.0;
6;1;13.8999996185;8.625;5;17.25;2;10.3000001907;10.0;4;21.0599999428;
7;1;14.8999996185;8.625;5;17.5949993134;2;11.3179998398;10.0;4;21.1229639053;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;11.336889267;10.0;4;21.6001901627;
9;1;15.7317180634;8.94309806824;5;18.6667137146;2;11.4800567627;10.1999998093;4;22.0082015991;
10;2;16.8000278473;9.3333568573;4;20.3355960846;2;11.6024608612;10.3632001877;4;22.3582868576;
11;2;18.8000278473;9.6677980423;4;20.9291126728;2;11.7074861526;10.4951858521;3;23.5279067755;
12;2;20.8000278473;9.94955635071;4;21.4275095463;2;12.0583724976;11.0209560394;3;24.5268628597;
13;2;21.8363819122;10.1834592819;4;21.8422105312;2;14.0583724976;11.4571752548;4;25.3691681623;
14;2;22.8550872803;10.3752222061;4;22.185126543;2;16.0583724976;11.8107032776;4;26.0752547979;
15;2;23.2000274658;10.7555084229;5;22.4058350325;2;17.1801719666;12.0916318893;4;26.6680037975;
16;2;24.2000274658;10.9717502594;5;22.4387089014;2;18.2261924744;12.3113050461;4;27.1698563099;
17;2;25.2000274658;10.9816131592;5;22.4721269608;2;19.2750034332;12.4808797836;4;27.3801496029;
18;2;26.2000274658;10.9916381836;5;22.5060760975;2;20.3266181946;12.5;4;27.5615134239;
19;2;26.75;11.0018224716;5;22.5405418873;2;21.3810272217;12.5;4;27.7520513535;
20;2;26.75;11.0121622086;5;22.5755085945;2;22.3256149292;12.5;5;27.9515185356;
21;2;26.75;11.022652626;5;22.6109591722;2;22.3854560852;12.5;4;28.1595556736;
22;2;26.75;11.033288002;5;22.6468753815;3;21.5;13.4478664398;3;28.3756833076;
23;2;26.75;11.3234376907;5;22.6832377911;3;21.5;13.5127048492;3;28.5992991924;
24;2;26.75;11.3416185379;6;22.7200255394;3;21.5;13.5797901154;4;28.8296794891;
25;2;24.75;12.3600130081;7;22.7572168112;4;22.5;12.5;3;29.0659828186;
26;2;25.75;11.3786087036;7;22.7947884798;4;21.5;13.5;3;29.3072590828;
27;2;23.75;12.3973941803;7;22.8327163458;4;22.5;12.5;3;29.5524601936;
28;2;24.75;11.4163579941;7;22.8709751368;4;21.5;13.5;4;29.8004574776;
29;2;25.75;11.4354877472;7;22.9095385075;4;22.5;12.5;4;30.0500593185;
30;2;23.75;12.4547691345;8;22.9483793974;4;21.0150184631;13.5;4;30.3000340462;
31;3;24.75;11.4741897583;7;22.9874696732;4;20.0900096893;14.5;4;30.5491337776;
32;3;25.75;10.625;7;23.0267804861;4;19.1647396088;15.5;4;30.7961182594;
33;3;23.75;12.5133905411;7;23.0662822723;4;18.2388343811;16.5;4;31.0397801399;
34;3;24.75;11.5331411362;7;23.1059447527;4;17.3119335175;17.5;4;32.278968811;
35;3;25.75;11.5529727936;7;23.1457372904;4;17.3836898804;18.5;4;32.6426113844;
36;3;23.75;12.5728683472;7;23.1856285334;4;17.9537830353;19.5;5;33.0151623487;
37;3;24.75;14.5728683472;7;23.2255871296;4;17.3826293945;18.5;6;33.3971886635;
38;3;25.75;16.5728683472;8;23.265581131;4;18.4313163757;18.5;6;33.7894046307;
39;3;26.75;18.5728683472;8;23.3055787086;4;17.4855003357;17.5;7;34.1926461458;
40;3;26.75;20.5728683472;9;23.3455479145;4;17.0;17.4093551636;7;34.607833147;
41;3;26.75;21.5728683472;9;23.385456562;4;17.6120758057;16.5;7;35.0359177589;
42;3;26.75;21.6927280426;9;23.42527318;4;17.6852798462;15.5;7;35.477820158;
43;3;26.75;21.7126369476;9;23.4649660587;4;18.7655639648;15.5;7;35.9343516827;
44;3;26.75;21.7324829102;9;23.5045039654;4;17.8532066345;14.5;7;36.4061293602;
45;3;26.75;21.7522525787;9;24.543856144;4;19.9483909607;17.5;8;36.8934848309;
46;3;27.75;22.7719268799;10;24.7354925871;4;21.5680446625;20.5;10;37.3963708878;
47;3;28.75;23.7914962769;10;24.9483823776;5;21.5573940277;23.5;9;37.9142785072;
48;3;29.5458984375;24.8109416962;10;25.1849595308;5;22.5951251984;25.5;9;38.446158886;
49;3;29.6646747589;25.8302497864;11;25.4477591515;5;24.630147934;27.5;10;38.9903731346;
50;4;29.7993659973;26.849407196;10;25.7393600941;5;26.1971130371;27.5;10;39.5446705818;
51;4;29.9515342712;26.8684005737;10;26.0623037815;5;27.3633995056;27.5;10;40.0391392708;
52;4;30.1227226257;26.8872146606;11;26.4189891815;5;28.0117416382;27.5;11;40.5199065208;
53;4;30.3143844604;26.9058418274;11;26.8115413189;5;26.2000007629;28.5;11;41.007601738;
54;4;30.5278091431;26.9242630005;12;27.2416543961;5;26.2000007629;29.5;11;41.4976010323;
55;5;30.7640266418;26.9424724579;11;27.7104132175;5;26.2000007629;30.5;12;41.9851250648;
56;5;31.0237007141;26.9604568481;11;28.2181026936;5;25.2000007629;29.5;12;42.465420723;
57;5;31.3070144653;26.9782066345;9;29.7640173435;5;25.5;29.5;12;42.9339466095;
58;5;32.6135559082;27.9957103729;10;31.355533123;5;26.1801834106;30.5;13;43.3865451813;
59;5;34.4990921021;29.4319610596;10;32.8619742393;5;26.3159637451;31.5;13;43.8195896149;
60;5;35.3328971863;30.7952842712;10;34.2952370644;5;26.4458770752;32.0;13;44.2300891876;
61;5;36.1221809387;32.0942573547;10;35.6663118601;6;25.5121231079;31.6399993896;10;59.6157541275;
62;5;36.8736038208;33.3384399414;11;37.9830774069;6;25.5121231079;31.6399993896;11;60.7250175476;
63;6;38.5919647217;34.5372772217;10;39.1027088165;6;28.5121231079;30.6399993896;11;61.7263841629;
64;6;41.1556396484;34.0;10;40.1888244152;6;29.9421234131;30.6399993896;12;62.6187963486;
65;7;42.656627655;35.0;7;56.2685974836;6;30.3151073456;31.5;12;63.4051160812;
66;7;44.2359619141;37.0;7;58.3760539293;6;30.3899879456;32.5;12;64.0911645889;
67;7;45.7993774414;39.0;7;60.3515954018;6;28.3899879456;34.5;13;64.6847486496;
68;7;44.2953491211;40.665145874;8;62.172467351;6;29.3899879456;34.5;13;65.194773674;
69;7;45.7599029541;41.7028579712;8;64.8258516788;6;30.3899879456;35.5;13;65.6305198669;
70;7;48.1875762939;43.7421760559;9;66.3682099581;6;30.6218948364;36.5;14;67.8137292862;
71;7;43.1875762939;47.7831115723;10;67.7467104197;6;28.9404945374;39.0;14;69.6266651154;
72;8;43.1409645081;49.7039375305;9;68.9714057446;7;28.1962051392;41.3899993896;14;79.1157388687;
73;8;40.1409645081;52.7808456421;9;70.0560988188;7;28.3567256927;42.6872596741;14;80.5705661774;
74;8;40.1409645081;51.9155807495;11;71.0165483952;7;31.4768657684;43.9097442627;14;81.6378879547;
75;8;40.1409645081;54.6280517578;11;71.770321846;7;34.525604248;43.0;15;82.2284107208;
76;8;37.1409645081;57.0117683411;12;72.3405185938;8;34.1875686646;45.0;15;82.7326755524;
77;8;37.1409645081;57.0970611572;13;72.871984601;8;33.2408943176;45.0;15;83.0711688995;
78;9;37.4000015259;56.1488456726;12;74.2410218716;8;33.6100006104;46.0;16;83.2461366653;
79;9;37.4000015259;56.1670608521;12;74.6214523315;8;34.6100006104;47.0;16;83.4083013535;
80;9;38.4000015259;57.2215156555;12;75.0102010965;8;35.6100006104;48.0;15;83.5580530167;
81;9;39.4000015259;59.277179718;13;75.4070650339;8;36.3349990845;49.0;15;83.6958751678;
82;9;38.4000015259;61.2215156555;13;75.8117949963;8;34.3349990845;51.0;16;83.8223218918;
83;9;38.4000015259;63.2215156555;13;76.2240958214;9;33.3349990845;53.0;15;83.9379968643;
84;10;38.4000015259;64.2215118408;12;76.6436233521;9;32.3349990845;55.0;15;84.0;
85;10;38.4000015259;65.2215118408;12;77.0339746475;9;33.2849998474;54.9000015259;15;84.0;
86;10;38.4000015259;66.2215118408;13;77.4230018854;9;32.2849998474;57.5;16;84.0;
87;10;38.4000015259;67.2215118408;13;77.8195103407;9;32.2849998474;59.5;15;84.0;
88;10;38.4000015259;68.2215118408;14;78.2229380608;9;33.2849998474;58.5;17;84.0;
89;10;38.4000015259;70.2215118408;14;78.6326731443;10;32.2849998474;60.5;16;84.0;
90;10;38.4000015259;72.2215118408;14;79.048055172;10;32.2849998474;62.5;16;84.0;
91;10;38.4000015259;74.2215118408;16;79.4683775902;10;33.2849998474;61.5;17;84.0;
92;11;38.2000007629;75.7105178833;15;79.8928921223;10;32.2849998474;63.5;19;84.0;
93;11;37.2000007629;76.7952957153;17;80.3208122253;10;33.2849998474;62.5;20;84.0;
94;11;36.7999992371;77.8793487549;17;80.7513182163;10;33.2849998474;61.5;20;84.0;
95;11;36.7999992371;78.9624633789;17;81.1835613251;10;32.2849998474;63.5;20;85.0;
96;11;36.7999992371;80.0444641113;18;81.6166708469;10;34.2849998474;63.5;22;85.0900000334;
97;11;36.7999992371;81.1251602173;16;83.1459736824;10;35.2849998474;63.5;20;85.1871190071;
98;11;36.7999992371;83.3919067383;17;84.7480888367;10;35.2849998474;65.3000030518;18;85.2917383909;
99;11;36.7999992371;85.6685028076;18;86.41705513;10;36.2849998474;66.3000030518;20;85.4042263031;
100;11;36.7999992371;88.9531478882;18;88.1452305317;11;37.2849998474;67.159576416;19;98.2749304771;
101;11;36.7999992371;92.2438049316;21;90.9232997894;12;36.2849998474;70.1475067139;19;99.2010444403;
102;11;37.7999992371;96.5382232666;22;92.800359726;12;36.2849998474;73.1345825195;16;100.077826142;
103;11;38.7999992371;100.833969116;22;94.7070541382;12;37.2849998474;76.1207809448;15;100.898407936;
104;11;38.7999992371;105.128570557;23;96.629974246;12;39.2849998474;75.6101608276;16;101.659215212;
105;11;38.7999992371;109.419532776;24;98.5548920631;12;39.2849998474;77.5340805054;15;102.359693766;
106;11;38.7999992371;113.704483032;24;100.467177987;12;41.2849960327;74.4640350342;17;103.001800299;
107;11;38.7999992371;116.981193542;21;102.352272868;12;41.2849960327;75.3998260498;18;103.589360237;
108;11;39.7999992371;117.247680664;24;104.196176529;12;42.2849960327;77.3594970703;17;104.127414465;
109;11;38.7999992371;120.502258301;23;105.985934854;12;43.2849960327;76.3250274658;19;104.621624231;
110;11;38.7999992371;123.743560791;24;107.710060358;14;42.482460022;78.2958297729;17;105.077781916;
111;11;39.7999992371;123.970565796;25;109.35887897;14;42.5929412842;79.7416992188;18;105.638968945;
112;11;38.7999992371;127.182617188;26;110.924763083;14;42.6599998474;78.2563781738;18;106.088783264;
113;11;39.7999992371;127.379356384;29;112.402246952;14;41.6599998474;80.2243041992;19;106.575807095;
114;11;40.7999992371;124.560745239;29;113.788006067;14;39.6599998474;78.2243041992;19;107.098556042;
115;11;38.7999992371;127.727005005;31;115.080742598;14;46.0698547363;77.8243026733;19;107.654372215;
116;11;38.7999992371;130.878570557;31;116.280975342;14;50.1254348755;78.8243026733;19;109.239352703;
117;11;41.7999992371;126.016036987;33;117.390769482;14;51.853931427;83.8242950439;19;109.908353806;
118;11;39.7999992371;128.140167236;33;118.413440228;14;53.9148292542;79.8242950439;19;111.598054886;
119;11;40.7999992371;131.251785278;35;119.353246212;14;54.0898017883;81.8242950439;19;114.58129704;
120;11;41.7999992371;126.351776123;37;120.123339415;14;58.1601257324;86.8242950439;19;117.580745697;
121;11;39.7999992371;129.399993896;36;120.706864119;15;65.8300704956;86.7522964478;17;119.673346639;
122;11;40.7999992371;133.399993896;37;121.231214046;15;69.5553436279;90.6908950806;17;121.797256708;
123;11;44.7999992371;128.399993896;38;121.550173283;15;70.1344528198;94.3750839233;20;123.979362488;
124;11;42.7999992371;132.399993896;38;121.765256166;15;71.7660980225;98.2627487183;20;126.119295239;
125;12;43.7999992371;136.399993896;35;121.97503376;15;72.2048416138;100.142105103;21;128.362146735;
126;12;47.7999992371;131.399993896;36;122.133094311;15;72.5708389282;102.009689331;21;130.597191691;
127;12;45.7999992371;135.399993896;37;122.25545764;15;72.8397216797;104.876167297;22;133.935297132;
128;12;49.7999992371;134.399993896;38;122.377957344;15;74.0735321045;108.150917053;23;136.523661375;
129;12;52.7999992371;134.200012207;38;122.500293732;15;75.3263626099;111.05430603;23;139.28376174;
130;12;55.7999992371;136.200012207;38;122.622167349;15;75.9329681396;113.940559387;24;142.172451138;
131;12;59.7999992371;136.800003052;40;123.743282318;15;76.2350387573;114.813987732;26;145.124970317;
132;12;64.8000030518;137.449996948;41;123.903348923;15;74.5440979004;115.546760559;26;147.916106224;
133;12;69.8000030518;137.449996948;36;124.063271046;15;73.6952133179;115.724975586;26;150.652956605;
134;12;75.8000030518;133.449996948;35;124.222780943;15;74.8575134277;114.128723145;26;153.257085443;
135;12;81.8000030518;131.449996948;35;124.381623149;15;77.0217437744;111.548950195;27;156.345530152;
136;12;87.4749984741;129.449996948;34;124.539554477;16;79.5406341553;110.326980591;26;158.985399723;
137;13;91.4749984741;126.450004578;32;124.696346045;16;82.7498016357;110.729850769;23;161.261781454;
138;13;95.1750030518;123.450004578;32;124.851786375;16;86.0698547363;111.164558411;23;162.785417795;
139;13;95.1750030518;122.450004578;34;125.005680323;16;89.3661193848;111.66002655;24;164.818525791;
140;13;96.1750030518;122.450004578;34;125.157850623;16;90.612953186;114.112937927;24;166.480835915;
141;13;97.1750030518;122.450004578;35;125.308138251;16;93.8787841797;114.432273865;24;167.995688677;
142;13;98.1750030518;122.450004578;33;125.456402302;16;95.1879425049;117.762969971;28;169.173356295;
143;13;98.3999938965;120.450004578;35;126.602519989;16;96.3548049927;120.930305481;29;171.370604515;
144;13;97.3999938965;122.450004578;35;126.806385517;16;100.478042603;126.538665771;28;172.732239127;
145;13;98.3999938965;121.450004578;35;127.010874867;16;105.577606201;133.538665771;28;174.123562098;
146;13;95.3999938965;126.450004578;36;127.215983987;16;109.380607605;140.538665771;31;175.541244626;
147;13;91.3999938965;130.449996948;37;127.421715975;16;109.765602112;148.538665771;30;176.510848522;
148;13;89.3999938965;135.449996948;35;127.628077745;17;111.536758423;155.56867981;27;177.530954242;
149;13;87.3999938965;140.449996948;35;127.835078478;17;113.342147827;163.595687866;26;178.596529245;
150;13;85.3999938965;145.449996948;39;128.042726874;18;114.940948486;171.619979858;26;179.702844381;
151;13;84.3999938965;150.449996948;36;128.251027226;18;112.804985046;180.641845703;28;180.804526091;
152;13;84.3999938965;152.449996948;38;128.459977865;18;113.689910889;187.661529541;28;181.921024084;
153;13;83.3999938965;154.449996948;39;128.62116015;18;114.595603943;195.679244995;28;183.068003893;
154;13;81.6999969482;159.449996948;40;128.773814082;18;115.319107056;203.69519043;30;185.240846157;
155;13;82.6999969482;158.449996948;40;128.930019379;18;118.439666748;206.709533691;30;186.524618983;
156;13;83.6999969482;155.449996948;42;129.089634657;18;115.422157288;216.722442627;31;188.731042385;
157;13;81.6999969482;158.449996948;43;129.252496958;18;117.26638031;225.668075562;33;190.845775962;
158;13;82.6999969482;160.449996948;43;129.418421268;18;118.900917053;235.62286377;36;192.87366581;
159;13;83.6999969482;156.449996948;44;129.587201118;18;120.201278687;242.585739136;38;194.819256783;
