Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
4;1;11.8999996185;8.625;4;17.25;1;9.0;10.0;5;20.0;
5;1;12.8999996185;8.625;4;17.25;1;9.0;10.0;5;20.0;
6;1;13.8999996185;8.625;4;17.25;1;10.0;10.0;5;20.0;
7;2;15.5;8.625;3;18.5949993134;2;11.0;10.1999998093;4;21.0;
8;2;16.156999588;8.79749965668;3;18.8861961365;2;11.3000001907;10.0;4;21.4999996424;
9;2;16.3317184448;8.94309806824;3;19.7067136765;2;11.4499998093;10.1999998093;4;21.9353003502;
10;2;16.8240280151;9.3333568573;3;20.416779995;2;11.5805902481;10.3632001877;4;22.3176362514;
11;2;18.8240280151;9.6677980423;3;21.0226662159;2;11.6952905655;10.4951858521;4;23.5373773575;
12;2;20.8240280151;9.94955635071;3;21.5340260267;2;12.0612134933;11.0209560394;3;24.5968167782;
13;2;21.9002914429;10.1834592819;3;21.9622858763;2;14.0612134933;11.4571752548;4;25.5111111403;
14;2;22.9271316528;10.3752222061;3;22.3193571568;2;16.0612125397;11.8107032776;4;26.3018171787;
15;2;23.9546756744;10.5308046341;4;22.5548160076;2;17.2481403351;12.0916318893;4;26.9928781986;
16;2;24.9829177856;10.625;4;22.6030313969;2;18.3236541748;12.3113050461;4;27.6076834202;
17;2;26.0118465424;10.625;4;22.6523760557;2;19.4063510895;12.4808797836;4;27.9463441372;
18;2;27.0414524078;10.625;4;22.7028282881;2;20.4964771271;12.5;4;28.2720229626;
19;2;27.6216964722;10.625;4;22.7543625832;2;21.5941810608;12.5;4;28.6230447292;
20;2;27.6526184082;10.625;4;22.8069496155;2;22.5869140625;12.5;5;28.9990065098;
21;2;27.6841697693;10.625;5;22.8605561256;2;22.6997013092;12.5;5;29.3989467621;
22;2;27.7163333893;10.625;5;22.9151450396;2;22.819683075;12.5;5;29.8212919235;
23;2;27.74908638;10.625;5;22.97067523;2;22.9463882446;12.5;5;30.2638244629;
24;2;27.7824058533;10.625;5;23.0271017551;2;23.0791473389;12.5;5;30.7236814499;
25;2;27.8162612915;10.625;5;23.0843759775;2;23.2171039581;12.5;5;31.19739151;
26;2;27.8506259918;10.625;5;23.1424454451;2;23.3592185974;12.5;6;31.680949688;
27;2;27.8854675293;10.625;5;23.2012542486;2;21.5;13.5;6;32.1699318886;
28;2;27.920753479;10.625;5;23.2607431412;2;22.5;12.5;6;32.6596431732;
29;2;27.956445694;10.625;5;23.3208494186;2;23.5;12.5;6;33.1452922821;
30;2;27.9925098419;10.625;5;23.3815076351;2;21.9435882568;13.5;6;33.6221752167;
31;2;28.0289039612;10.625;6;23.4426498413;2;21.0866527557;14.5;6;34.0858602524;
32;3;28.0655899048;10.625;5;23.5042052269;2;20.2257575989;15.5;6;34.5323524475;
33;3;28.1025238037;10.625;6;23.5661010742;2;19.3597068787;16.5;6;34.9582242966;
34;3;28.1396598816;12.625;6;23.6282629967;2;18.4874668121;17.5;6;35.3607130051;
35;3;28.1769580841;14.625;6;23.6906147003;2;17.6082134247;18.5;6;35.7377691269;
36;3;28.2143688202;16.625;6;23.7530794144;2;16.6082134247;17.5;6;36.088060379;
37;3;28.2518482208;18.625;7;23.8155794144;2;16.6082134247;17.5;6;36.4109382629;
38;3;28.2893486023;20.625;8;23.878036499;2;15.6082134247;16.5;7;36.7063741684;
39;3;28.3268222809;20.625;8;23.940372467;2;16.1082134247;17.5;8;36.9748744965;
40;3;28.3642234802;20.625;10;24.0025100708;2;17.1082134247;18.5;8;37.2173805237;
41;3;28.401506424;20.625;10;24.0643725395;2;17.6652145386;19.5;9;37.4351701736;
42;3;28.4386234283;20.625;10;24.1258842945;2;16.6652145386;18.5;9;37.6297597885;
43;3;28.4755306244;20.625;10;24.186971426;2;16.6652145386;18.5;10;37.8028182983;
44;3;28.5121822357;20.625;10;24.2475619316;3;15.6652145386;17.5;8;61.9560909271;
45;3;28.548538208;20.625;10;24.3075861931;3;18.6652145386;16.5;8;63.2000007629;
46;3;28.5845527649;20.625;10;24.3669772148;3;21.6652145386;19.5;10;64.1576004028;
47;3;28.6201858521;20.625;10;24.4256706238;3;24.5100002289;21.8842391968;10;64.9011039734;
48;3;28.6554031372;20.625;10;24.4836053848;3;24.5100002289;23.8842391968;10;65.4657306671;
49;3;28.6901626587;20.625;11;24.5407235622;3;25.5100002289;25.8842391968;11;65.88712883;
50;3;28.7244338989;20.625;11;24.596971035;3;26.2600002289;27.8842391968;12;66.0;
51;3;28.7581825256;20.625;11;24.6522974968;3;26.2600002289;28.8842391968;11;66.0;
52;3;28.7913780212;20.625;13;24.7066559792;4;26.2600002289;29.8842391968;11;66.0;
53;3;28.8239936829;20.625;13;24.7600040436;4;26.2600002289;30.8842391968;11;66.0;
54;3;28.8560028076;20.625;13;24.8123030663;4;26.2600002289;31.8842391968;11;66.0;
55;3;28.8873825073;20.625;13;24.8635182381;5;26.2600002289;32.8842391968;10;76.0;
56;3;28.9181098938;20.625;15;25.8098657131;5;27.2600002289;34.8842391968;11;76.3999996185;
57;4;29.4859199524;21.0234375;14;26.6109681129;5;28.2600002289;36.8842391968;12;76.7743997574;
58;4;29.9665794373;21.3489723206;15;27.2836279869;5;29.2600002289;38.8842391968;12;78.1219387054;
59;4;30.370174408;21.6102333069;15;27.8466458321;5;32.2600021362;38.7720451355;12;78.4620347023;
60;4;30.707988739;21.8168411255;15;28.3185720444;5;35.2600021362;38.7400360107;13;78.7749142647;
61;4;30.9911422729;21.9782962799;16;28.5097641945;5;37.2600021362;38.7107658386;13;79.061124444;
62;4;31.1058597565;22.0;16;28.6558914185;5;39.2600021362;38.6841850281;14;79.3216389418;
63;4;31.1935367584;22.0;16;28.799949646;5;40.7682189941;38.6601905823;14;79.557757616;
64;4;31.2799720764;22.0;16;28.9415507317;5;41.8651390076;38.1896018982;14;79.7710088491;
65;4;31.3649330139;22.0;16;30.0803318024;6;42.9516906738;37.1808280945;13;79.9630646706;
66;4;32.4482002258;23.0;16;30.1909600496;6;44.028629303;36.1742668152;14;80.1356685162;
67;6;33.5295791626;24.0;5;55.300634563;6;42.3588981628;36.587184906;14;82.6502788067;
68;6;34.6088829041;26.0;3;58.1588397026;6;41.857460022;38.0608596802;13;84.6579571962;
69;5;34.2453041077;26.0;3;30.5151202083;7;41.0006408691;40.0314979553;12;113.993954778;
70;5;34.3090744019;27.0;3;30.6190800071;7;39.2540359497;43.318939209;12;117.289557219;
71;5;32.2992324829;28.0;3;30.7203799486;7;38.4557762146;46.5302391052;12;119.667322993;
72;5;31.2903747559;29.0;4;30.8187353015;7;37.5209197998;46.3476486206;13;122.22577095;
73;5;30.9217453003;30.0;4;30.9139127135;7;35.8112602234;50.2259063721;12;123.431663632;
74;5;30.9145717621;31.0;4;31.0057268143;7;36.8112602234;54.1426925659;13;124.210292697;
75;5;30.908115387;32.0;4;31.094037056;8;36.8112602234;58.0889816284;12;124.550752401;
76;5;30.9023036957;33.0;4;31.1787434816;8;36.8112602234;62.0748748779;13;124.642152309;
77;5;30.8970737457;34.0;4;31.2597839832;8;36.8112602234;66.0860290527;14;124.736754656;
78;5;30.8923664093;35.0;4;31.3371295929;8;37.2999992371;69.7623596191;16;124.834590673;
79;5;30.888130188;36.0;4;31.4107810259;8;38.2999992371;72.8112792969;16;124.935679674;
80;5;30.8843173981;37.0;5;31.4807659388;8;39.2999992371;75.8618240356;17;125.040027618;
81;5;28.4000015259;39.4007339478;5;31.5463255048;9;40.2999992371;78.9139938354;20;125.147625804;
82;5;29.4000015259;39.3981628418;5;31.5416929722;9;40.7999992371;81.9677963257;20;125.258449912;
83;5;27.4000015259;41.3958473206;6;31.5375236869;9;40.7999992371;85.0232086182;21;125.3724581;
84;5;29.4000015259;38.3937606812;7;31.5337713361;10;41.7999992371;85.0802078247;20;125.489591002;
85;5;29.4000015259;39.3918838501;7;31.5303941965;10;40.7999992371;86.3939819336;21;125.609769702;
86;5;27.4000015259;41.3901977539;7;31.5273547769;11;40.7999992371;91.1870956421;21;125.732895732;
87;5;29.4000015259;38.3886795044;8;31.5246192813;11;41.7999992371;91.2604293823;21;126.858850241;
88;5;29.4000015259;39.0;8;31.522157371;11;41.7999992371;95.3234100342;21;127.027493596;
89;5;27.4000015259;41.0;8;31.519941628;11;43.7999992371;96.3877258301;22;127.199849486;
90;5;29.4000015259;38.0;8;31.5179474354;12;41.7999992371;98.4533157349;22;127.37573874;
91;5;28.4000015259;38.0;8;31.5161526799;12;41.7999992371;101.520072937;23;127.55495894;
92;5;28.4000015259;38.0;10;31.514537394;12;42.7999992371;101.587905884;23;127.737285495;
93;5;28.4000015259;38.0;10;31.5130836368;12;41.7999992371;104.656707764;23;127.922472596;
94;5;27.4500007629;38.0;10;31.5117752552;12;41.7999992371;107.726341248;24;128.110254765;
95;5;26.4500007629;38.0;12;31.5105977058;12;41.7999992371;111.757789612;25;128.300347805;
96;5;25.4500007629;38.0;12;31.5095379353;12;41.7999992371;114.85710144;26;129.492451429;
97;5;24.4500007629;38.0;12;31.5085841417;13;42.7999992371;118.95703125;25;129.746251464;
98;5;23.4500007629;38.0;14;31.5077257156;13;44.7999992371;120.057373047;24;130.1243819;
99;6;22.4500007629;38.0;11;36.5069531202;13;44.2999992371;124.241920471;25;130.513439298;
100;6;22.4500007629;39.0;11;36.6562579274;13;45.2999992371;128.431243896;25;130.912574887;
