Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;9.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;1;10.0;10.0;5;20.0;
7;1;14.8999996185;8.625;5;17.5949993134;1;11.0;10.0;4;20.0;
8;1;15.5569992065;8.79749965668;5;17.8861961365;1;11.0;10.0;4;20.3999996185;
9;2;16.3317184448;8.94309806824;4;19.6667137146;2;11.1199998856;10.3999996185;3;21.7264003754;
10;2;16.8000278473;9.3333568573;4;20.365596056;2;11.5179204941;10.3632001877;3;21.9903717041;
11;2;18.8000278473;9.6677980423;4;20.9597036839;2;11.597111702;10.4951858521;3;23.0919120312;
12;2;20.8000278473;9.94955635071;4;21.4586846828;2;11.927573204;11.0209560394;3;24.0163254738;
13;2;21.8550872803;10.1834592819;4;21.8739616871;2;13.9275741577;11.4571752548;4;24.7773565054;
14;2;22.8741378784;10.3752222061;4;22.2174443007;2;15.9275741577;11.8107032776;4;25.395208478;
15;2;23.8935279846;10.5308046341;5;22.4387089014;2;16.9761562347;12.0916318893;4;25.8925833702;
16;2;24.9132537842;10.625;5;22.4721269608;2;17.9935646057;12.3113050461;4;26.2918028831;
17;2;25.933303833;10.625;5;22.5060760975;2;19.0115871429;12.4808797836;4;26.3921557665;
18;2;26.9536724091;10.625;5;22.5405418873;2;20.0302200317;12.5;4;26.4563041925;
19;2;27.5243244171;10.625;5;22.5755085945;2;21.0494651794;12.5;4;26.5224741697;
20;2;27.5453052521;10.625;5;22.6109591722;2;21.956741333;12.5;5;26.5906432867;
21;2;27.566576004;10.625;5;22.6468753815;2;21.977191925;12.5;5;26.6607804298;
22;2;27.5881252289;10.625;6;22.6832377911;2;21.9982337952;12.5;5;26.7328453064;
23;2;27.6099433899;10.625;6;22.7200255394;2;22.0198535919;12.5;5;26.8067884445;
24;3;27.6320152283;10.625;5;22.7572168112;2;22.0420360565;12.5;5;26.8825509548;
25;3;27.6543292999;10.625;5;22.7947884798;2;22.0647659302;12.5;5;26.9600640535;
26;3;27.6768722534;10.625;5;22.8327163458;3;22.0880184174;12.5;5;27.0392494202;
27;3;27.6996307373;10.625;5;22.8709751368;4;22.1117744446;12.5;4;27.120018959;
28;3;27.7225856781;10.625;5;22.9095385075;4;22.1360054016;12.5;4;27.2022752762;
29;3;27.7457237244;10.625;5;22.9483793974;4;22.1606826782;12.5;4;27.2859115601;
30;3;27.76902771;10.625;5;22.9874696732;4;21.5;13.5;4;27.3708124161;
31;3;27.7924823761;10.625;5;23.0267804861;4;21.5;13.6854057312;4;27.4568536282;
32;3;27.8160686493;10.625;5;23.0662822723;4;21.5;13.7284269333;4;27.5439035892;
33;3;27.8397693634;10.625;6;23.1059447527;4;22.2631721497;12.5;4;27.6318233013;
34;3;27.8635673523;10.625;6;23.1457372904;4;21.5;13.5;4;27.7204678059;
35;3;27.8874416351;12.625;6;23.1856285334;4;22.3161411285;12.5;4;27.8096864223;
36;3;27.9113769531;14.625;6;23.2255871296;4;22.3429069519;12.5;4;27.8993241787;
37;3;27.9353523254;16.625;6;23.265581131;4;21.5;13.5;4;27.989222765;
38;4;27.9593486786;18.625;5;23.3055787086;4;22.3967666626;12.5;4;28.079221487;
39;4;27.9833469391;20.625;5;24.3455479145;4;21.5;13.5;4;28.1691586971;
40;4;29.0073280334;21.625;5;24.4254565239;4;21.5;14.0845794678;4;28.258872509;
41;4;30.0312728882;22.625;5;24.5064570904;4;22.4776611328;12.5;5;28.348202467;
42;4;30.703874588;23.625;5;24.5885195732;4;22.5044612885;12.5;6;28.4369900227;
43;4;30.753112793;24.625;5;24.6716114283;4;22.5310974121;14.5;7;28.5250804424;
44;4;30.8029670715;25.625;4;24.755697608;4;22.5575237274;16.5;8;28.6123232841;
45;4;30.8534183502;25.625;4;24.8407404423;4;21.5;18.5;7;28.6985738277;
46;4;30.9044437408;25.625;4;24.9266996384;4;21.5;20.5;7;28.7836937904;
47;4;30.1731300354;26.2774085999;5;25.0135321617;4;21.5;22.5;7;28.867552042;
48;4;30.1963005066;26.3015155792;5;25.1011916399;4;21.5;23.5;8;28.9500255585;
49;4;30.2192897797;26.3261871338;5;25.1896294355;4;21.5;24.4750137329;8;29.0310001373;
50;4;30.2420806885;26.3514137268;6;25.2787940502;4;21.5;24.515499115;8;29.110370636;
51;5;30.2646598816;26.3771820068;5;25.3686308861;4;21.5;24.555185318;9;29.1880412102;
52;5;30.2870082855;26.4034748077;5;25.4590826035;5;21.5;24.5940208435;8;29.2639269829;
53;5;30.3091163635;26.4302787781;5;25.5500892401;6;22.5;25.6319637299;7;30.3379516602;
54;5;30.3309669495;26.457572937;6;25.6415879726;6;23.5;26.6689758301;7;30.5400503874;
55;5;30.3525466919;26.4853382111;6;26.6177705526;6;24.5;25.6689758301;7;30.7555989027;
56;5;30.8760108948;26.9356479645;6;27.4525744915;6;24.8440513611;26.5;7;30.9859828949;
57;5;31.3120269775;27.3152351379;6;28.1630899906;6;24.8644771576;27.5;7;31.2326228619;
58;5;31.6708812714;27.6327095032;6;29.7683782578;6;24.8842868805;27.5;7;31.4969402552;
59;5;32.9640579224;28.897649765;6;30.3472173214;6;24.9034690857;27.5;7;32.7803180218;
60;5;34.2028808594;30.1195049286;6;31.6531174183;6;25.9220199585;28.5;8;33.1240491867;
61;5;36.273765564;31.0;7;31.871960938;6;26.9399356842;29.5;8;33.4904592037;
62;5;36.3183059692;34.0;7;32.1018993855;6;25.5;31.5;9;33.8804721832;
63;5;36.3624839783;36.334022522;8;32.3421376348;6;26.5;31.5;10;34.2947129011;
64;6;36.4062309265;38.0669631958;7;32.591889143;6;25.5;33.5;10;34.7157884836;
65;6;36.4494895935;39.1740112305;7;32.8503726125;6;25.5;35.1059188843;10;35.1294710636;
66;7;36.4922065735;39.2840614319;6;33.1168088913;6;25.5;35.6288757324;11;35.5686781406;
67;7;36.5343208313;39.3969421387;7;33.3904169202;6;25.5;35.6524085999;10;36.0320289135;
68;8;37.5757865906;44.2840614319;6;34.670414567;6;25.5;35.6765136719;10;36.5175031424;
69;8;36.5757865906;48.2840614319;6;35.0210168362;6;25.5;35.7011871338;10;38.3527778387;
70;8;36.4000015259;52.1645431519;6;35.3799694777;6;26.7999992371;34.2404403687;10;39.9979094267;
71;8;36.4000015259;55.1972427368;5;35.746586144;6;26.0340003967;35.6713027954;7;41.4814784527;
72;8;36.4000015259;58.2292633057;7;37.3114471436;6;26.2123565674;37.0110473633;7;42.8323764801;
73;9;36.9759979248;61.7794761658;6;38.6951771975;6;27.3458442688;35.2776222229;7;43.9277602434;
74;9;37.4312705994;65.2287902832;7;39.9187716842;6;28.1905994415;34.9135665894;8;44.8430312872;
75;9;37.783290863;68.5915679932;7;41.0114361048;6;28.2448787689;34.9608230591;10;45.7499511242;
76;9;38.050743103;71.8831939697;8;42.9150815606;6;28.2974643707;35.0096168518;9;46.6399588585;
77;9;39.2000007629;75.610458374;9;43.0370253921;6;24.3999996185;37.0599060059;8;47.5050964355;
78;9;40.0200004578;77.1189117432;10;43.1974557042;6;23.3999996185;39.1116294861;8;48.3383698463;
79;9;39.858001709;78.1066741943;10;43.3930850625;6;22.3999996185;41.164730072;8;49.134026289;
80;9;39.7122001648;79.107170105;11;43.620914638;6;21.3999996185;42.7000350952;7;49.8877232075;
81;10;39.5809783936;80.1188201904;11;44.9346907139;6;20.3999996185;43.8265953064;8;50.5965828896;
82;10;39.8975372314;80.6684265137;14;46.1254448891;6;21.3999996185;43.8265953064;8;51.2591364384;
83;12;40.1366539001;81.1514816284;13;47.0271713734;6;22.3999996185;44.8265953064;8;51.8751859665;
84;12;40.2000007629;81.484954834;13;47.1097528338;6;23.3999996185;45.8265953064;8;52.4456074238;
85;12;40.0200004578;81.4038085938;16;47.1913779378;6;24.3999996185;46.8265953064;8;52.9721212387;
86;12;39.858001709;81.3171844482;16;47.31378299;6;25.3999996185;48.8265953064;8;53.4570641518;
87;12;40.7122001648;82.1570663452;19;48.618090868;6;26.3999996185;49.5308227539;9;53.9031741619;
88;13;40.9970626831;81.503868103;18;49.7840746641;6;26.3999996185;49.6383857727;9;54.3134019375;
89;14;42.2000007629;81.7824630737;17;50.607922554;6;26.3999996185;49.7430419922;8;54.6226484776;
90;15;44.2000007629;79.5124511719;15;50.5934957266;6;26.3999996185;49.8113250732;7;54.7449979782;
91;15;43.101020813;80.4563140869;16;50.6300747395;6;26.3999996185;49.8724975586;8;54.8668978214;
92;15;42.9009208679;81.4140930176;17;50.712216258;6;26.3999996185;49.9334487915;8;54.9880516529;
93;15;43.72082901;79.3840942383;18;50.834851861;6;26.3999996185;49.9940261841;8;55.1081695557;
94;15;40.5896072388;81.3648223877;18;53.2174453735;6;26.3999996185;50.0540847778;8;55.2269706726;
95;15;42.9061660767;82.7331237793;17;55.5002369881;6;26.3999996185;50.1134872437;8;55.3441858292;
96;15;43.1452827454;87.0357131958;17;58.3157236576;6;26.3999996185;50.1720924377;9;55.4595594406;
97;15;45.2086296082;89.0536346436;18;61.1451027393;6;26.3999996185;50.2297821045;9;55.5728521347;
98;15;45.2086296082;90.4033660889;18;63.3439329863;6;26.3999996185;50.2864265442;10;55.6838421822;
99;15;43.2086296082;93.5935134888;18;65.6297320127;6;26.3999996185;50.3419189453;9;55.792327404;
100;15;43.858001709;97.7887420654;17;68.9848668575;6;26.3999996185;50.3961639404;8;55.8981261253;
101;15;45.7122001648;98.0914306641;18;73.4885011911;6;26.3999996185;50.4490623474;8;56.0010786057;
102;15;47.5809783936;103.411773682;17;78.3954082727;6;26.3999996185;50.500541687;7;56.1010460854;
103;16;52.8975372314;105.132247925;15;82.0002535582;5;26.3999996185;50.5505218506;7;56.197912693;
104;17;54.7477836609;111.441635132;15;84.6829050779;5;26.3999996185;50.5989570618;7;56.2915835381;
105;18;53.6130065918;118.761947632;13;87.3693087101;5;26.3999996185;50.6457901001;8;56.3819856644;
106;18;53.4917068481;125.089874268;13;90.0437115431;5;26.3999996185;50.6909942627;9;56.4690670967;
107;19;55.3825340271;123.422477722;13;92.6919704676;5;26.3999996185;50.7345352173;10;56.5527949333;
108;19;53.2842826843;128.546569824;14;95.3018858433;5;26.3999996185;50.7763977051;10;56.6331553459;
109;19;53.195854187;131.768966675;15;97.8634043932;5;26.3999996185;50.8165779114;9;56.7101516724;
110;19;55.116268158;128.985092163;11;100.334280491;5;26.3999996185;53.5971069336;8;56.7838039398;
111;19;53.0446395874;132.193710327;12;103.639525533;5;26.3999996185;53.6486587524;7;56.8541464806;
112;19;54.9801750183;134.393951416;13;106.017263651;5;26.3999996185;53.6978988647;8;56.9212265015;
113;19;57.9221572876;134.585296631;12;108.355845928;5;26.3999996185;53.7448577881;9;56.9851031303;
114;19;57.8699417114;137.767486572;14;111.652951121;5;26.3999996185;53.7895698547;9;57.0;
115;19;59.8229484558;141.940460205;14;113.894734144;5;26.3999996185;53.7999992371;10;57.0;
116;19;62.7806549072;143.104385376;15;116.033467293;5;26.3999996185;53.7999992371;10;57.0;
117;19;62.4425888062;147.259552002;15;118.136596441;5;26.3999996185;53.7999992371;10;57.0;
118;19;62.40832901;150.903518677;11;120.160110474;5;26.3999996185;53.7999992371;10;57.0;
119;19;68.4083251953;144.877838135;12;121.993768811;5;26.3999996185;53.7999992371;10;57.0;
120;19;66.4083251953;150.854705811;13;123.737048507;5;26.3999996185;53.7999992371;11;57.0;
121;20;68.4083251953;156.833892822;13;125.371332049;5;26.3999996185;53.7999992371;11;57.0;
122;20;75.4083251953;150.815155029;13;126.999896884;5;26.3999996185;53.7999992371;12;57.0;
123;20;74.1583251953;156.798309326;14;128.627499819;5;26.3999996185;53.7999992371;12;57.0;
124;20;77.1583251953;162.783126831;15;130.24904418;5;26.3999996185;53.7999992371;12;58.1400003433;
125;20;83.1583251953;159.74206543;15;131.859737635;5;26.3999996185;54.5979995728;9;59.2844529152;
126;20;84.1583251953;162.729766846;16;133.455029011;5;26.3999996185;55.3991165161;11;60.419406414;
127;20;88.1583251953;166.718719482;17;135.030556798;5;26.3999996185;56.1935806274;11;61.5311613083;
128;20;94.1583251953;165.708755493;21;136.582095504;5;26.3999996185;56.9718132019;12;63.606967926;
129;20;97.1583251953;167.699798584;22;138.105522633;5;28.3999996185;56.2578086853;13;64.6956372261;
130;20;100.009651184;172.691741943;23;139.596819401;5;28.3999996185;58.5358848572;13;65.7309684753;
131;20;104.993682861;171.014968872;22;141.052077889;5;28.3999996185;60.804019928;13;66.7061632872;
132;21;106.64604187;174.303497314;21;184.315799594;5;28.3999996185;63.0604743958;14;67.6167850494;
133;21;108.208374023;181.77166748;22;191.580696583;5;28.3999996185;65.3038330078;14;68.4606539011;
134;21;109.578323364;191.200897217;23;197.095087767;5;29.3999996185;64.5330352783;15;69.2376049757;
135;21;111.697982788;199.826705933;24;201.164296865;5;28.3999996185;66.7473602295;17;69.949160099;
136;21;112.931518555;206.558792114;28;204.090262055;5;28.3999996185;68.946395874;14;70.5981570482;
137;21;115.582870483;217.145950317;30;205.764977932;5;28.3999996185;71.1300811768;14;71.1883785725;
138;21;118.973571777;221.145950317;32;207.33086133;5;29.3999996185;70.298576355;15;71.7242239714;
139;21;120.332077026;223.816619873;35;208.791867495;5;28.3999996185;72.4523010254;15;72.2104138136;
140;23;121.659866333;220.90637207;33;224.985756636;4;26.3999996185;68.8736495972;17;57.5292448997;
141;23;122.95854187;225.641723633;36;226.664896131;4;27.3999996185;67.0659790039;18;57.7890145779;
142;23;126.211364746;230.947937012;34;228.058015943;4;26.3999996185;68.2478179932;20;58.0349624157;
143;23;128.332687378;232.966064453;36;229.274424791;4;26.3999996185;69.4199829102;20;58.2278065681;
144;23;128.375;237.991317749;38;230.351529956;4;27.3999996185;67.554977417;20;58.3341217041;
145;24;130.375;240.020339966;37;231.333499074;4;26.3999996185;68.6293945312;20;58.4430289268;
146;24;130.375;244.049285889;38;233.227080107;4;26.3999996185;67.6293945312;21;58.5543570518;
147;24;135.375;243.078125;41;234.119515777;4;27.3999996185;64.6293945312;21;58.667914629;
148;24;136.375;248.106872559;42;234.87563622;4;26.3999996185;66.6293945312;21;58.7834908962;
149;25;139.375;250.135498047;41;235.454644322;4;26.3999996185;68.6293945312;22;58.9008569717;
150;25;142.375;249.163986206;44;235.911139607;4;25.3999996185;68.6293945312;23;59.0197672844;
151;27;143.375;251.192321777;42;237.328666925;4;23.3999996185;68.6293945312;23;59.1399610043;
152;27;146.375;253.22052002;42;237.789283037;4;22.3999996185;69.6293945312;23;59.2611646652;
153;27;150.349990845;252.548522949;43;238.081518054;4;22.3999996185;69.6293945312;24;59.3830943108;
154;27;150.349990845;256.576385498;43;240.577587247;4;20.3999996185;69.6293945312;26;59.5054576397;
155;27;154.717437744;259.50378418;43;243.970654368;4;19.3999996185;70.6293945312;26;59.6279573441;
156;27;157.850296021;266.439941406;42;246.33829987;4;19.3999996185;68.6293945312;26;59.7502937317;
157;27;163.019073486;265.385620117;45;248.589866281;4;18.0;69.995513916;26;59.8721673489;
158;27;164.078872681;269.341247559;46;250.722242713;4;18.0;71.995513916;29;59.9932823181;
159;27;165.028961182;276.533416748;47;252.735972762;4;19.0;70.995513916;29;60.1133489609;
160;28;166.872039795;283.631500244;46;254.634486914;4;18.0;72.995513916;29;60.2320871353;
161;28;169.613525391;281.743652344;49;256.423313856;4;18.0;74.995513916;30;60.3492274284;
162;29;169.260620117;286.869140625;49;258.109356642;4;19.0;73.995513916;30;60.464515686;
163;29;171.821594238;293.006988525;50;259.700270891;4;18.0;75.995513916;30;60.5777130127;
164;29;173.827926636;297.156463623;51;261.092178345;4;18.0;74.995513916;31;60.688598156;
165;29;175.270797729;297.491760254;60;262.355596781;4;19.0;72.995513916;31;60.7969703674;
166;29;173.586914062;304.09854126;60;263.487833738;4;20.0;72.5955123901;31;60.9026489258;
167;29;174.773605347;308.336608887;63;264.492444992;4;21.0;72.5955123901;32;61.0054745674;
168;29;173.834991455;315.589385986;63;265.427342653;4;22.0;72.5955123901;32;61.1053099632;
169;29;175.834991455;316.850708008;66;277.321633577;4;21.0;71.5955123901;33;61.2020397186;
170;29;179.441894531;321.373382568;68;286.87214756;4;19.0;73.5955123901;33;61.2955703735;
171;29;181.696411133;346.647949219;68;294.366702795;4;18.0;77.5955123901;34;61.3858294487;
172;29;185.104385376;359.484771729;69;300.653038263;4;19.0;74.5955123901;35;61.4727659225;
173;29;187.936187744;369.36428833;72;305.963782072;4;19.0;73.5955123901;35;61.556347847;
174;29;189.986480713;378.816680908;74;310.685760975;4;18.0;77.5955123901;36;61.6365623474;
175;29;191.666015625;387.257843018;77;314.712413549;4;19.0;74.5955123901;36;61.7134132385;
176;29;192.885513306;393.698272705;79;317.961008787;4;19.0;73.5955123901;37;61.7869210243;
177;29;193.505081177;399.950531006;80;320.408442259;4;18.0;75.5955123901;37;61.8571209908;
178;29;193.7890625;405.768035889;81;322.327352762;4;19.0;74.5955123901;37;61.9240608215;
179;29;193.845001221;411.231506348;83;323.965117931;4;19.0;73.5955123901;38;61.9878001213;
180;29;193.845001221;416.401000977;86;325.48518014;4;18.0;75.5955123901;38;62.0;
181;29;193.845001221;421.417602539;86;326.876280308;4;19.0;74.5955123901;39;62.0;
182;29;193.845001221;426.266479492;81;327.851855278;4;20.0;74.0;37;62.0;
183;29;193.845001221;430.574890137;83;328.788128853;4;21.0;76.5955123901;37;62.0;
184;29;193.845001221;434.831878662;85;353.930423021;4;22.0;76.995513916;37;62.0;
185;29;214.668289185;455.970611572;85;373.902748585;4;23.0;71.0;37;62.0;
186;29;219.847747803;476.191650391;75;389.576572657;4;24.0;70.0;38;62.0;
187;29;221.915313721;495.393096924;76;402.214434624;4;25.0;73.0;38;62.0;
188;29;227.149185181;513.546020508;80;412.862402678;4;26.0;68.0;39;62.0;
189;29;233.042572021;530.644287109;77;421.562871456;4;27.0;67.0;37;62.0;
190;29;236.132507324;546.669677734;82;428.925205708;4;28.0;70.0;37;62.0;
191;29;238.655090332;561.850646973;86;434.328310013;4;29.0;70.4000015259;37;62.0;
192;29;240.304138184;576.194091797;90;441.617304325;4;30.0;64.0;38;62.0;
193;29;243.812286377;592.586608887;95;448.535481215;4;31.0;63.0;38;62.0;
194;29;249.809387207;602.222106934;94;452.142649412;4;32.0;62.0;34;62.0;
195;29;247.263336182;616.088500977;94;455.396733761;4;33.0;65.0;33;62.0;
196;29;250.573348999;621.381591797;98;458.289352894;4;34.0;60.0;34;62.0;
197;30;253.844802856;624.976867676;98;461.271827698;4;35.0;59.0;35;62.0;
198;30;257.122772217;627.825256348;98;464.389505863;4;36.0;62.0;34;62.0;
199;31;260.41192627;630.577758789;98;467.417856216;4;37.0;58.0;34;62.0;
200;31;263.690185547;634.386047363;87;470.408725262;4;38.0;58.0;29;62.0;
201;31;266.963409424;641.591186523;75;473.428170681;4;39.0;58.0;23;62.0;
202;31;270.238891602;648.778747559;75;476.385010242;4;40.0;62.0;25;62.0;
203;31;273.508453369;654.943725586;77;479.190328598;4;40.4000015259;58.0;25;62.0;
204;31;276.764190674;659.080566406;70;484.771479607;4;40.4000015259;58.0;25;62.0;
205;31;282.299468994;666.183837891;72;490.42961359;4;40.4000015259;62.0;24;62.0;
