Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;4;20.0;
4;1;11.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
5;1;12.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
6;1;13.8999996185;8.625;5;17.25;1;10.0;10.0;4;20.0;
7;2;15.5;8.625;4;18.5949993134;1;11.0;10.0;4;20.0;
8;2;16.156999588;8.79749965668;4;18.8861961365;1;11.0;10.0;4;20.3999996185;
9;2;16.3317184448;8.94309806824;4;19.696713686;1;11.1199998856;10.1999998093;3;20.7264003754;
10;2;16.8180274963;9.3333568573;4;20.396187067;1;11.2179203033;10.3632001877;3;20.9903717041;
11;2;18.8180274963;9.6677980423;4;20.9908788204;1;11.2971115112;10.4951858521;3;22.0419120789;
12;2;20.8180274963;9.94955635071;4;21.4904358387;2;11.6125736237;11.2209558487;3;23.9143505096;
13;2;21.8741378784;10.1834592819;4;21.9062794447;2;14.2971115112;11.4571752548;3;24.661406517;
14;2;22.8935279846;10.3752222061;4;22.2503181696;2;16.2971115112;11.8107032776;3;25.2644476891;
15;2;23.9132537842;10.5308046341;5;22.4721269608;2;17.6214675903;12.0916318893;3;25.7461636066;
16;2;24.933303833;10.625;5;22.5060760975;2;18.6341781616;12.3113050461;3;26.1288670301;
17;2;25.9536724091;10.625;5;22.5405418873;2;19.6472434998;12.4808797836;3;26.211841464;
18;2;26.9743518829;10.625;5;22.5755085945;2;20.6606636047;12.5;3;26.2577478886;
19;2;27.5453052521;10.625;5;22.6109591722;2;21.6744365692;12.5;3;26.3048160076;
20;2;27.566576004;10.625;5;22.6468753815;2;21.8914451599;12.5;2;26.3530313969;
21;2;27.5881252289;10.625;5;22.6832377911;2;21.9059104919;12.5;2;26.4023760557;
22;2;27.6099433899;10.625;6;22.7200255394;2;21.9207134247;12.5;4;26.4528282881;
23;2;27.6320152283;10.625;6;22.7572168112;2;21.9358482361;12.5;3;26.5043625832;
24;2;27.6543292999;10.625;6;22.7947884798;2;21.9513092041;12.5;3;26.5569496155;
25;2;27.6768722534;10.625;6;22.8327163458;2;21.9670848846;12.5;3;26.6105561256;
26;2;27.6996307373;10.625;6;22.8709751368;2;21.9831676483;12.5;4;26.6651450396;
27;2;27.7225856781;10.625;5;22.9095385075;2;21.5;12.99954319;4;26.72067523;
28;2;27.7457237244;10.625;5;22.9483793974;2;21.5;13.3603372574;4;26.7771017551;
29;2;27.76902771;10.625;4;22.9874696732;3;22.0331306458;12.5;5;26.8343759775;
30;2;27.7924823761;10.625;4;23.0267804861;3;19.5;13.5;5;26.8924454451;
31;2;27.8160686493;10.625;4;23.0662822723;3;19.0677337646;14.5;5;26.9512542486;
32;2;27.8397693634;10.625;4;23.1059447527;3;18.0853767395;15.5;5;27.0107431412;
33;2;27.8635673523;10.625;4;23.1457372904;3;17.1032218933;16.5;6;27.0708494186;
34;2;27.8874416351;10.625;5;23.1856285334;3;16.1212539673;17.5;5;27.1315076351;
35;2;27.9113769531;12.625;4;23.2255871296;4;15.075507164;18.5;2;37.1926498413;
36;2;27.9353523254;14.625;4;23.265581131;4;17.0920162201;17.5;2;37.6542048454;
37;2;27.9593486786;16.625;4;23.3055787086;4;19.1086349487;17.5;2;38.0905008316;
38;2;27.9833469391;18.625;4;23.3455479145;4;19.5;18.5;3;38.5002017021;
39;2;28.0073280334;20.625;6;23.385456562;4;21.1421318054;17.5;3;39.8826494217;
40;2;28.0312728882;20.625;6;23.42527318;4;23.1589660645;17.9599990845;3;40.3677977324;
41;2;28.0551643372;20.625;6;23.4649660587;4;24.5;20.0198001862;3;40.841553092;
42;2;28.0789794922;20.625;7;23.5045039654;4;25.4427070618;20.0866985321;4;41.3062486649;
43;2;28.1027030945;20.625;8;23.543856144;5;25.459569931;20.505645752;3;41.7645685673;
44;2;28.1263141632;20.625;7;23.5829925537;5;25.4764003754;24.5056476593;3;42.2194191217;
45;2;28.1497955322;20.625;7;23.6218836308;5;26.9842300415;25.5056476593;3;42.6738026142;
46;2;28.1731300354;20.625;8;23.6605007648;5;28.060749054;27.5056476593;3;43.1306955814;
47;2;28.1963005066;20.625;8;23.6988155842;5;29.0616130829;29.5056476593;4;43.4888534546;
48;2;28.2192897797;20.625;9;23.7368011475;5;29.1569900513;31.2000007629;4;43.8415863514;
49;2;28.2420806885;20.625;9;23.7744314671;5;29.2522277832;31.2000007629;4;45.2188892365;
50;2;28.2646598816;20.625;9;23.8116812706;5;30.3540992737;32.2000007629;5;45.7909241915;
51;2;28.2870082855;20.625;11;23.8485264778;5;31.4626502991;33.2000007629;5;46.4143047333;
52;2;28.3091163635;20.625;11;23.8849442005;5;31.577796936;34.2000007629;7;47.0917379856;
53;2;28.3309669495;20.625;11;23.9209127426;6;31.6993179321;35.2000007629;6;47.8255432844;
54;2;28.3525466919;20.625;12;23.9564116001;6;31.8268241882;36.0144195557;6;48.6175274849;
55;2;28.3738479614;20.625;13;23.9914214611;6;31.9597663879;37.0144195557;7;49.468845129;
56;2;28.3948535919;20.625;13;24.0259244442;6;32.0974121094;37.6981697083;6;50.3798463345;
57;2;28.4155540466;20.625;13;24.8984177113;6;32.2388648987;37.930431366;5;51.3499133587;
58;2;28.9390525818;21.0234375;14;25.6250112057;6;33.1300773621;35.930431366;5;52.3772838116;
59;2;29.375005722;21.3489723206;14;26.222840786;6;32.5288734436;36.930431366;6;54.4588651657;
60;2;29.7337036133;21.6102333069;15;26.7110445499;7;34.6532440186;36.7652244568;3;55.7200554609;
61;2;30.0266265869;21.8168411255;16;27.1085100174;7;34.8201599121;38.7652244568;3;57.0400124788;
62;2;30.2651062012;21.9782962799;16;27.2259271145;7;35.2500305176;40.7652244568;5;58.4121136665;
63;2;30.3355579376;22.0;15;27.2992870808;7;36.1024665833;39.7652244568;6;59.8279573917;
64;2;30.379573822;22.0;16;27.3718948364;7;36.8158721924;40.4983940125;6;61.2774373293;
65;2;30.4231376648;22.0;18;27.4436523914;8;35.7756500244;41.3165245056;6;84.5523841381;
66;2;30.4661941528;22.0;18;27.5144658089;8;36.8915405273;44.7905235291;6;90.4277517796;
67;2;30.508682251;22.0;18;27.5842466354;8;40.3434257507;45.7587814331;7;94.9453279972;
68;3;30.5505485535;22.0;17;27.6529119015;9;44.3351325989;45.6131820679;6;99.036721468;
69;3;30.5917491913;22.0;19;27.7203843594;9;43.9933433533;48.5940704346;8;102.536938787;
70;3;30.632232666;22.0;18;27.7865929604;9;44.9652519226;49.3948516846;9;105.453351974;
71;4;30.671957016;22.0;15;42.8514726162;9;40.2575378418;54.3948478699;10;108.105979085;
72;4;31.7108840942;23.0;15;43.9649643898;9;38.4311408997;59.0599937439;9;110.515353084;
73;4;32.7489814758;24.0;16;44.9819931984;9;36.5554389954;61.0977058411;10;112.637050629;
74;4;28.7489814758;27.0;16;45.8919658661;10;35.6684875488;64.4898681641;9;114.870085359;
75;4;30.7489814758;26.0;16;46.6911873817;10;34.4238319397;69.623916626;9;116.540355444;
76;4;32.7489814758;27.0;15;47.3819065094;10;34.489112854;75.0146102905;11;118.114156246;
77;4;32.8924751282;28.0;14;47.9708509445;11;34.5459938049;77.4193191528;10;119.595029712;
78;5;32.9260215759;29.0;12;48.4676389694;11;34.9717559814;78.0824661255;10;120.884039283;
79;5;32.95860672;30.0;12;48.8833250999;11;33.9962692261;82.1187438965;11;122.056272745;
80;5;32.9902229309;31.0;12;49.2292547226;12;34.0338935852;85.821762085;10;123.159236789;
81;5;33.0208625793;32.0;10;49.4175462723;12;36.3728942871;87.1187438965;12;124.011319399;
82;5;33.05052948;33.0;9;49.4653639793;12;38.4123916626;90.1187438965;13;124.841797709;
83;5;33.0792198181;34.0;8;49.5;12;40.451713562;94.1187438965;14;125.644667625;
84;5;33.1000022888;35.0;7;49.5;12;41.490852356;98.1187438965;14;126.415190816;
85;5;33.1000022888;36.0;7;49.5;13;43.0298233032;99.1187438965;14;127.150008559;
86;5;33.1000022888;37.0;8;49.5;13;44.0686302185;101.118743896;16;127.847138882;
87;5;33.1000022888;38.0;6;49.5;13;45.1072769165;103.118743896;16;128.467105389;
88;5;33.1000022888;39.0;6;49.5;13;46.1352920532;105.118743896;16;129.029806376;
89;5;33.1000022888;40.0;5;49.5;13;46.207950592;107.118743896;17;129.558797598;
90;5;33.1000022888;41.0;4;49.5;13;46.2312545776;108.938949585;17;130.055952787;
91;5;33.1000022888;42.0;4;49.5;13;46.2551765442;106.993530273;17;131.523586035;
92;5;33.1000022888;43.0;3;49.5;13;46.2796821594;110.049316406;18;132.00425601;
93;5;33.1000022888;44.0;3;49.5;13;48.3047294617;114.106201172;20;132.461782694;
94;5;33.1000022888;45.0;4;49.5;14;48.330280304;118.723144531;20;132.819845438;
95;5;33.1000022888;46.0;5;49.5;14;48.3562812805;122.805419922;20;133.099817395;
96;5;33.1000022888;47.0;4;49.5;14;48.3826942444;126.888748169;19;133.383770108;
97;5;33.1000022888;48.0;6;49.5;14;48.4094467163;130.972961426;21;133.671160221;
98;5;33.1000022888;49.0;7;49.5;14;49.4364891052;132.057876587;21;133.961418867;
99;5;33.1000022888;50.0;6;49.5;14;49.463760376;133.143264771;18;134.253954649;
100;4;33.1000022888;51.0;5;49.5;15;48.7299995422;134.228942871;19;134.54815948;
