Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;11.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;10.0;6;20.0;
4;1;11.8999996185;8.625;6;17.25;2;9.0;10.1999998093;5;21.0;
5;2;13.5;8.625;5;18.25;2;9.19999980927;10.0;5;21.0900000334;
6;2;14.5;8.625;5;18.3250000477;2;10.3269996643;10.0;5;21.1871190071;
7;2;15.5450000763;8.625;5;18.7605681419;2;11.3561353683;10.0;5;21.2917383909;
8;2;16.2563400269;8.79749965668;5;19.1489084959;2;11.3875217438;10.0;5;21.817143321;
9;2;16.4893455505;8.94309806824;5;20.0586935282;2;11.5451431274;10.1999998093;5;22.2793469429;
10;2;17.0352153778;9.3333568573;5;20.8682775497;2;11.683804512;10.3632001877;5;22.6900259256;
11;2;19.0352153778;9.6677980423;5;21.5845614672;2;11.8070077896;10.4951858521;5;23.9506295919;
12;2;21.0352153778;9.94955635071;5;22.2177865505;2;12.1851892471;11.0209560394;5;25.0538563728;
13;2;22.3105487823;10.1834592819;5;22.7799050808;2;14.1851892471;11.4571752548;5;26.0146684647;
14;2;22.6679439545;10.3752222061;5;23.2832708359;2;16.1851882935;11.8107032776;5;26.8543052673;
15;2;22.9699630737;10.5308046341;5;23.6777949333;2;17.0562915802;12.0916318893;5;27.5962526798;
16;2;23.2066764832;10.625;5;23.8980493546;2;18.5046653748;12.3113050461;5;28.2632865906;
17;2;23.3388290405;10.625;5;24.1324534416;2;19.6030311584;12.4808797836;5;28.6547400951;
18;2;23.479473114;10.625;5;24.3808503151;2;20.7089958191;12.5;5;29.0328326225;
19;2;23.6285095215;10.625;5;24.6428759098;2;21.8224239349;12.5;5;29.4347915649;
20;2;23.7857246399;10.625;5;24.9179406166;2;22.8304367065;12.5;6;29.8589887619;
21;2;25.9507637024;10.625;6;25.2052159309;2;22.9576969147;12.5;6;30.3031497002;
22;2;27.1231307983;10.625;6;25.5036282539;3;21.5;13.5;5;30.7643566132;
23;2;28.3021774292;10.625;6;25.8118619919;3;22.5;12.5;5;31.2390885353;
24;2;29.4871177673;10.625;6;26.128370285;3;21.5;13.5;6;31.7232985497;
25;2;29.6770210266;10.625;6;26.4513978958;4;22.5;12.5;5;32.2125329971;
26;2;29.8708381653;10.625;6;26.7790131569;4;23.5;12.5;5;32.7020812035;
27;2;30.067407608;10.625;6;27.1091499329;4;21.5;13.5;5;33.1871519089;
28;2;30.2654895782;10.625;6;27.4396557808;4;22.5;12.5;5;33.6630582809;
29;2;30.4637947083;10.625;6;27.7683477402;4;23.5;12.5;5;34.1254005432;
30;2;30.6610088348;10.625;6;28.0930690765;4;24.2376213074;12.5;5;35.570227623;
31;2;30.8558425903;10.625;6;28.4117460251;4;23.2376213074;14.0;5;36.0241672993;
32;2;31.0470466614;10.625;6;28.7224407196;4;23.5;14.5;5;36.4551079273;
33;2;31.2334632874;10.625;6;29.0233979225;4;24.5;13.030295372;5;36.8610551357;
34;2;31.4140396118;10.625;7;29.3130817413;4;23.8275299072;13.5;5;37.2407305241;
35;2;31.5878486633;12.625;7;29.5902032852;4;24.8370552063;12.5;5;37.5935333967;
36;2;31.7541217804;14.625;7;29.8537368774;4;25.5;13.077917099;5;37.9194751978;
37;2;31.9122428894;16.625;7;30.1029233932;4;26.8566131592;12.5;5;38.2190914154;
38;2;32.0617523193;18.625;7;30.337266922;4;27.4657287598;12.5;5;38.4933435917;
39;2;32.2023620605;20.625;7;30.5565185547;4;27.5480041504;12.5;5;38.7435200214;
40;2;32.3339118958;20.625;7;30.7606554031;4;27.6230564117;12.5;5;38.97113657;
41;2;32.4563941956;20.625;7;30.9498548508;4;27.6913414001;15.5;5;39.1778556108;
42;2;32.5699119568;20.625;7;31.1244659424;4;27.7533569336;18.5;6;39.3654088974;
43;2;32.6746788025;20.625;7;31.2849788666;4;28.8096237183;22.5;5;40.4332377911;
44;2;32.7709884644;20.625;7;31.4319934845;4;29.3999996185;26.5;5;40.5100255013;
45;2;32.8591957092;20.625;9;31.566192627;4;29.7119998932;30.5;5;40.5884007215;
46;2;32.9397163391;20.625;9;31.6883163452;4;29.8521652222;31.5;6;40.6683419943;
47;2;33.0129890442;20.625;10;31.75;5;30.2005023956;32.5;5;40.7498238087;
48;2;33.0499992371;20.625;11;31.75;5;29.8748149872;32.5;5;40.8328166008;
49;2;33.0499992371;20.625;11;31.75;5;29.763551712;33.3104858398;5;40.917286396;
50;2;33.0499992371;20.625;11;31.75;5;30.2751865387;32.5;5;41.003195405;
51;2;33.0499992371;20.625;11;31.75;5;29.9095134735;33.1524085999;5;41.09050107;
52;2;33.0499992371;20.625;11;31.75;5;30.3271484375;32.5;5;41.1791565418;
53;2;33.0499992371;20.625;11;32.8093748093;5;29.9330329895;33.2011871338;6;42.2691105604;
54;2;33.6856269836;21.0234375;12;33.7012577057;5;30.9448833466;34.2264137268;6;42.4003072977;
55;2;34.2207527161;21.3489723206;12;34.4434776306;5;30.4080924988;35.5;6;42.5338708162;
56;2;34.6660842896;21.6102333069;12;35.0561246872;5;29.4358062744;37.5;7;42.6697381735;
57;2;35.0336761475;21.8168411255;13;35.5592327118;6;27.9831676483;40.4678153992;6;42.807839632;
58;2;35.3355407715;21.9782962799;13;35.7647705078;7;28.0926761627;41.5;5;42.9480978251;
59;2;35.4588623047;22.0;13;35.9100923538;7;27.5;43.3603363037;5;43.0904283524;
60;2;35.5460586548;22.0;12;36.0;7;28.6498031616;44.1288757324;5;43.2347398996;
61;2;35.6000022888;22.0;12;36.0;7;29.1286640167;43.0695953369;5;43.380933404;
62;2;35.6000022888;22.0;14;36.0;7;28.7083702087;43.1765136719;9;45.0051677227;
63;2;35.6000022888;22.0;14;36.0;7;27.1589889526;43.2092704773;9;46.375526309;
64;2;35.6000022888;22.0;15;36.0;7;26.5;45.1889190674;9;48.5279886723;
65;2;35.6000022888;22.0;15;36.0;7;28.5;47.7389640808;10;49.5405672789;
66;2;35.6000022888;22.0;17;36.0;8;29.9037094116;45.5262680054;9;50.2620198727;
67;2;35.6000022888;22.0;17;36.0;8;29.2333984375;46.5709228516;9;50.7789680958;
68;2;35.6000022888;22.0;17;36.0;8;31.2521400452;45.929901123;10;51.274656415;
69;3;35.6000022888;22.0;12;46.0;8;32.5;47.2917327881;10;51.6409231424;
70;4;36.6000022888;23.0;11;46.5;8;34.0;49.9551010132;11;51.9675159454;
71;4;37.6000022888;24.0;11;46.9724998474;8;35.7579193115;50.6065750122;12;52.2995336056;
72;4;37.6000022888;25.0;12;47.4144172668;8;35.7934379578;52.6301078796;14;52.6364929676;
73;4;37.6000022888;26.0;12;47.8236904144;8;35.829372406;54.6542129517;13;52.9778746367;
74;4;37.6000022888;27.0;12;48.1992473602;8;35.8656349182;56.6788864136;13;53.3231247663;
75;4;37.6000022888;28.0;12;48.5409183502;8;35.9021492004;57.4913139343;14;53.6716592312;
76;4;37.6000022888;29.0;13;48.8493099213;9;35.9388237;57.6044578552;13;54.0228667259;
77;4;33.6000022888;32.0;13;49.125658989;9;35.975566864;57.7188186646;13;54.3761138916;
78;4;35.6000022888;31.0;14;49.3716783524;9;36.012298584;57.8342285156;13;54.730749011;
79;4;31.6000022888;34.0;14;50.5894126892;9;36.048915863;57.9505119324;14;55.0861079693;
80;4;32.6000022888;35.4357643127;14;50.756103158;9;36.0853424072;58.0674819946;14;55.441519022;
81;4;33.6000022888;37.5124435425;15;50.9015805125;9;36.1214790344;58.1849555969;13;55.7963088751;
82;4;30.6000022888;40.5796318054;16;50.9322500229;9;36.1572494507;58.302734375;14;57.1498073339;
83;4;30.6000022888;41.5999984741;17;50.9140250087;9;37.1925697327;59.4206199646;14;57.5613540411;
84;4;32.6000022888;40.5999984741;17;50.8976225257;9;36.9000015259;61.5384140015;15;57.9732670784;
85;4;29.4000015259;43.0488128662;17;50.8828603029;9;37.9000015259;61.6559104919;15;58.3849884272;
86;5;30.4000015259;43.0414276123;15;50.8695742488;9;36.9000015259;63.7729148865;15;58.7959764004;
87;5;29.4000015259;43.5999984741;15;50.8576168418;9;37.9000015259;63.8892288208;15;59.205709815;
88;6;28.4000015259;45.7000007629;15;50.8468551636;9;38.359828949;64.6697998047;16;59.6136883497;
89;6;28.4000015259;47.7000007629;15;50.8371696472;9;38.3909835815;64.8218765259;16;60.0194368362;
90;6;27.5766429901;49.7000007629;15;50.8284527063;9;36.4212493896;68.3640289307;17;60.4225054979;
91;6;26.5539779663;51.7000007629;15;50.8206074238;9;35.9000015259;68.5776901245;17;60.8224701881;
92;6;25.53358078;53.7000007629;16;50.8135466576;9;36.9000015259;69.7914047241;17;61.2189341784;
93;7;25.5152225494;52.7000007629;16;50.807191968;9;35.9000015259;69.0049438477;19;61.6115278006;
94;7;23.4987010956;54.7000007629;16;52.8014727831;9;35.5328445435;70.2180938721;20;61.9999070168;
95;7;22.4987010956;59.2610321045;17;52.9938254952;9;34.9000015259;69.4306335449;22;62.3592231274;
96;7;24.4000015259;60.2574272156;17;55.0141001344;9;35.9000015259;70.6251831055;22;62.6989796162;
97;7;23.4000015259;63.9309997559;18;56.7781436443;9;34.9000015259;69.8083953857;23;63.0348448753;
98;8;24.0;68.1356201172;19;58.3205063343;9;34.9000015259;69.9912261963;23;63.3665568829;
99;8;24.3237247467;72.315246582;19;59.9461759329;9;33.9000015259;70.1734771729;22;63.6938688755;
100;8;25.4133338928;72.4716949463;19;61.4735438824;9;33.9000015259;70.3549575806;22;64.0165481567;
101;8;24.6503658295;74.9465255737;20;62.8238728046;9;34.9000015259;71.5354309082;22;64.3067557812;
102;8;24.9082641602;77.2816314697;21;64.2272546291;9;35.9000015259;72.7147293091;23;65.798160553;
103;9;26.1883716583;76.6080932617;20;65.6150143147;9;34.9000015259;72.4647064209;23;67.3247733116;
104;9;25.492023468;78.8913726807;20;66.5420187712;9;34.9000015259;73.2376403809;24;68.8780918121;
105;11;25.5205135345;79.8913726807;18;70.1145985126;9;35.9000015259;75.0300216675;24;70.449025631;
106;11;28.7670345306;83.8913726807;18;71.954419136;9;32.9000015259;75.8380126953;24;73.028113842;
107;11;34.0350418091;81.8913726807;18;73.9776087999;9;32.9000015259;78.6573867798;25;74.665749073;
108;11;35.325881958;83.8913726807;18;76.16746068;9;32.9458732605;82.4836502075;29;76.2953715324;
109;11;37.6408691406;85.8913726807;18;78.4958810806;9;31.9458732605;87.4697418213;29;77.9078239202;
110;11;39.9812774658;87.8913726807;19;80.9239374399;9;32.4000015259;91.8915405273;30;79.4944281578;
111;11;42.3483009338;90.5879516602;20;84.4042053223;9;33.4000015259;97.3205566406;30;81.0471512079;
112;11;45.7430229187;93.6522216797;20;86.982031703;9;34.4000015259;102.754074097;30;82.5587357283;
113;11;49.3040809631;97.7181091309;20;88.6209100485;9;34.4000015259;108.189208984;32;84.0228009224;
114;11;53.207157135;98.7856140137;22;90.2185277939;9;33.4000015259;111.622940063;33;85.4339143038;
115;12;55.4801330566;100.854690552;22;91.7406636477;9;33.4000015259;116.052246094;33;86.7876265049;
116;12;57.77891922;103.925323486;23;93.1654624939;9;35.4000015259;118.474189758;31;88.0804928541;
117;13;60.1024398804;105.9974823;22;94.4828410149;9;34.4000015259;123.885986328;33;89.310051322;
118;13;61.4302902222;109.071090698;22;95.6924556494;9;34.4000015259;129.285079956;33;90.4748010635;
119;13;63.7102737427;111.572280884;25;96.8009655476;9;34.4000015259;129.140106201;34;91.5741355419;
120;13;66.0054016113;113.596084595;26;97.8193041086;9;33.4000015259;132.349578857;34;92.6082756519;
121;13;68.3142929077;115.626480103;26;99.7603750229;9;34.4000015259;135.901321411;36;93.537709713;
122;13;70.6632003784;118.662857056;26;100.722728491;9;34.4000015259;134.416931152;36;94.2903423309;
123;13;72.9327087402;121.704681396;28;102.491804719;9;35.4000015259;134.869354248;37;94.9187979698;
124;14;75.2180709839;125.680038452;28;103.349373817;9;37.4000015259;136.233032227;37;95.5139350891;
125;14;77.5172119141;129.261947632;29;104.239581108;9;37.0;135.57170105;39;96.0762245655;
126;14;78.8281021118;133.435653687;31;105.163876534;9;37.0;135.885818481;40;96.6064875126;
127;14;79.9487838745;137.62361145;32;106.108398914;9;38.0;137.176101685;40;97.0358123779;
128;14;80.27734375;141.824630737;32;106.964554429;9;37.0;137.394470215;41;97.4304642677;
129;14;86.27734375;142.967758179;33;107.877266288;9;37.0;137.701324463;42;97.8023397923;
130;14;92.5459442139;144.104919434;34;109.844728231;9;38.0;138.961639404;43;98.1526675224;
131;14;96.6356811523;149.250762939;33;110.959652066;9;39.0;137.206863403;43;98.3762593269;
132;14;102.556549072;152.215637207;34;112.132134318;9;38.0;138.363372803;44;98.5054576397;
133;14;107.097671509;155.184020996;34;113.359038234;9;38.0;139.453826904;45;98.6279573441;
134;15;110.066741943;161.155578613;34;114.636412263;9;39.0;137.539581299;45;98.7502937317;
135;15;112.131118774;161.904693604;34;115.95939827;9;38.0;138.625213623;46;98.8721673489;
136;15;114.628829956;161.384246826;34;117.322209239;9;38.0;139.710525513;47;98.9932823181;
137;15;116.118179321;164.886871338;33;118.718140841;9;39.0;137.795303345;48;99.1133489609;
138;15;118.597961426;168.409210205;35;120.139659643;9;38.0;138.879348755;48;99.2320871353;
139;16;123.067092896;165.94720459;34;121.578556299;9;38.0;139.962463379;50;99.3492274284;
140;16;122.863845825;169.496292114;36;124.026158333;9;39.0;138.044464111;51;99.464515686;
141;16;125.291763306;171.644546509;36;125.533603191;9;42.0;137.125167847;51;99.5777130127;
142;16;128.708358765;171.795562744;37;127.035099268;9;45.0;136.204406738;52;99.688598156;
143;16;128.112930298;172.877380371;37;128.522376657;9;48.0;135.282028198;53;99.7969703674;
144;16;131.504852295;177.871429443;39;129.987844944;9;51.0;134.357879639;53;99.9026489258;
145;16;132.883682251;178.506652832;39;132.42482245;9;54.0;133.431854248;54;100.005474567;
146;16;128.207107544;183.889419556;40;133.895188332;9;57.0;132.503829956;55;100.105309963;
147;16;128.173736572;189.645446777;42;138.438776135;9;59.0;131.57371521;57;100.202039719;
148;17;132.084411621;195.696716309;41;142.600869775;9;61.0;130.641433716;57;100.295570374;
149;17;136.553497314;198.669509888;42;146.402178168;9;63.0;130.70690918;58;100.385829449;
150;18;130.913757324;208.070037842;43;149.870857954;10;65.0;130.770080566;57;100.472765923;
151;18;129.470718384;216.55607605;44;152.932548523;10;67.0;130.830947876;59;100.556347847;
152;18;128.727996826;220.946609497;46;155.58662045;10;68.0;130.889450073;59;100.636562347;
153;18;126.678085327;227.469299316;47;158.003811955;10;69.0;130.945602417;59;100.713413239;
154;18;125.565475464;233.518707275;49;161.125470161;10;70.0;130.999389648;59;100.786921024;
155;18;126.349212646;237.932998657;50;162.937249422;10;70.0;131.050842285;61;100.857120991;
156;18;126.96661377;240.191925049;50;170.671145558;10;70.0;131.099990845;61;101.924060822;
157;18;127.428619385;248.519317627;51;177.668461919;10;71.0;132.146850586;61;102.027800083;
158;18;130.837860107;257.934783936;53;180.131623387;10;72.0;133.191467285;62;102.08118391;
159;19;133.631668091;260.299621582;53;182.492269993;10;72.0;134.200012207;63;102.123553514;
160;19;135.36517334;260.232574463;55;184.768445969;10;72.0;135.200012207;64;102.167107463;
161;19;134.125305176;265.865783691;55;186.851689577;10;70.9336853027;147.200012207;64;102.211841464;
162;19;131.909439087;273.560028076;57;188.769209385;10;70.9694747925;150.200012207;65;102.257747889;
163;19;131.715164185;278.310668945;58;190.705849528;11;71.0061950684;150.200012207;64;102.304816008;
164;19;130.540313721;283.112091064;59;192.652129173;11;70.0438537598;150.200012207;65;102.353031397;
165;19;128.38293457;290.957641602;60;194.599076033;11;67.0;154.200012207;66;102.402376056;
166;19;129.941314697;293.527587891;62;196.538142443;11;68.0;153.200012207;66;102.452828288;
167;19;130.813842773;296.120239258;63;198.461133718;11;67.1622619629;153.200012207;67;102.504362583;
168;19;130.699111938;301.727844238;65;200.360227585;11;64.0;157.200012207;67;102.556949615;
169;19;130.595870972;310.34262085;65;202.228024244;11;65.4000015259;156.200012207;67;103.610556126;
170;19;136.502944946;303.940032959;67;203.962449789;11;66.6884460449;157.200012207;67;103.705145001;
171;21;131.419311523;315.148254395;66;205.624561548;11;65.4000015259;162.200012207;70;103.80185914;
172;21;134.627426147;317.372894287;67;207.16848731;11;67.4000015259;162.200012207;74;103.90065527;
173;22;135.559677124;316.612792969;67;208.649353743;11;66.4000015259;164.200012207;74;104.00148344;
174;22;132.498718262;324.866516113;69;210.095252752;11;66.4000015259;166.200012207;75;104.104286909;
175;22;133.443847656;330.132720947;69;211.500580788;12;67.4000015259;164.200012207;76;104.209002137;
176;22;134.394470215;332.409820557;70;220.255280972;12;66.4000015259;165.200012207;77;104.315559149;
177;22;135.841918945;338.902130127;71;228.963528156;12;66.4000015259;166.200012207;75;104.423880816;
178;22;138.193084717;349.22076416;73;235.925379515;12;67.4000015259;164.200012207;72;104.533883691;
179;22;141.677780151;376.823577881;73;243.060300231;12;68.1052093506;164.200012207;72;104.645478129;
180;22;146.568847656;394.212127686;75;248.208921552;12;68.1541213989;164.200012207;74;104.75856781;
181;22;150.856628418;406.765014648;76;252.636045933;12;68.2033691406;164.200012207;73;105.87305069;
182;22;154.968719482;416.959747314;79;256.319010973;12;69.2528839111;165.200012207;74;106.048819065;
183;23;158.828582764;424.660583496;80;259.555358648;12;67.3026123047;170.200012207;74;106.228723645;
184;23;162.480148315;431.066436768;80;262.342439651;12;66.4000015259;174.200012207;75;106.412715554;
185;23;165.75;437.057128906;81;264.930193901;12;67.4000015259;175.200012207;76;106.600733042;
186;23;167.417175293;442.913360596;84;267.465376496;12;66.4000015259;179.200012207;76;106.792701006;
187;23;168.283111572;448.715209961;86;269.925349712;12;68.4000015259;181.200012207;77;106.988529921;
188;23;169.179244995;454.435058594;86;272.14304471;12;69.4000015259;175.200012207;78;107.188115954;
189;23;170.105407715;459.857299805;87;275.276664257;12;66.4000015259;179.200012207;79;107.391338944;
190;23;173.061325073;465.488616943;91;295.174906135;12;68.4000015259;181.200012207;79;107.598062038;
191;23;181.515258789;487.059570312;93;312.905100942;12;71.7007141113;174.200012207;80;107.808131576;
192;23;189.485321045;505.407684326;93;328.500877023;12;65.3007049561;180.200012207;80;108.021376014;
193;23;190.389877319;524.713806152;94;342.137790561;12;65.0;183.200012207;81;108.592491508;
194;23;200.06628418;535.681762695;97;353.960015297;12;68.0;177.200012207;82;109.168889761;
195;23;199.53477478;550.813232422;98;363.602811575;12;64.0;184.200012207;82;109.749303579;
196;23;199.166046143;563.689941406;99;372.134553671;12;65.0;188.200012207;83;110.332481623;
197;23;198.4871521;575.312194824;101;379.020360231;12;69.0;180.200012207;84;110.917192698;
198;24;202.288345337;584.984130859;102;384.646954775;12;64.0;187.200012207;84;111.502226591;
199;25;205.949020386;593.461303711;103;389.072864056;12;64.0;194.04586792;84;112.086393118;
200;25;208.949020386;603.610046387;106;392.883263588;12;69.0;186.04586792;86;112.66851759;
201;25;241.045257568;615.906555176;106;396.143408775;12;65.0;190.04586792;86;113.247437954;
202;25;241.73664856;627.437133789;108;398.759745121;12;65.0;194.04586792;87;113.821998835;
203;25;239.962615967;637.084899902;113;401.109214306;12;69.0;186.04586792;87;114.391047955;
204;26;238.161056519;644.349060059;118;405.843892574;12;66.0;191.04586792;88;114.953435183;
205;26;246.597412109;733.084899902;122;410.72305584;12;66.0;192.04586792;90;115.508010387;
