Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.8999996185;8.625;4;17.25;1;6.0;12.0;4;20.0;
2;2;12.2999992371;8.625;4;18.25;1;7.0;11.0;5;20.0;
3;2;12.2999992371;8.625;4;18.3999999762;1;8.0;10.0;5;20.0;
4;2;12.3599996567;8.625;5;18.570775032;2;9.0;10.1999998093;4;21.0;
5;2;13.6924648285;8.625;5;18.7646545172;2;9.19999980927;10.0;4;21.1200000048;
6;2;14.8087921143;8.625;5;19.3442033529;2;10.3360004425;10.0;4;21.2530560493;
7;2;15.9495220184;8.79749965668;5;19.9021677971;2;11.375916481;10.0;4;21.4002518654;
8;2;16.9413013458;8.94309806824;5;21.0653979778;2;11.4200754166;10.0;4;21.9766796827;
9;2;17.6392383575;9.3333568573;5;22.1804671288;2;11.5930042267;10.1999998093;4;22.4989564419;
10;2;18.3082790375;9.6677980423;5;23.2604737282;2;11.7496871948;10.3632001877;4;22.9796661139;
11;2;20.3082790375;9.94955635071;5;24.3211779594;2;11.8938999176;10.4951858521;4;24.3497066498;
12;2;22.3082790375;10.1834592819;5;25.378736496;2;12.3049116135;11.0209560394;4;25.5842888355;
13;2;24.1571903229;10.3752222061;5;26.4476318359;2;14.3049116135;11.4571752548;5;26.7006480694;
14;2;24.8685798645;10.5308046341;5;27.4769949913;2;16.3049125671;11.8107032776;5;27.7219514847;
15;2;25.4861965179;10.625;5;28.3969092369;2;17.6741790771;12.0916318893;3;28.6730384827;
16;2;26.0381450653;10.625;5;29.3869771957;2;18.8277015686;12.3113050461;3;29.5772051811;
