Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;10.0;5;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;8.0;10.0;5;20.0;
6;2;9.50100040436;11.2650718689;4;24.1266050339;1;9.0;10.0;5;20.0;
7;2;10.428486824;11.543302536;4;24.6095271111;1;9.5;10.0;5;20.0;
8;2;10.5371427536;11.7641716003;4;25.2442476749;1;9.5;10.0;5;20.3999996185;
9;2;10.6799554825;12.0549411774;4;25.7551473379;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;10.7949075699;12.2827939987;4;26.1647416353;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;10.8870668411;12.4589796066;4;26.3060446978;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;12.8870668411;12.5;4;26.3673498631;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;14.8870668411;12.5;4;26.4306943417;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;15.9284467697;12.5;4;26.4960671663;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;16.9431552887;12.5;4;26.5634490252;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;17.958316803;12.5;4;26.6328122616;1;14.7228336334;12.3113050461;6;24.9617595673;
17;2;18.9739227295;12.5;4;26.7041202784;1;15.7228336334;12.4808797836;6;25.0;
18;2;19.9899673462;12.5;5;26.7773271799;1;16.7228336334;12.5;6;25.0;
19;2;20.0248985291;12.5;5;26.8523778915;1;17.625;12.5;7;25.0;
20;2;20.0417842865;12.5;5;26.9292075634;1;17.625;12.5;7;25.0;
21;2;20.0590724945;12.5;5;27.0077416897;1;17.625;12.5;7;25.0;
22;2;20.0767421722;12.5;5;27.0878958702;1;17.625;12.5;7;25.0;
23;2;20.0947761536;12.5;5;27.1695766449;1;17.625;12.5;8;25.0;
24;2;20.113155365;12.5;6;27.2526805401;2;17.625;12.5;7;25.0;
25;2;20.1318531036;12.5;7;27.3370957375;2;17.625;12.5;7;25.0;
26;2;20.1508464813;12.5;7;27.4227013588;2;17.625;12.5;7;25.0;
27;2;20.1701087952;12.5;7;27.5093686581;2;17.625;12.5;7;25.0;
28;2;20.1896076202;12.5;7;27.5969614983;2;17.625;12.5;7;25.0;
29;2;19.625;13.5;7;27.6853370667;2;17.625;12.5;7;25.0;
30;2;20.2292003632;12.5;7;27.7743468285;2;17.625;12.5;7;25.0;
31;2;19.625;13.5;7;27.863837719;2;17.625;12.5;7;25.0;
32;2;19.625;13.9319190979;7;27.9536523819;2;17.625;12.5;7;25.0;
33;2;19.625;13.9768257141;7;28.0436308384;2;17.625;12.5;7;25.0;
34;2;19.625;14.0218153;7;28.1336119175;2;17.625;12.5;7;25.0;
35;2;19.625;14.0668058395;8;28.2234334946;2;17.625;12.5;8;25.0;
36;2;20.3502731323;12.5;8;28.3129341602;2;17.625;12.5;8;25.0;
37;2;20.3704109192;12.5;8;28.4019548893;2;17.625;12.5;8;25.0;
38;2;20.3904399872;12.5;8;28.4903392792;2;17.625;12.5;8;25.0;
39;2;19.625;13.5;7;28.5779349804;2;17.625;12.5;8;25.0;
40;2;19.625;14.2889671326;7;28.6645948887;2;17.625;12.5;8;25.0;
41;2;20.4495334625;12.5;7;28.7501780987;2;17.625;12.5;8;25.0;
42;2;19.625;13.5;8;28.8345503807;2;17.625;12.5;8;25.0;
43;2;20.4877738953;12.5;8;28.9175856113;2;17.625;12.5;7;25.0;
44;2;20.5064563751;14.5;8;28.9991660118;2;17.625;12.5;7;25.0;
45;2;20.5248126984;16.5;9;29.0791826248;2;17.625;12.5;5;25.0;
46;2;20.5428161621;18.5;9;29.1575365067;2;17.625;12.5;6;25.0;
47;2;20.5604457855;20.5;8;29.2341375351;2;17.625;12.5;6;25.0;
48;2;20.5776805878;22.5;7;29.3089065552;2;17.625;12.5;6;25.0;
49;2;20.5945034027;22.5;7;29.3817744255;2;17.625;12.5;7;25.0;
50;2;20.6108989716;22.5;8;29.4526815414;2;17.625;12.5;7;25.0;
51;2;20.6268539429;22.5;8;29.5215787888;2;17.625;13.5;7;25.0;
52;2;20.6423549652;22.5;8;29.58842659;2;17.625;14.5;8;25.0;
53;2;20.6573963165;22.5;9;29.6531953812;2;17.625;15.5;8;25.0;
54;2;20.6719684601;22.5;9;29.7158646584;2;17.625;16.5;8;25.0;
55;2;20.6860694885;22.5;11;29.7764229774;2;17.625;17.5;9;25.0;
56;2;20.6996955872;22.5;11;29.8348660469;2;17.625;17.5;10;25.0;
57;2;20.7128448486;22.5;12;29.8911986351;2;17.625;17.5;10;25.0;
58;2;20.7255191803;22.5;12;29.9454321861;2;17.625;17.5;10;25.0;
59;2;20.7377223969;22.5;13;29.9975852966;2;17.625;17.5;11;25.0;
60;2;20.7494564056;22.5;14;30.0;3;17.625;17.5;9;25.0;
61;2;20.75;22.5;15;30.0;4;17.625;17.5;8;37.75;
62;2;20.75;22.5;16;30.0;4;18.625;18.5;8;38.3874998093;
63;2;20.75;22.5;16;30.0;4;19.625;19.5;8;38.9715299606;
64;2;20.75;22.5;16;30.0;4;20.625;20.5;8;39.4994401932;
65;2;20.75;22.5;16;30.0;4;21.625;21.5;8;39.9707527161;
66;2;20.75;22.5;17;30.0;4;22.625;22.5;9;40.3868265152;
67;2;20.75;22.5;17;30.0;4;23.625;22.5;9;40.7504434586;
68;2;20.75;22.5;17;30.0;4;24.625;22.5;8;42.0653820038;
