Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;4;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;10.0;4;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;8.0;10.0;4;20.0;
6;2;9.50100040436;11.2650718689;3;24.1166050434;1;9.0;10.0;5;20.0;
7;2;10.4262361526;11.543302536;3;24.5889341831;2;9.5;10.0;4;20.0;
8;2;10.5325098038;11.7641716003;3;25.212254405;2;9.5;10.0;5;20.3999996185;
9;2;10.6727571487;12.0549411774;3;25.7109264135;2;9.59000015259;10.1999998093;5;20.7264003754;
10;2;10.7849578857;12.2827939987;3;26.1074465513;2;9.66343975067;10.3632001877;5;20.9903717041;
11;2;10.8741750717;12.4589796066;4;26.2348128557;2;9.72283363342;10.4951858521;4;22.0419120789;
12;2;13.7948913574;12.5;4;26.2813059092;2;9.95943069458;11.0209560394;4;22.9143505096;
13;2;15.7948913574;12.5;4;26.328953743;2;10.1557292938;11.4571752548;4;23.6214065552;
14;2;16.8262710571;12.5;4;26.3777402639;2;10.3148164749;11.8107032776;4;24.1832637787;
15;2;17.8372478485;12.5;4;26.4276455641;2;11.3148164749;12.0916318893;4;24.6226100922;
16;2;18.8484764099;12.5;4;26.4786461592;2;12.3148164749;12.3113050461;4;24.9617595673;
17;2;19.8599510193;12.5;4;26.5307145119;2;12.6163959503;12.4808797836;4;25.0;
18;2;19.9694099426;12.5;5;26.5838193893;2;14.3148164749;12.5;5;25.0;
19;2;19.9813594818;12.5;5;26.6379255056;2;15.3148164749;12.5;5;25.0;
20;2;19.9935340881;12.5;5;26.6929937601;3;17.3148155212;12.6999998093;4;26.0;
21;2;20.0059242249;12.5;5;26.7489811182;3;19.3148155212;12.5;4;26.0900000334;
22;2;20.0185203552;12.5;5;26.8058408499;3;20.625;12.5;4;26.1871190071;
23;2;20.0313148499;12.5;6;26.8635222912;3;21.625;12.8561353683;4;26.2917383909;
24;3;20.04429245;12.5;5;26.9219712019;3;22.625;12.8875217438;5;26.4042263031;
25;4;20.0574436188;12.5;4;26.9811300039;3;22.625;12.9212675095;4;26.5249304771;
26;4;20.0707550049;12.5;4;27.0409376621;3;22.625;12.9574794769;4;26.6541694403;
27;4;19.625;13.5;4;27.1013302803;3;22.625;12.9962511063;4;26.7922235727;
28;4;19.625;13.5506649017;4;27.1622409821;3;22.625;13.0376672745;4;26.9393253326;
29;4;19.625;13.581120491;4;27.2236001492;3;22.625;13.0817975998;4;27.0956480503;
30;4;19.625;13.6118001938;4;27.285336256;3;23.0965213776;12.5;5;27.261295557;
31;4;20.1392002106;12.5;4;27.3473753929;3;22.625;13.5;5;27.4362905025;
32;4;19.625;13.5;4;27.409642458;3;22.625;13.7181453705;5;27.6205644608;
33;4;20.1671695709;12.5;4;27.4720609188;3;23.2146263123;12.5;5;27.8139474392;
34;4;20.1812133789;12.5;4;27.534553051;3;23.2581386566;12.5;6;28.016159296;
35;4;19.625;13.5;4;27.5970411301;3;22.625;13.5;6;28.2268030643;
36;4;20.2093353271;12.5;4;27.6594469547;3;22.625;14.113401413;6;28.445360899;
37;4;19.625;13.5;4;27.7216928005;3;22.625;14.2226800919;6;28.6711919308;
38;4;18.2373809814;13.5;5;27.7837014198;3;23.4510192871;12.5;6;28.9035346508;
39;4;17.2513332367;14.5;5;27.8453965187;3;23.5032958984;12.5;6;29.141512394;
40;4;16.26521492;15.5;6;27.9067034721;3;23.5568408966;12.5;6;29.3841423988;
41;4;15.2790088654;16.5;6;27.967549324;3;23.6114311218;12.5;6;29.6303496361;
42;4;14.6676988602;17.5;6;28.0278632641;3;22.625;13.5;6;29.8789830208;
43;4;14.681268692;18.5;7;28.0875768661;3;22.625;14.5;7;30.1288366318;
44;4;14.6947050095;19.5;7;28.1466243267;3;23.625;12.5;7;30.3786706924;
45;5;16.0;19.5;7;29.2049431801;3;22.625;14.5;7;30.6272368431;
46;5;18.7211112976;21.5;7;29.292473793;3;23.625;16.5;7;30.8733024597;
47;5;19.9658069611;23.5;7;29.3797512054;3;23.9464931488;18.5;7;31.1156759262;
48;5;20.9854431152;25.5;7;29.4667160511;3;22.625;20.5;7;31.353228569;
49;5;21.2456474304;27.5;7;29.5533118248;3;22.625;22.5;7;31.5849161148;
50;5;22.6494960785;27.5;9;29.6394842863;3;23.625;22.5;7;31.8097963333;
51;5;22.6688842773;27.5;9;29.7251824141;3;24.1572036743;22.5;7;32.0270428658;
52;5;22.4207057953;28.0943546295;10;29.8103578091;3;24.2060852051;22.5;8;32.2359538078;
53;5;22.7073307037;27.5;11;29.8949644566;3;24.2530899048;22.5;10;32.4359588623;
54;5;22.7263679504;27.5;11;29.9789595604;3;24.2980918884;22.5;10;32.6266198158;
55;5;22.7452659607;27.5;12;30.0623028278;3;24.3409900665;22.5;11;32.8076286316;
56;5;22.7640171051;27.5;12;30.144956708;3;22.625;23.5;11;32.9788007736;
57;5;22.7826156616;27.5;13;30.2268865108;3;22.625;24.5;11;33.1400680542;
58;5;22.8010482788;27.5;14;30.3080596924;4;23.625;22.5;9;48.2914676666;
59;6;22.8193149567;27.5;14;30.3884460926;4;21.625;25.5;9;49.1831302643;
60;6;22.8374004364;27.5;14;30.4680181742;4;23.625;26.5;9;49.9846410751;
61;6;22.8553028107;27.5;14;30.5447884798;4;25.625;25.5;10;50.6954450607;
62;7;22.8725776672;27.5;14;30.5827163458;5;23.625;28.5;12;51.318400383;
63;7;22.5249996185;27.5;14;31.6209751368;5;23.625;31.5;12;51.8588953018;
64;7;23.8897190094;28.5;14;31.6795384884;5;23.625;33.5;12;52.3190898895;
65;7;24.8983955383;29.5;14;31.7385753393;5;23.625;35.5;12;52.6270179749;
66;7;25.1411781311;30.5;14;31.7980514765;5;24.0;37.0;14;52.8827629089;
67;7;24.7636299133;32.3687362671;14;31.8579313755;5;25.0;38.0;14;53.0;
68;7;24.5249996185;33.3883895874;14;32.9181787968;5;26.0;39.0;15;53.0;
69;7;26.1815891266;33.5;14;33.0287563801;5;27.0;40.0;15;53.0;
70;7;26.7776317596;35.4279708862;14;34.1416012049;5;27.5499992371;41.0;16;53.0;
71;7;28.0303192139;37.4478683472;15;34.306699276;5;27.5499992371;42.0;16;54.75;
72;8;28.7850875854;40.0503768921;14;34.5300409794;5;27.8064994812;43.0900001526;16;56.1726284027;
73;8;28.9738616943;41.0932502747;14;35.9151967764;5;28.0204982758;44.173538208;18;57.3134260178;
74;8;29.2393512726;43.2756462097;16;37.0917444229;5;28.1968002319;45.2507858276;19;58.2201356888;
75;8;29.455165863;44.727897644;16;38.0942710638;6;28.3405151367;46.321975708;18;58.7747268677;
76;8;29.9789543152;44.3129768372;16;38.9587498903;6;28.4500007629;47.3873634338;18;58.8944940567;
77;8;29.7688560486;45.381980896;17;39.570274353;6;29.4500007629;45.4472465515;19;59.0;
78;9;30.5438327789;44.0;17;40.0127265453;6;28.4500007629;46.5;19;59.0;
79;9;29.7889595032;45.6586914062;18;40.4665048122;6;26.4500007629;48.5;19;59.0;
80;9;28.227481842;46.0;18;40.9314215183;6;28.4500007629;45.5;20;59.0;
81;9;27.2062320709;47.0;19;41.4072077274;7;25.4500007629;47.5;14;71.75;
82;9;26.3124580383;48.0;19;41.8935018778;7;25.4500007629;50.5;14;72.546875;
83;9;23.2999992371;51.957195282;20;42.3898411989;7;25.4500007629;54.5;16;73.2856025696;
84;9;24.2999992371;53.957195282;20;42.8956530094;7;25.4500007629;58.5;16;73.9590826035;
85;9;25.2999992371;56.957195282;20;43.4102488756;7;25.4500007629;62.5;19;75.5635671616;
86;9;26.2999992371;59.957195282;22;43.9328182936;7;26.4500007629;67.5;20;76.1383981705;
87;9;24.2999992371;55.957195282;21;44.4624276161;7;27.4500007629;72.5;22;76.6466937065;
88;9;23.2999992371;54.957195282;21;44.9980208874;7;29.0;73.5;22;77.0923492908;
89;9;22.2999992371;54.2539596558;22;45.5384238958;7;29.0;74.5;22;77.4805744886;
90;9;22.0;55.858795166;23;46.0823527575;7;28.0;78.5;23;77.8173063993;
91;9;22.0;56.8954582214;23;46.62842381;8;29.0;78.5;23;78.1087267399;
92;9;23.0;58.9304656982;23;47.1751692295;9;29.0;78.5;22;78.3048160076;
93;9;24.9080047607;59.963848114;24;47.7210541964;9;28.0;81.5;25;78.3530313969;
94;9;25.953081131;61.9956283569;24;48.2128049135;9;30.0;78.5;25;78.4023760557;
95;10;26.9984874725;64.0;23;48.6948181391;9;29.0;78.5;25;78.4528282881;
96;10;27.0;67.0;23;49.174148798;9;28.0;81.5;25;78.5043625832;
97;10;28.0;69.8599700928;24;49.6491308212;9;30.0;78.5;25;78.5569496155;
98;10;28.2999992371;71.6189727783;24;50.1181448698;9;28.0;81.5;26;78.6105561256;
99;10;28.2999992371;72.4373931885;25;50.5796420574;10;28.0;84.5;25;78.6651450396;
100;10;28.2999992371;72.5696563721;25;51.0321679115;10;30.0;81.5;25;78.72067523;
101;11;28.2999992371;72.6990890503;19;51.4743818045;10;28.0;84.5;26;78.7771017551;
102;11;28.2999992371;72.825378418;20;51.9050741196;10;28.0;87.5;23;78.8343759775;
103;11;26.2999992371;69.9134674072;18;52.3231778145;10;30.0;84.5;23;78.8924454451;
104;11;25.2999992371;68.998550415;17;52.7277796268;10;28.0;87.5;26;78.9512542486;
105;11;24.2999992371;68.0804290771;15;53.1181211472;10;28.0;90.5;26;79.0107431412;
106;11;23.2999992371;67.1589508057;15;53.4936044216;10;30.0;87.5;27;79.0708494186;
107;11;22.2999992371;66.3195343018;16;53.8537868261;10;28.0;90.5;27;79.1315076351;
108;11;22.0;66.5411682129;16;55.1870434284;10;29.0;90.5;27;79.1926498413;
109;11;23.0;68.6090698242;17;55.5562294722;10;28.0;95.5;26;79.2542052269;
110;11;24.0;70.6733856201;17;55.9006129503;10;28.0;99.5;27;80.3161010742;
111;11;24.0;72.7341156006;17;56.232268095;11;31.0;99.5;27;80.4382629395;
112;11;24.0;74.791305542;17;56.5558794737;11;32.0;103.5;27;80.5635786057;
113;11;24.0;76.8450469971;17;56.8719513416;11;33.4772605896;107.5;29;80.6920403242;
