Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;8.0;10.1999998093;4;21.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;9.22500038147;10.0;4;21.0599999428;
7;2;10.194486618;11.7433023453;4;24.5283432007;2;9.73849964142;10.0;4;21.1229639053;
8;2;10.5188770294;11.7641716003;4;25.1598823071;2;9.75266647339;10.0;4;21.6001901627;
9;2;10.6609735489;12.0549411774;4;25.6675629616;2;9.86004257202;10.1999998093;4;22.0082015991;
10;2;10.7752017975;12.2827939987;4;26.0739091635;2;9.95184516907;10.3632001877;4;22.3582868576;
11;2;10.8666296005;12.4589796066;5;26.2119446993;2;10.0306148529;10.4951858521;4;23.5279067755;
12;2;13.7873458862;12.5;5;26.269973278;2;10.2937793732;11.0209560394;5;24.5268628597;
13;2;15.7873458862;12.5;5;26.3300433159;2;12.0856485367;11.4571752548;5;25.3691681623;
14;2;16.8265171051;12.5;5;26.3921557665;2;14.0856485367;11.8107032776;5;26.0752547979;
15;2;17.8404922485;12.5;5;26.4563041925;2;16.0856494904;12.0916318893;5;26.6680037975;
16;2;18.8549251556;12.5;5;26.5224741697;2;17.1830482483;12.3113050461;5;27.1698563099;
17;2;19.8698120117;12.5;5;26.5906432867;2;18.2196559906;12.4808797836;5;27.3801496029;
18;2;19.9828948975;12.5;5;26.6607804298;2;19.2583675385;12.5;5;27.5615134239;
19;2;19.9986763;12.5;5;26.7328453064;2;20.2013397217;12.5;5;27.7520513535;
20;2;20.0148906708;12.5;5;26.8067884445;2;20.2442111969;12.5;5;27.9515185356;
21;2;20.0315284729;12.5;5;26.8825509548;2;20.2890911102;12.5;5;28.1595556736;
22;3;20.0485744476;12.5;4;26.9600640535;2;20.335899353;12.5;5;28.3756833076;
23;3;19.625;12.5;5;27.0392494202;2;20.3845291138;12.5;5;28.5992991924;
24;4;19.625;13.1117744446;4;27.120018959;2;20.4348430634;12.5;5;28.8296794891;
25;4;17.625;14.1360054016;4;27.2022752762;2;20.4866771698;12.5;5;29.0659828186;
26;4;16.625;15.1606826782;4;27.2859115601;2;20.5398464203;12.5;7;29.3072590828;
27;4;16.1393299103;15.5;5;27.3708124161;3;20.5941333771;12.5;6;29.5524601936;
28;4;15.1584329605;16.5;5;28.4568536282;4;19.625;13.5;5;29.8004574776;
29;4;15.5527915955;18.0;6;28.5839035511;4;19.625;14.5;6;30.0500593185;
30;4;16.5723781586;18.5;6;28.7130072117;4;18.625;13.5;6;30.3000340462;
31;4;16.5921592712;20.0405921936;6;28.8440213203;4;17.8175086975;14.5;7;30.5491337776;
32;4;16.6121063232;21.0617771149;6;28.9767938852;4;16.8735542297;15.5;7;30.7961182594;
33;4;16.8947792053;21.5;6;29.1111656427;4;15.9291267395;16.5;7;31.0397801399;
34;4;16.6523475647;23.1059207916;6;29.2469706535;4;15.3589506149;17.5;7;31.278968811;
35;4;16.9555683136;23.5;6;29.3840374947;4;15.0;16.5;8;31.5126113892;
36;4;16.9864082336;24.5;7;29.522190094;4;16.0;16.5;10;31.7397313118;
37;4;17.0;24.1765155792;8;29.6612485647;4;15.0;15.5;10;31.95946455;
38;4;16.7332458496;24.2011871338;8;29.801030755;4;15.5658798218;16.5;11;32.171069622;
39;4;17.0802307129;24.5;9;29.9413526058;4;15.0;15.5;11;32.373934269;
40;4;17.0;24.2521820068;9;30.0820300579;4;15.0;15.5;11;32.5675787926;
41;4;17.1434555054;23.5;10;30.2228794098;5;15.7027053833;16.5;10;47.7516541481;
42;4;17.1751480103;24.5;10;30.3637188673;5;16.0;16.5;9;48.6759381294;
43;4;17.0;24.332572937;10;30.5043690205;5;19.0;15.5;8;49.5097017288;
44;5;16.8513317108;24.3603382111;8;40.6446537971;5;20.8203239441;15.5;9;50.2521162033;
45;5;17.0;25.5;12;41.1844011545;5;20.0;17.5;10;50.9058074951;
46;5;19.0;25.39220047;12;41.6978453398;5;22.0;17.5;10;51.4759740829;
47;5;22.332775116;27.39220047;12;42.18356359;5;23.5430450439;18.5;11;51.4695062637;
48;5;23.0;29.39220047;13;42.6408190727;5;23.5713443756;21.5;11;51.9748697281;
49;6;25.9423103333;31.39220047;12;43.0694947243;5;23.5976104736;24.5;12;52.4092903137;
50;6;26.5204162598;33.39220047;12;43.470001936;5;23.621931076;27.5;12;52.7808170319;
51;6;28.2012023926;33.4171867371;13;43.8431882858;5;23.6443901062;30.5;12;53.0;
52;6;28.7827529907;32.5;14;44.1902341843;5;23.6499996185;33.5;13;53.0;
53;6;28.3697967529;33.5;15;44.5125570297;5;23.6499996185;34.5;13;53.0;
54;6;28.442817688;33.6580505371;16;44.8117265701;5;23.6499996185;35.5;13;53.0;
55;6;27.4707527161;34.6891326904;16;45.0893907547;5;23.6499996185;36.5;14;53.0;
56;6;28.0653038025;34.5;17;45.2431430817;5;23.6499996185;37.0;14;53.0;
57;6;28.5249996185;33.5;17;45.3653650284;5;23.6499996185;37.0;13;53.0;
58;6;28.6049518585;33.7827911377;19;45.4854297638;5;23.6499996185;37.0;14;53.0;
59;6;27.5249996185;34.8140182495;19;45.603266716;5;23.6499996185;37.0;14;54.0;
60;6;28.1303329468;34.5;19;45.7188124657;5;24.6499996185;38.0;13;53.5199999809;
61;6;27.5249996185;35.9831504822;20;45.8143725395;5;25.6499996185;38.75;15;53.8176960945;
